,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,AACG,ATA Creativity Global American Depositary Shares,"ATA Creativity Global, together with its subsidiaries, provides educational services to individual students through its training center network in China and internationally. Its educational services include portfolio training, research-based learning, overseas study counselling, in-school art classes through cooperation with high schools, foreign language training services, junior art education, and other related educational services to its students. The company also offers online courses for students. As of December 31, 2021, it operated through 21 training centers in 20 cities in China. The company was formerly known as ATA Inc. and changed its name to ATA Creativity Global in September 2019. ATA Creativity Global was founded in 1999 and is headquartered in Beijing, China.",Xiaofeng Ma,Education & Training Services,1.01,USD,16036029,https://images.financialmodelingprep.com/symbol/AACG.png,14518,2008-01-29,-4.59,0,5879,-29550238,-46738447,"[{'period': '2025', 'revenue': 260.81, 'unit': 'M', 'net_profit': -46.74}, {'period': '2024', 'revenue': 268.06, 'unit': 'M', 'net_profit': -36.1}, {'period': '2023', 'revenue': 221.62, 'unit': 'M', 'net_profit': -33.66}, {'period': '2022', 'revenue': 206.82, 'unit': 'M', 'net_profit': -47.89}]","[{'period': ""Q4 '25"", 'revenue': 87.9, 'unit': 'M', 'net_profit': -25.94}, {'period': ""Q3 '25"", 'revenue': 67.3, 'unit': 'M', 'net_profit': 2.37}, {'period': ""Q2 '25"", 'revenue': 55.89, 'unit': 'M', 'net_profit': -10.77}, {'period': ""Q1 '25"", 'revenue': 55.79, 'unit': 'M', 'net_profit': -13.35}, {'period': ""Q4 '24"", 'revenue': 100.92, 'unit': 'M', 'net_profit': 13.26}, {'period': ""Q3 '24"", 'revenue': 67.25, 'unit': 'M', 'net_profit': -14.65}]",-2.94,-2.94,408557989,111438038,85290560,376554768,298563,0,344798917,85290560,-23370000,-0.5703176745669041,-0.2947655548783866,-0.27826086956521745,"[0.5980000000000001, 0.43]","['2018-08-27', '2011-06-28']",__nan__,0.9216678614501405
1,AACQ,Artius Acquisition Inc. Class A Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 62.53}, {'period': ""Q1 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 16.18}]",,,726060750,1344274,1123407,721060740,0,0,220,1123407,,,,,__nan__,__nan__,__nan__,0.9931135101298342
2,AACQU,Artius Acquisition Inc. Unit ,,,Chemicals,11.05,USD,1581255000,https://images.financialmodelingprep.com/symbol/AACQU.png,12570,2020-07-14,0.0,0.5,4352,-52282000,-249698000,"[{'period': '2025', 'revenue': 18.92, 'unit': 'M', 'net_profit': -249.7}, {'period': '2024', 'revenue': 31.28, 'unit': 'M', 'net_profit': -83.7}, {'period': '2023', 'revenue': 28.8, 'unit': 'M', 'net_profit': 23.8}, {'period': '2022', 'revenue': 0.0, 'unit': 'M', 'net_profit': 78.57}]","[{'period': ""Q4 '25"", 'revenue': 3.02, 'unit': 'M', 'net_profit': -194.13}, {'period': ""Q3 '25"", 'revenue': 4.66, 'unit': 'M', 'net_profit': -16.38}, {'period': ""Q2 '25"", 'revenue': 5.81, 'unit': 'M', 'net_profit': -12.75}, {'period': ""Q1 '25"", 'revenue': 5.43, 'unit': 'M', 'net_profit': -26.44}, {'period': ""Q4 '24"", 'revenue': 9.22, 'unit': 'M', 'net_profit': -13.52}, {'period': ""Q3 '24"", 'revenue': 8.2, 'unit': 'M', 'net_profit': -36.76}]",-50.55,-50.55,157660000,80876000,53468000,53449000,15150000,0,28533000,32923000,-63000000,0.2732756943093047,-1.9833566316594382,-1.9051724137931028,__nan__,__nan__,__nan__,0.339014334644171
3,AACQW,Artius Acquisition Inc Warrant,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 62.53}]",,,726060750,1344274,725839883,25357720,0,0,0,1123407,-562274,0.0,0.0,0.0,__nan__,__nan__,__nan__,0.0349250665319672
4,AAL,American Airlines Group Inc. Common Stock,"American Airlines Group Inc., through its subsidiaries, operates as a network air carrier. The company provides scheduled air transportation services for passengers and cargo through its hubs in Charlotte, Chicago, Dallas/Fort Worth, Los Angeles, Miami, New York, Philadelphia, Phoenix, and Washington, D.C., as well as through partner gateways in London, Madrid, Seattle/Tacoma, Sydney, and Tokyo. As of December 31, 2021, it operated a mainline fleet of 865 aircraft. The company was formerly known as AMR Corporation and changed its name to American Airlines Group Inc. in December 2013. American Airlines Group Inc. was founded in 1930 and is headquartered in Fort Worth, Texas.",Robert D. Isom Jr.,"Airlines, Airports & Air Services",10.3,USD,6801137102,https://images.financialmodelingprep.com/symbol/AAL.png,65269555,2005-09-27,60.59,-0.41,47681401,3881000000,111000000,"[{'period': '2025', 'revenue': 54630.0, 'unit': 'M', 'net_profit': 111.0}, {'period': '2024', 'revenue': 54210.0, 'unit': 'M', 'net_profit': 846.0}, {'period': '2023', 'revenue': 52790.0, 'unit': 'M', 'net_profit': 822.0}, {'period': '2022', 'revenue': 48970.0, 'unit': 'M', 'net_profit': 127.0}]","[{'period': ""Q4 '25"", 'revenue': 14000.0, 'unit': 'M', 'net_profit': 99.0}, {'period': ""Q3 '25"", 'revenue': 13690.0, 'unit': 'M', 'net_profit': -114.0}, {'period': ""Q2 '25"", 'revenue': 14390.0, 'unit': 'M', 'net_profit': 599.0}, {'period': ""Q1 '25"", 'revenue': 12550.0, 'unit': 'M', 'net_profit': -473.0}, {'period': ""Q4 '24"", 'revenue': 13660.0, 'unit': 'M', 'net_profit': 590.0}, {'period': ""Q3 '24"", 'revenue': 13650.0, 'unit': 'M', 'net_profit': -149.0}]",0.17,0.17,61774000000,12205000000,6571000000,65501000000,2075000000,0,24492000000,1689000000,-680000000,-0.22596729158356602,-0.8687943262411347,-0.868217054263566,"[0.1, 0.1]","['2020-02-04', '2014-07-31']",__nan__,1.0603328261080713
5,AAME,Atlantic American Corporation Common Stock,,,,,,,,,,10.39,-0.09,8246,,,[],"[{'period': ""Q3 '25"", 'revenue': 53760.0, 'unit': 'K', 'net_profit': 577.0}, {'period': ""Q2 '25"", 'revenue': 55.29, 'unit': 'M', 'net_profit': 3.32}, {'period': ""Q1 '25"", 'revenue': 50120.0, 'unit': 'K', 'net_profit': 802.0}, {'period': ""Q4 '24"", 'revenue': 49040.0, 'unit': 'K', 'net_profit': 412.0}, {'period': ""Q3 '24"", 'revenue': 44.52, 'unit': 'M', 'net_profit': -2.0}, {'period': ""Q2 '24"", 'revenue': 47670.0, 'unit': 'K', 'net_profit': -684.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
6,AAOI,Applied Optoelectronics Inc. Common Stock,,,,,,,,,,-153.45,0.79,7532234,,,[],"[{'period': ""Q4 '25"", 'revenue': 134.27, 'unit': 'M', 'net_profit': -2.02}, {'period': ""Q3 '25"", 'revenue': 118.63, 'unit': 'M', 'net_profit': -17.94}, {'period': ""Q2 '25"", 'revenue': 102.95, 'unit': 'M', 'net_profit': -9.1}, {'period': ""Q1 '25"", 'revenue': 99.86, 'unit': 'M', 'net_profit': -9.17}, {'period': ""Q4 '24"", 'revenue': 100.27, 'unit': 'M', 'net_profit': -119.69}, {'period': ""Q3 '24"", 'revenue': 65.15, 'unit': 'M', 'net_profit': -17.76}]",,,,,,,,,,,,,,,,,__nan__,__nan__
7,AAON,AAON Inc. Common Stock,,,,,,,,,,63.16,-1.92,548941,,,[],"[{'period': ""Q4 '25"", 'revenue': 424.22, 'unit': 'M', 'net_profit': 32.03}, {'period': ""Q3 '25"", 'revenue': 384.24, 'unit': 'M', 'net_profit': 30.78}, {'period': ""Q2 '25"", 'revenue': 311.57, 'unit': 'M', 'net_profit': 15.49}, {'period': ""Q1 '25"", 'revenue': 322.05, 'unit': 'M', 'net_profit': 29.29}, {'period': ""Q4 '24"", 'revenue': 297.72, 'unit': 'M', 'net_profit': 24.69}, {'period': ""Q3 '24"", 'revenue': 327.25, 'unit': 'M', 'net_profit': 52.62}]",,,,,,,,,,,,,,,,,__nan__,__nan__
8,AAPL,Apple Inc. Common Stock,,,,,,,,,,31.45,-4.09,47899998,,,[],"[{'period': ""Q1 '26"", 'revenue': 143.76, 'unit': 'B', 'net_profit': 42.1}, {'period': ""Q4 '25"", 'revenue': 102.47, 'unit': 'B', 'net_profit': 27.47}, {'period': ""Q3 '25"", 'revenue': 94.04, 'unit': 'B', 'net_profit': 23.43}, {'period': ""Q2 '25"", 'revenue': 95.36, 'unit': 'B', 'net_profit': 24.78}, {'period': ""Q1 '25"", 'revenue': 124.3, 'unit': 'B', 'net_profit': 36.33}, {'period': ""Q4 '24"", 'revenue': 94.93, 'unit': 'B', 'net_profit': 14.74}]",,,,,,,,,,,,,,,,,__nan__,__nan__
9,AAWW,Atlas Air Worldwide Holdings NEW Common Stock,,,,,,,,,,9.732193732193732,0.02,1527211,,,[],"[{'period': ""Q4 '22"", 'revenue': 1210.0, 'unit': 'M', 'net_profit': 126.01}, {'period': ""Q3 '22"", 'revenue': 1120.0, 'unit': 'M', 'net_profit': 60.1}, {'period': ""Q2 '22"", 'revenue': 1180.0, 'unit': 'M', 'net_profit': 88.26}, {'period': ""Q1 '22"", 'revenue': 1040.0, 'unit': 'M', 'net_profit': 81.51}, {'period': ""Q4 '21"", 'revenue': 1160.0, 'unit': 'M', 'net_profit': 176.74}, {'period': ""Q3 '21"", 'revenue': 1020.0, 'unit': 'M', 'net_profit': 119.53}]",,,,,,,,,,,,,,,,,__nan__,__nan__
10,ABCB,Ameris Bancorp Common Stock,,,,,,,,,,12.65,-1.39,365115,,,[],"[{'period': ""Q4 '25"", 'revenue': 419.89, 'unit': 'M', 'net_profit': 108.36}, {'period': ""Q3 '25"", 'revenue': 422.41, 'unit': 'M', 'net_profit': 106.03}, {'period': ""Q2 '25"", 'revenue': 408.0, 'unit': 'M', 'net_profit': 109.83}, {'period': ""Q1 '25"", 'revenue': 389.21, 'unit': 'M', 'net_profit': 87.94}, {'period': ""Q4 '24"", 'revenue': 405.75, 'unit': 'M', 'net_profit': 94.38}, {'period': ""Q3 '24"", 'revenue': 416.34, 'unit': 'M', 'net_profit': 99.21}]",,,,,,,,,,,,,,,,,__nan__,__nan__
11,ABCL,AbCellera Biologics Inc. Common Shares,,,,,,,,,,-6.67,-0.08,2369182,,,[],"[{'period': ""Q4 '25"", 'revenue': 44.85, 'unit': 'M', 'net_profit': -8.95}, {'period': ""Q3 '25"", 'revenue': 8.96, 'unit': 'M', 'net_profit': -57.12}, {'period': ""Q2 '25"", 'revenue': 17.08, 'unit': 'M', 'net_profit': -34.73}, {'period': ""Q1 '25"", 'revenue': 4.24, 'unit': 'M', 'net_profit': -45.62}, {'period': ""Q4 '24"", 'revenue': 5.05, 'unit': 'M', 'net_profit': -34.21}, {'period': ""Q3 '24"", 'revenue': 6.51, 'unit': 'M', 'net_profit': -51.11}]",,,,,,,,,,,,,,,,,__nan__,__nan__
12,ABCM,Abcam plc American Depositary Shares,,,,,,,,,,2399.0,0.01,7430229,,,[],"[{'period': ""Q2 '23"", 'revenue': 203.2, 'unit': 'M', 'net_profit': 16.8}, {'period': ""Q4 '22"", 'revenue': 166.7, 'unit': 'M', 'net_profit': -9.38}, {'period': ""Q2 '22"", 'revenue': 185.2, 'unit': 'M', 'net_profit': 5.8}, {'period': ""Q4 '21"", 'revenue': 225.11, 'unit': 'M', 'net_profit': 2.04}, {'period': ""Q2 '21"", 'revenue': 411.52, 'unit': 'M', 'net_profit': 21.61}, {'period': ""Q4 '20"", 'revenue': 167.7, 'unit': 'M', 'net_profit': 8.35}]",,,,,,,,,,,,,,,,,__nan__,__nan__
13,ABEO,Abeona Therapeutics Inc. Common Stock,,,,,,,,,,4.25,-0.04,1167864,,,[],"[{'period': ""Q4 '25"", 'revenue': 5.42, 'unit': 'M', 'net_profit': -20.46}, {'period': ""Q3 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -5.16}, {'period': ""Q2 '25"", 'revenue': 0.4, 'unit': 'M', 'net_profit': 108.83}, {'period': ""Q1 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -12.03}, {'period': ""Q4 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.29}, {'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -30.27}]",,,,,,,,,,,,,,,,,__nan__,__nan__
14,ABGI,ABG Acquisition Corp. I Class A Ordinary Shares,,,,,,,,,,1019.0,-0.03,2114,,,[],"[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.33}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 2.42}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -300.23}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -149.87}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -215.82}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -212.62}]",,,,,,,,,,,,,,,,,__nan__,__nan__
15,ABIO,ARCA biopharma Inc. Common Stock,,,,,,,,,,-4.8979591836734695,26.3,290850,,,[],"[{'period': ""Q4 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -29.58}, {'period': ""Q3 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -30.28}, {'period': ""Q2 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -24.57}, {'period': ""Q1 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -21.0}, {'period': ""Q3 '24"", 'revenue': 0.0, 'unit': '', 'net_profit': 0.0}, {'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -2.68}]",,,,,,,,,,,,,,,,,__nan__,__nan__
16,ABMD,ABIOMED Inc. Common Stock,,,,,,,,,,65.35506003430531,0,15702662,,,[],"[{'period': ""Q2 '23"", 'revenue': 265.92, 'unit': 'M', 'net_profit': 106.13}, {'period': ""Q1 '23"", 'revenue': 277.15, 'unit': 'M', 'net_profit': 54.55}, {'period': ""Q4 '22"", 'revenue': 269.85, 'unit': 'M', 'net_profit': 60.33}, {'period': ""Q3 '22"", 'revenue': 261.18, 'unit': 'M', 'net_profit': 45.75}, {'period': ""Q2 '22"", 'revenue': 248.14, 'unit': 'M', 'net_profit': 56.95}, {'period': ""Q1 '22"", 'revenue': 252.59, 'unit': 'M', 'net_profit': -26.52}]",,,,,,,,,,,,,,,,,__nan__,__nan__
17,ABNB,Airbnb Inc. Class A Common Stock,,,,,,,,,,30.49,-8.19,4207196,,,[],"[{'period': ""Q4 '25"", 'revenue': 2780.0, 'unit': 'M', 'net_profit': 341.0}, {'period': ""Q3 '25"", 'revenue': 4.09, 'unit': 'B', 'net_profit': 1.37}, {'period': ""Q2 '25"", 'revenue': 3100.0, 'unit': 'M', 'net_profit': 642.0}, {'period': ""Q1 '25"", 'revenue': 2270.0, 'unit': 'M', 'net_profit': 154.0}, {'period': ""Q4 '24"", 'revenue': 2480.0, 'unit': 'M', 'net_profit': 461.0}, {'period': ""Q3 '24"", 'revenue': 3.73, 'unit': 'B', 'net_profit': 1.37}]",,,,,,,,,,,,,,,,,__nan__,__nan__
18,ABST,Absolute Software Corporation Common Stock,,,,,,,,,,-22.98,-0.01,704052,,,[],"[{'period': ""Q3 '22"", 'revenue': 58.77, 'unit': 'M', 'net_profit': -3.97}, {'period': ""Q2 '22"", 'revenue': 57.19, 'unit': 'M', 'net_profit': -7.0}, {'period': ""Q1 '22"", 'revenue': 53.56, 'unit': 'M', 'net_profit': -9.49}, {'period': ""Q4 '21"", 'revenue': 52.53, 'unit': 'M', 'net_profit': -5.34}, {'period': ""Q3 '21"", 'revenue': 51.98, 'unit': 'M', 'net_profit': -6.46}, {'period': ""Q2 '21"", 'revenue': 49.05, 'unit': 'M', 'net_profit': -5.12}]",,,,,,,,,,,,,,,,,__nan__,__nan__
19,ABTX,Allegiance Bancshares Inc. Common Stock,,,,,,,,,,11.190860215053764,-0.36,1609047,,,[],"[{'period': ""Q2 '22"", 'revenue': 60.19, 'unit': 'M', 'net_profit': 16.44}, {'period': ""Q1 '22"", 'revenue': 59.19, 'unit': 'M', 'net_profit': 18.66}, {'period': ""Q4 '21"", 'revenue': 60.56, 'unit': 'M', 'net_profit': 21.56}, {'period': ""Q3 '21"", 'revenue': 60.27, 'unit': 'M', 'net_profit': 19.06}, {'period': ""Q2 '21"", 'revenue': 58.87, 'unit': 'M', 'net_profit': 22.93}, {'period': ""Q1 '21"", 'revenue': 57.43, 'unit': 'M', 'net_profit': 18.01}]",,,,,,,,,,,,,,,,,__nan__,__nan__
20,ABUS,Arbutus Biopharma Corporation Common Stock,,,,,,,,,,-25.24,-0.16,1383401,,,[],"[{'period': ""Q4 '25"", 'revenue': 1.05, 'unit': 'M', 'net_profit': -3.76}, {'period': ""Q3 '25"", 'revenue': 0.529, 'unit': 'M', 'net_profit': -7.74}, {'period': ""Q2 '25"", 'revenue': 10.74, 'unit': 'M', 'net_profit': 2.52}, {'period': ""Q1 '25"", 'revenue': 1.76, 'unit': 'M', 'net_profit': -24.53}, {'period': ""Q4 '24"", 'revenue': 1.57, 'unit': 'M', 'net_profit': -12.53}, {'period': ""Q3 '24"", 'revenue': 1.34, 'unit': 'M', 'net_profit': -19.72}]",,,,,,,,,,,,,,,,,__nan__,__nan__
21,ACAC,Acies Acquisition Corp. Class A Ordinary Share,,,,,,,,,,-18.06451612903226,-0.52,4112,,,[],"[{'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -245.3}, {'period': ""Q1 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 102.65}, {'period': ""Q4 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 158.9}, {'period': ""Q3 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 272.86}, {'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 90.94}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 363.66}]",,,,,,,,,,,,,,,,,__nan__,__nan__
