,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,A,Agilent Technologies Inc. Common Stock,"Agilent Technologies, Inc. provides application focused solutions to the life sciences, diagnostics, and applied chemical markets worldwide. The Life Sciences and Applied Markets segment offers liquid chromatography systems and components; liquid chromatography mass spectrometry systems; gas chromatography systems and components; gas chromatography mass spectrometry systems; inductively coupled plasma mass spectrometry instruments; atomic absorption instruments; microwave plasma-atomic emission spectrometry instruments; inductively coupled plasma optical emission spectrometry instruments; raman spectroscopy; cell analysis plate based assays; flow cytometer; real-time cell analyzer; cell imaging systems; microplate reader; laboratory software; information management and analytics; laboratory automation and robotic systems; dissolution testing; vacuum pumps, and measurement technologies. The Diagnostics and Genomics segment provides arrays for DNA mutation detection, genotyping, gene copy number determination, identification of gene rearrangements, DNA methylation profiling, gene expression profiling, next generation sequencing, target enrichment and genetic data management, and interpretation support software; and produces synthesized oligonucleotide. It also offers immunohistochemistry in situ hybridization, and hematoxylin and eosin staining and special staining; consumables, and software for quality control analysis of nucleic acid samples; and reagents for use in turbidimetry and flow cytometry, as well as develops liquid-based pharmacodiagnostics. The Agilent CrossLab segment provides GC and LC columns, sample preparation products, custom chemistries, and laboratory instrument supplies; and startup, operational, training, compliance support, software as a service, asset management, and consultation services. The company markets its products through direct sales, distributors, resellers, manufacturer's representatives, and electronic commerce. Agilent Technologies, Inc. was incorporated in 1999 and is headquartered in Santa Clara, California.",Padraig McDonnell,Medical - Diagnostics & Research,110.24,USD,31180242906,https://images.financialmodelingprep.com/symbol/A.png,2251625,1999-11-18,,,,1835000000,1303000000,"[{'period': '2025', 'revenue': 6.95, 'unit': 'B', 'net_profit': 1.3}, {'period': '2024', 'revenue': 6.51, 'unit': 'B', 'net_profit': 1.29}, {'period': '2023', 'revenue': 6.83, 'unit': 'B', 'net_profit': 1.24}, {'period': '2022', 'revenue': 6.85, 'unit': 'B', 'net_profit': 1.25}]","[{'period': ""Q1 '26"", 'revenue': 1800.0, 'unit': 'M', 'net_profit': 305.0}, {'period': ""Q4 '25"", 'revenue': 1860.0, 'unit': 'M', 'net_profit': 434.0}, {'period': ""Q3 '25"", 'revenue': 1740.0, 'unit': 'M', 'net_profit': 336.0}, {'period': ""Q2 '25"", 'revenue': 1670.0, 'unit': 'M', 'net_profit': 215.0}, {'period': ""Q1 '25"", 'revenue': 1680.0, 'unit': 'M', 'net_profit': 318.0}, {'period': ""Q4 '24"", 'revenue': 1700.0, 'unit': 'M', 'net_profit': 351.0}]",4.59,4.57,12727000000,4594000000,1789000000.0,5986000000,1487000000,133000000,2347000000.0,1789000000.0,1152000000,-0.0208110992529349,0.010861132660977503,0.03378378378378366,"[0.255, 2.057]","['2026-03-31', '2006-11-01']",__nan__,0.470338650113931
1,AA,Alcoa Corporation Common Stock ,"Alcoa Corporation, together with its subsidiaries, produces and sells bauxite, alumina, and aluminum products in the United States, Spain, Australia, Iceland, Norway, Brazil, Canada, and internationally. The company operates through three segments: Bauxite, Alumina, and Aluminum. It engages in bauxite mining operations; and processes bauxite into alumina and sells it to customers who process it into industrial chemical products, as well as aluminum smelting and casting businesses. The company offers primary aluminum in the form of alloy ingot or value-add ingot to customers that produce products for the transportation, building and construction, packaging, wire, and other industrial markets. In addition, it owns hydro power plants that generates and sells electricity in the wholesale market to traders, large industrial consumers, distribution companies, and other generation companies. The company was formerly known as Alcoa Upstream Corporation and changed its name to Alcoa Corporation in October 2016. The company was founded in 1888 and is headquartered in Pittsburgh, Pennsylvania.",William F. Oplinger,Aluminum,58.39,USD,15405617542,https://images.financialmodelingprep.com/symbol/AA.png,7590628,2016-11-01,,,,1864000000,1148000000,"[{'period': '2025', 'revenue': 12.74, 'unit': 'B', 'net_profit': 1.15}, {'period': '2024', 'revenue': 12180.0, 'unit': 'M', 'net_profit': 60.0}, {'period': '2023', 'revenue': 10710.0, 'unit': 'M', 'net_profit': -651.0}, {'period': '2022', 'revenue': 12760.0, 'unit': 'M', 'net_profit': -123.0}]","[{'period': ""Q4 '25"", 'revenue': 3450.0, 'unit': 'M', 'net_profit': 204.0}, {'period': ""Q3 '25"", 'revenue': 3000.0, 'unit': 'M', 'net_profit': 232.0}, {'period': ""Q2 '25"", 'revenue': 3020.0, 'unit': 'M', 'net_profit': 164.0}, {'period': ""Q1 '25"", 'revenue': 3270.0, 'unit': 'M', 'net_profit': 548.0}, {'period': ""Q4 '24"", 'revenue': 3980.0, 'unit': 'M', 'net_profit': 202.0}, {'period': ""Q3 '24"", 'revenue': 2830.0, 'unit': 'M', 'net_profit': 90.0}]",4.47,4.44,16212000000,5469000000,1597000000.0,10003000000,1268000000,477000000,3765000000.0,1597000000.0,567000000,0.7148114075436982,18.133333333333333,14.964285714285712,"[0.1, 0.45]","['2026-03-10', '1970-02-02']",__nan__,0.6170120898100173
2,AAC,Ares Acquisition Corporation Class A Ordinary Shares,"Ares Acquisition Corporation does not have significant operations. It intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2020 and is based in New York, New York.",David B. Kaplan,Shell Companies,10.79,USD,761820462,https://images.financialmodelingprep.com/symbol/AAC.png,134092,2021-03-25,,,,0,25986,"[{'period': '2024', 'revenue': 0.0, 'unit': 'K', 'net_profit': 25.99}, {'period': '2023', 'revenue': 0.0, 'unit': 'K', 'net_profit': 16.91}, {'period': '2022', 'revenue': 0.0, 'unit': 'M', 'net_profit': 49.31}, {'period': '2021', 'revenue': 0.0, 'unit': '', 'net_profit': -15.0}]","[{'period': ""Q2 '25"", 'revenue': 0.0, 'unit': '', 'net_profit': 326.64}, {'period': ""Q1 '25"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 2.99}, {'period': ""Q4 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 6.04}, {'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 6.96}, {'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 6.58}, {'period': ""Q1 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 6.39}]",0.42,0.42,551901,1100,975.3190000000001,573940,0,0,740.5690000000001,975.3190000000001,-929,-1.0,0.5362695832101685,4199.0,__nan__,__nan__,__nan__,1.039932886514067
3,AAIC,Arlington Asset Investment Corp Class A (new),"Arlington Asset Investment Corp. (NYSE: AAIC) currently invests primarily in mortgage-related and other assets and has elected to be taxed as a REIT. The Company is headquartered in the Washington, D.C. metropolitan area. For more information, please visit www.arlingtonasset.com.","J. Rock Tonkel Jr., CPA",REIT - Mortgage,4.84,USD,137081868,https://images.financialmodelingprep.com/symbol/AAIC.png,164371,1997-12-23,,,,21872000,5426000,"[{'period': '2022', 'revenue': 30.53, 'unit': 'M', 'net_profit': 5.43}, {'period': '2021', 'revenue': 4.38, 'unit': 'M', 'net_profit': -9.52}, {'period': '2020', 'revenue': -55.1, 'unit': 'M', 'net_profit': -67.72}, {'period': '2019', 'revenue': 28.76, 'unit': 'M', 'net_profit': 13.74}]","[{'period': ""Q3 '23"", 'revenue': 13.57, 'unit': 'M', 'net_profit': -6.61}, {'period': ""Q2 '23"", 'revenue': 10.97, 'unit': 'M', 'net_profit': 4.87}, {'period': ""Q1 '23"", 'revenue': 1.8, 'unit': 'M', 'net_profit': -2.22}, {'period': ""Q4 '22"", 'revenue': 9.57, 'unit': 'M', 'net_profit': 4.39}, {'period': ""Q3 '22"", 'revenue': 9.75, 'unit': 'M', 'net_profit': 3.43}, {'period': ""Q2 '22"", 'revenue': 6810.0, 'unit': 'K', 'net_profit': 307.0}]",0.09,0.09,1002318000,342087000,161722000.0,86405000,180365000,577241000,515510000.0,29844000.0,-1375000,3.7515410743489745,1.5702574881765634,1.310344827586207,"[0.225, 0.34]","['2019-12-30', '2003-04-11']",__nan__,0.08620517640110224
4,AAN,Aarons Holdings Company Inc. Common Stock ,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '24"", 'revenue': 503.12, 'unit': 'M', 'net_profit': -11.9}, {'period': ""Q1 '24"", 'revenue': 511.5, 'unit': 'M', 'net_profit': -14.18}, {'period': ""Q4 '23"", 'revenue': 943.6, 'unit': 'M', 'net_profit': -12.36}, {'period': ""Q3 '23"", 'revenue': 665.48, 'unit': 'M', 'net_profit': -4.14}, {'period': ""Q2 '23"", 'revenue': 530.37, 'unit': 'M', 'net_profit': 6.52}, {'period': ""Q1 '23"", 'revenue': 554.36, 'unit': 'M', 'net_profit': 12.8}]",,,,,,,,,,,,,,,,,__nan__,__nan__
5,AAP,Advance Auto Parts Inc Advance Auto Parts Inc W/I,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 1970.0, 'unit': 'M', 'net_profit': 6.0}, {'period': ""Q3 '25"", 'revenue': 2040.0, 'unit': 'M', 'net_profit': -1.0}, {'period': ""Q2 '25"", 'revenue': 2009.9999999999998, 'unit': 'M', 'net_profit': 15.0}, {'period': ""Q1 '25"", 'revenue': 2580.0, 'unit': 'M', 'net_profit': 24.0}, {'period': ""Q4 '24"", 'revenue': 2000.0, 'unit': 'M', 'net_profit': -414.78}, {'period': ""Q3 '24"", 'revenue': 2150.0, 'unit': 'M', 'net_profit': -6.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
6,AAQC,Accelerate Acquisition Corp. Class A Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.96}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 4.98}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 17.97}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 3.51}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 5.87}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -11.93}]",,,,,,,,,,,,,,,,,__nan__,__nan__
7,AAT,American Assets Trust Inc. Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 110.09, 'unit': 'M', 'net_profit': 4.22}, {'period': ""Q3 '25"", 'revenue': 109.58, 'unit': 'M', 'net_profit': 5.92}, {'period': ""Q2 '25"", 'revenue': 107.93, 'unit': 'M', 'net_profit': 7.12}, {'period': ""Q1 '25"", 'revenue': 108.61, 'unit': 'M', 'net_profit': 54.11}, {'period': ""Q4 '24"", 'revenue': 113.46, 'unit': 'M', 'net_profit': 11.58}, {'period': ""Q3 '24"", 'revenue': 122.81, 'unit': 'M', 'net_profit': 21.32}]",,,,,,,,,,,,,,,,,__nan__,__nan__
8,AB,AllianceBernstein Holding L.P.  Units,,,,,,,,,,,,,,,[],"[{'period': ""Q4 '25"", 'revenue': 89.76, 'unit': 'M', 'net_profit': 81.8}, {'period': ""Q3 '25"", 'revenue': 81.41, 'unit': 'M', 'net_profit': 73.75}, {'period': ""Q2 '25"", 'revenue': 78.83, 'unit': 'M', 'net_profit': 70.25}, {'period': ""Q1 '25"", 'revenue': 82.75, 'unit': 'M', 'net_profit': 74.03}, {'period': ""Q4 '24"", 'revenue': 116.59, 'unit': 'M', 'net_profit': 105.43}, {'period': ""Q3 '24"", 'revenue': 136.37, 'unit': 'M', 'net_profit': 127.19}]",,,,,,,,,,,,,,,,,__nan__,__nan__
9,ABB,ABB Ltd Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '23"", 'revenue': 8160.0, 'unit': 'M', 'net_profit': 932.0}, {'period': ""Q1 '23"", 'revenue': 7.86, 'unit': 'B', 'net_profit': 1.06}, {'period': ""Q4 '22"", 'revenue': 7.82, 'unit': 'B', 'net_profit': 1.13}, {'period': ""Q3 '22"", 'revenue': 7410.0, 'unit': 'M', 'net_profit': 360.0}, {'period': ""Q2 '22"", 'revenue': 7250.0, 'unit': 'M', 'net_profit': 379.0}, {'period': ""Q1 '22"", 'revenue': 6960.0, 'unit': 'M', 'net_profit': 604.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
