,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,SOHO,Sotherly Hotels Inc. Common Stock,"Sotherly Hotels Inc. is a self-managed and self-administered lodging REIT focused on the acquisition, renovation, upbranding and repositioning of upscale to upper-upscale full-service hotels in the Southern United States. Currently, the Company's portfolio consists of investments in twelve hotel properties, comprising 3,156 rooms, as well as interests in two condominium hotels and their associated rental programs. The Company owns hotels that operate under the Hilton Worldwide, Hyatt Hotels Corporation, and Marriott International, Inc. brands, as well as independent hotels. Sotherly Hotels Inc. was organized in 2004 and is headquartered in Williamsburg, Virginia.",Mr. David R. Folsom,REIT - Hotel & Motel,0.6252,USD,12255269,https://images.financialmodelingprep.com/symbol/SOHO.png,42816,-1.84,-0.025,28984,41575932,1302369,"[{'period': '2024', 'revenue': 181.89, 'unit': 'M', 'net_profit': 1.3}, {'period': '2023', 'revenue': 173.84, 'unit': 'M', 'net_profit': 3.94}, {'period': '2022', 'revenue': 166.08, 'unit': 'M', 'net_profit': 24.97}, {'period': '2021', 'revenue': 127.59, 'unit': 'M', 'net_profit': -28.54}]","[{'period': ""Q4 '24"", 'revenue': 43.95, 'unit': 'M', 'net_profit': -1.04}, {'period': ""Q3 '24"", 'revenue': 40.7, 'unit': 'M', 'net_profit': -5.6}, {'period': ""Q2 '24"", 'revenue': 50.69, 'unit': 'M', 'net_profit': 4.62}, {'period': ""Q1 '24"", 'revenue': 46.55, 'unit': 'M', 'net_profit': 1.33}, {'period': ""Q4 '23"", 'revenue': 42150.0, 'unit': 'K', 'net_profit': -679.74}, {'period': ""Q3 '23"", 'revenue': 39.18, 'unit': 'M', 'net_profit': -3.9}]",-0.34,-0.34,414375920000,20616699000,7327880000,372777154000,7525356000,0,23201751000,7327880000,24951775000,0.04248397437786039,-0.6695686657172629,-0.6190476190476192,"[0.13, 0.17]","['2020-03-12', '2005-03-11']",__nan__,0.8996110440008194
1,SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,"Sotherly Hotels Inc. is a self-managed and self-administered lodging REIT focused on the acquisition, renovation, upbranding and repositioning of upscale to upper-upscale full-service hotels in the Southern United States. Currently, the Company's portfolio consists of investments in twelve hotel properties, comprising 3,156 rooms, as well as interests in two condominium hotels and their associated rental programs. The Company owns hotels that operate under the Hilton Worldwide, Hyatt Hotels Corporation, and Marriott International, Inc. brands, as well as independent hotels. Sotherly Hotels Inc. was organized in 2004 and is headquartered in Williamsburg, Virginia.",Mr. David R. Folsom,REIT - Hotel & Motel,17.1328,USD,26166617,https://images.financialmodelingprep.com/symbol/SOHOB.png,1221,-10.32,1.3128,220,41575932,1302369,"[{'period': '2024', 'revenue': 181.89, 'unit': 'M', 'net_profit': 1.3}, {'period': '2023', 'revenue': 173.84, 'unit': 'M', 'net_profit': 3.94}, {'period': '2022', 'revenue': 166.08, 'unit': 'M', 'net_profit': 24.97}, {'period': '2021', 'revenue': 127.59, 'unit': 'M', 'net_profit': -28.54}]","[{'period': ""Q4 '24"", 'revenue': 43.95, 'unit': 'M', 'net_profit': -1.04}, {'period': ""Q3 '24"", 'revenue': 40.7, 'unit': 'M', 'net_profit': -5.6}, {'period': ""Q2 '24"", 'revenue': 50.69, 'unit': 'M', 'net_profit': 4.62}, {'period': ""Q1 '24"", 'revenue': 46.55, 'unit': 'M', 'net_profit': 1.33}, {'period': ""Q4 '23"", 'revenue': 42150.0, 'unit': 'K', 'net_profit': -679.74}, {'period': ""Q3 '23"", 'revenue': 39.18, 'unit': 'M', 'net_profit': -3.9}]",-0.34,-0.34,414375920000,20616699000,7327880000,372777154000,7525356000,0,23201751000,7327880000,24951775000,0.04248397437786039,-0.6695686657172629,-0.6190476190476192,"[0.5, 0.211]","['2025-02-28', '2016-09-28']",__nan__,0.8996110440008194
2,SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,"Sotherly Hotels Inc. is a self-managed and self-administered lodging REIT focused on the acquisition, renovation, upbranding and repositioning of upscale to upper-upscale full-service hotels in the Southern United States. Currently, the Company's portfolio consists of investments in twelve hotel properties, comprising 3,156 rooms, as well as interests in two condominium hotels and their associated rental programs. The Company owns hotels that operate under the Hilton Worldwide, Hyatt Hotels Corporation, and Marriott International, Inc. brands, as well as independent hotels. Sotherly Hotels Inc. was organized in 2004 and is headquartered in Williamsburg, Virginia.",Mr. David R. Folsom,REIT - Hotel & Motel,16.38,USD,26855223,https://images.financialmodelingprep.com/symbol/SOHON.png,867,-9.87,0.38,5233,41575932,1302369,"[{'period': '2024', 'revenue': 181.89, 'unit': 'M', 'net_profit': 1.3}, {'period': '2023', 'revenue': 173.84, 'unit': 'M', 'net_profit': 3.94}, {'period': '2022', 'revenue': 166.08, 'unit': 'M', 'net_profit': 24.97}, {'period': '2021', 'revenue': 127.59, 'unit': 'M', 'net_profit': -28.54}]","[{'period': ""Q4 '24"", 'revenue': 43.95, 'unit': 'M', 'net_profit': -1.04}, {'period': ""Q3 '24"", 'revenue': 40.7, 'unit': 'M', 'net_profit': -5.6}, {'period': ""Q2 '24"", 'revenue': 50.69, 'unit': 'M', 'net_profit': 4.62}, {'period': ""Q1 '24"", 'revenue': 46.55, 'unit': 'M', 'net_profit': 1.33}, {'period': ""Q4 '23"", 'revenue': 42150.0, 'unit': 'K', 'net_profit': -679.74}, {'period': ""Q3 '23"", 'revenue': 39.18, 'unit': 'M', 'net_profit': -3.9}]",-0.34,-0.34,414375920000,20616699000,7327880000,372777154000,7525356000,0,23201751000,7327880000,24951775000,0.04248397437786039,-0.6695686657172629,-0.6190476190476192,"[0.51563, 0.418]","['2025-02-28', '2019-06-28']",__nan__,0.8996110440008194
3,SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,"Sotherly Hotels Inc. is a self-managed and self-administered lodging REIT focused on the acquisition, renovation, upbranding and repositioning of upscale to upper-upscale full-service hotels in the Southern United States. Currently, the Company's portfolio consists of investments in twelve hotel properties, comprising 3,156 rooms, as well as interests in two condominium hotels and their associated rental programs. The Company owns hotels that operate under the Hilton Worldwide, Hyatt Hotels Corporation, and Marriott International, Inc. brands, as well as independent hotels. Sotherly Hotels Inc. was organized in 2004 and is headquartered in Williamsburg, Virginia.",Mr. David R. Folsom,REIT - Hotel & Motel,15.76,USD,26166627,https://images.financialmodelingprep.com/symbol/SOHOO.png,621,-9.49,0.16,730,41575932,1302369,"[{'period': '2024', 'revenue': 181.89, 'unit': 'M', 'net_profit': 1.3}, {'period': '2023', 'revenue': 173.84, 'unit': 'M', 'net_profit': 3.94}, {'period': '2022', 'revenue': 166.08, 'unit': 'M', 'net_profit': 24.97}, {'period': '2021', 'revenue': 127.59, 'unit': 'M', 'net_profit': -28.54}]","[{'period': ""Q4 '24"", 'revenue': 43.95, 'unit': 'M', 'net_profit': -1.04}, {'period': ""Q3 '24"", 'revenue': 40.7, 'unit': 'M', 'net_profit': -5.6}, {'period': ""Q2 '24"", 'revenue': 50.69, 'unit': 'M', 'net_profit': 4.62}, {'period': ""Q1 '24"", 'revenue': 46.55, 'unit': 'M', 'net_profit': 1.33}, {'period': ""Q4 '23"", 'revenue': 42150.0, 'unit': 'K', 'net_profit': -679.74}, {'period': ""Q3 '23"", 'revenue': 39.18, 'unit': 'M', 'net_profit': -3.9}]",-0.34,-0.34,414375920000,20616699000,7327880000,372777154000,7525356000,0,23201751000,7327880000,24951775000,0.04248397437786039,-0.6695686657172629,-0.6190476190476192,"[0.49219, 0.432]","['2025-02-28', '2017-12-28']",__nan__,0.8996110440008194
4,SOHU,Sohu.com Limited American Depositary Shares,"Sohu.com Limited provides online media, video, and game products and services on PCs and mobile devices in China. The company offers online news, information, and content services through the mobile phone application Sohu News APP, mobile portal m.sohu.com, and www.sohu.com for PCs; and online video content and services through mobile phone application Sohu Video APP and tv.sohu.com, and ifox, a PC video application. The company is also involved in the development, operation, and licensing of online games for PCs and mobile devices, which include massive multiplayer online role-playing games, and casual and strategy games. In addition, it operates focus.cn, which provides online real estate information and services; and 17173.com website, which provides news, electronic forums, online videos, and other online game information services to game players, as well as offers mobile game distribution services. Further, the company provides paid subscription services, interactive broadcasting services, and sub-licensing of purchased video content to third parties. Sohu.com Limited was incorporated in 1996 and is headquartered in Beijing, China.",Dr. Chaoyang  Zhang Ph.D.,Electronic Gaming & Multimedia,10.45,USD,314183451,https://images.financialmodelingprep.com/symbol/SOHU.png,64959,-3.34,-0.44,95259,-76970000,-100269000,"[{'period': '2024', 'revenue': 598.4, 'unit': 'M', 'net_profit': -100.27}, {'period': '2023', 'revenue': 600.67, 'unit': 'M', 'net_profit': -30.38}, {'period': '2022', 'revenue': 733.87, 'unit': 'M', 'net_profit': -17.34}, {'period': '2021', 'revenue': 835.58, 'unit': 'M', 'net_profit': 69.27}]","[{'period': ""Q4 '24"", 'revenue': 134.68, 'unit': 'M', 'net_profit': -21.29}, {'period': ""Q3 '24"", 'revenue': 151.99, 'unit': 'M', 'net_profit': -16.35}, {'period': ""Q2 '24"", 'revenue': 172.33, 'unit': 'M', 'net_profit': -37.66}, {'period': ""Q1 '24"", 'revenue': 139.39, 'unit': 'M', 'net_profit': -24.97}, {'period': ""Q4 '23"", 'revenue': 141.36, 'unit': 'M', 'net_profit': -12.62}, {'period': ""Q3 '23"", 'revenue': 145.43, 'unit': 'M', 'net_profit': 21.37}]",-3.16,-3.16,1734666000,1041762000,904425000,811978000,87229000,374410000,321967000,159927000,-67943000,-1.0750545925107162,-2.3006023898087493,-2.550561797752809,__nan__,__nan__,__nan__,0.46808895775901527
5,SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,"Electrameccanica Vehicles Corp., a development-stage company, develops, manufactures, and sells electric vehicles in Canada. The company operates in two segments, Electric Vehicles and Custom Build Vehicles. Its flagship product is the SOLO, a single seat vehicle. The company is also developing Tofino, an all-electric two-seater roadster. It also develops and manufactures custom built vehicles. The company sells its vehicles online through electrameccanica.com, as well as through 17 retail locations. Electrameccanica Vehicles Corp. was incorporated in 2015 and is headquartered in Burnaby, Canada.",Ms. Susan E. Docherty,Auto - Manufacturers,0.2122,USD,25356839,https://images.financialmodelingprep.com/symbol/SOLO.png,541362,-0.44208333333333333,-0.0078,409918,-27213734,-57582200,"[{'period': '2022', 'revenue': 0.6084299999999999, 'unit': 'M', 'net_profit': -57.58}, {'period': '2021', 'revenue': 6.81, 'unit': 'M', 'net_profit': -123.7}, {'period': '2020', 'revenue': 2.1, 'unit': 'M', 'net_profit': -41.33}, {'period': '2019', 'revenue': 0.56852, 'unit': 'M', 'net_profit': -63.05}]","[{'period': ""Q4 '22"", 'revenue': -1.04, 'unit': 'M', 'net_profit': -13.61}, {'period': ""Q3 '22"", 'revenue': 1.04, 'unit': 'M', 'net_profit': -18.8}, {'period': ""Q2 '22"", 'revenue': 0.10400000000000001, 'unit': 'M', 'net_profit': -12.87}, {'period': ""Q1 '22"", 'revenue': 0.50443, 'unit': 'M', 'net_profit': -10.92}, {'period': ""Q4 '21"", 'revenue': 2.79, 'unit': 'M', 'net_profit': -64.03}, {'period': ""Q3 '21"", 'revenue': 1.44, 'unit': 'M', 'net_profit': -21.15}]",-0.48,-0.48,94110110,70854727,65454810,21047896,142109,1249352,5304361,65454810,-62415210,0.6954497891572933,0.53449561677431,0.5384615384615385,__nan__,__nan__,__nan__,0.22365180531613446
6,SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,"Electrameccanica Vehicles Corp., a development-stage company, develops, manufactures, and sells electric vehicles in Canada. The company operates in two segments, Electric Vehicles and Custom Build Vehicles. Its flagship product is the SOLO, a single seat vehicle. The company is also developing Tofino, an all-electric two-seater roadster. It also develops and manufactures custom built vehicles. The company sells its vehicles online through electrameccanica.com, as well as through 17 retail locations. Electrameccanica Vehicles Corp. was incorporated in 2015 and is headquartered in Burnaby, Canada.",Ms. Susan E. Docherty,Auto - Manufacturers,0.008,USD,0,https://images.financialmodelingprep.com/symbol/SOLOW.png,0,0.0,-0.004,52584,-27213734,-57582200,"[{'period': '2022', 'revenue': 0.6084299999999999, 'unit': 'M', 'net_profit': -57.58}, {'period': '2021', 'revenue': 6.81, 'unit': 'M', 'net_profit': -123.7}, {'period': '2020', 'revenue': 2.1, 'unit': 'M', 'net_profit': -41.33}, {'period': '2019', 'revenue': 0.56852, 'unit': 'M', 'net_profit': -63.05}]","[{'period': ""Q4 '22"", 'revenue': -1.04, 'unit': 'M', 'net_profit': -13.61}, {'period': ""Q3 '22"", 'revenue': 1.04, 'unit': 'M', 'net_profit': -18.8}, {'period': ""Q2 '22"", 'revenue': 0.10400000000000001, 'unit': 'M', 'net_profit': -12.87}, {'period': ""Q1 '22"", 'revenue': 0.50443, 'unit': 'M', 'net_profit': -10.92}, {'period': ""Q4 '21"", 'revenue': 2.79, 'unit': 'M', 'net_profit': -64.03}, {'period': ""Q3 '21"", 'revenue': 1.44, 'unit': 'M', 'net_profit': -21.15}]",-0.48,-0.48,94110110,70854727,65454810,21047896,142109,1249352,5304361,65454810,-62415210,0.6954497891572933,0.53449561677431,0.5384615384615385,__nan__,__nan__,__nan__,0.22365180531613446
7,SOLY,Soliton Inc. Common Stock,"Soliton, Inc., a medical device company, develops and commercializes products using a proprietary rapid acoustic pulse technology platform. The company offers products for the removal of tattoos. It also develops a product for cellulite reduction, fibrotic scar treatment, and other indications. The company was incorporated in 2012 and is based in Houston, Texas. As of December 16, 2021, Soliton, Inc. operates as a subsidiary of Allergan plc.",Dr. Christopher C. Capelli,Medical - Devices,22.58,USD,0,https://images.financialmodelingprep.com/symbol/SOLY.png,182838,0.0,0.0,1347169,-14249000,-14541000,"[{'period': '2020', 'revenue': 0.0, 'unit': 'M', 'net_profit': -14.54}, {'period': '2019', 'revenue': 0.0, 'unit': 'M', 'net_profit': -13.75}, {'period': '2018', 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.31}, {'period': '2017', 'revenue': 0.0, 'unit': 'M', 'net_profit': -7.48}]","[{'period': ""Q3 '21"", 'revenue': 370.0, 'unit': 'K', 'net_profit': -272.0}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -7.89}, {'period': ""Q1 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -5.18}, {'period': ""Q4 '20"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -4.54}, {'period': ""Q3 '20"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -3.59}, {'period': ""Q2 '20"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -3.14}]",-1.05,-1.05,33801000,32251000,31557000,2820000,0,0,2820000,31557000,-12365000,-0.12088451152987324,-0.05738293034470858,-0.06060606060606066,__nan__,__nan__,__nan__,0.08342948433478299
8,SONM,Sonim Technologies Inc. Common Stock,"Sonim Technologies, Inc. provides ruggedized mobile phones and accessories for task workers. The company offers ruggedized mobile phones, such as Sonim XP8, Sonim XP5s, Sonim XP3, and Sonim XP3plus based on the Android platform that are capable of attaching to public and private wireless networks; industrial-grade accessories, including remote speaker microphones, multi-bay charging accessories, and in-vehicle hands-free voice communications solutions; and cloud-based software and application services. It sells its mobile phones and accessories primarily to wireless carriers in the United States and Canada; and sells ruggedized phones, barcode scanners, and accessories through distribution channels in North America, South America, and Europe. The company serves transportation and logistics, construction, manufacturing, facilities management, energy and utility, and public sectors. The company was formerly known as NaviSpin.com, Inc. and changed its name to Sonim Technologies, Inc. in December 2001. Sonim Technologies, Inc. was incorporated in 1999 and is based in Austin, Texas.",Mr. Hao  Liu,Communication Equipment,1.49,USD,9422849,https://images.financialmodelingprep.com/symbol/SONM.png,216611,-0.21,-0.1,273960,-29836000,-33648000,"[{'period': '2024', 'revenue': 50.92, 'unit': 'M', 'net_profit': -33.65}, {'period': '2023', 'revenue': 93630.0, 'unit': 'K', 'net_profit': -90.0}, {'period': '2022', 'revenue': 69.83, 'unit': 'M', 'net_profit': -14.09}, {'period': '2021', 'revenue': 54.57, 'unit': 'M', 'net_profit': -38.63}]","[{'period': ""Q4 '24"", 'revenue': 14.98, 'unit': 'M', 'net_profit': -21.61}, {'period': ""Q3 '24"", 'revenue': 15.02, 'unit': 'M', 'net_profit': -2.51}, {'period': ""Q2 '24"", 'revenue': 11.52, 'unit': 'M', 'net_profit': -6.62}, {'period': ""Q1 '24"", 'revenue': 16.78, 'unit': 'M', 'net_profit': -2.91}, {'period': ""Q4 '23"", 'revenue': 13.43, 'unit': 'M', 'net_profit': -1.35}, {'period': ""Q3 '23"", 'revenue': 27570.0, 'unit': 'K', 'net_profit': 527.0}]",-7.13,-7.13,39739000,32165000,5343000,45439000,10738000,0,43740000,5343000,-8486000,-12.910578842315369,-372.8666666666667,-329.09259259259255,__nan__,__nan__,__nan__,1.1434359193739148
9,SONN,Sonnet BioTherapeutics Holdings Inc. Common Stock,"Sonnet BioTherapeutics Holdings, Inc., a clinical stage oncology-focused biotechnology company, develops platform for biologic medicines of single or bispecific action. The company develops fully human albumin binding technology, which utilizes human single chain antibodies fragment that binds to and hitch-hikes on human serum albumin for transport to target tissues. Its lead candidate is SON-1010, a fully human version of interleukin 12 for the treatment non-small cell lung cancer, and head and neck cancer. The company is also developing SON-080, a fully human version of interleukin 6 for chemotherapy-induced peripheral neuropathy and diabetic peripheral neuropathy. It has a license agreement with New Life Therapeutics PTE, LTD. to develop and commercialize pharmaceutical preparations containing a specific recombinant human interleukin 6. Sonnet BioTherapeutics Holdings, Inc. is based in Princeton, New Jersey.",Dr. John K. Cini Ph.D.,Biotechnology,1.25,USD,3832125,https://images.financialmodelingprep.com/symbol/SONN.png,98768,-0.12,0.05,29074,-11849471,-7437232,"[{'period': '2024', 'revenue': 0.01863, 'unit': 'M', 'net_profit': -7.44}, {'period': '2023', 'revenue': 0.14781, 'unit': 'M', 'net_profit': -18.83}, {'period': '2022', 'revenue': 0.34994000000000003, 'unit': 'M', 'net_profit': -29.77}, {'period': '2021', 'revenue': 0.48363, 'unit': 'M', 'net_profit': -25.01}]","[{'period': ""Q1 '25"", 'revenue': 1.0, 'unit': 'M', 'net_profit': -3.16}, {'period': ""Q4 '24"", 'revenue': 0.10439, 'unit': 'M', 'net_profit': -3.13}, {'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -3.51}, {'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 365.43}, {'period': ""Q1 '24"", 'revenue': 0.01863, 'unit': 'M', 'net_profit': -1.17}, {'period': ""Q4 '23"", 'revenue': 0.03726, 'unit': 'M', 'net_profit': -3.68}]",-11.35,-11.35,2771030,2117943,149456,3256769,0,0,3210196,149456,-8607723,0.3669094833018795,0.6050893196692942,0.37431091510474096,__nan__,__nan__,__nan__,1.1752918589838435
