,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,TYG,Tortoise Energy Infrastructure Corporation Common Stock,"Tortoise Energy Infrastructure Corporation is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors L.L.C. The fund invests in the public equity markets of the United States. It seeks to invest in the stocks of companies operating in the energy infrastructure sector, with an emphasis on those companies that are engaged in transporting, processing, storing, distributing or marketing natural gas, natural gas liquids (primarily propane), coal, crude oil or refined petroleum products, or exploring, developing, managing or producing such commodities. The fund primarily invests in securities of publicly traded Master Limited Partnerships and stocks of companies having a market capitalization greater than $100 million. Tortoise Energy Infrastructure Corporation was formed on October 29, 2003 and is domiciled in the United States.","Mr. Terry Clyde Matlack CFA, J.D.",Asset Management,37.74,USD,793778287,https://images.financialmodelingprep.com/symbol/TYG.png,112540,1.93,2.32,250357,0,210921731,"[{'period': '2024', 'revenue': 214.33, 'unit': 'M', 'net_profit': 210.92}, {'period': '2023', 'revenue': 15.76, 'unit': 'M', 'net_profit': -15.62}, {'period': '2022', 'revenue': 105.62, 'unit': 'M', 'net_profit': 103.26}, {'period': '2021', 'revenue': 136.37, 'unit': 'M', 'net_profit': 113.07}]","[{'period': ""Q2 '24"", 'revenue': 3.19, 'unit': 'M', 'net_profit': 35.29}, {'period': ""Q1 '24"", 'revenue': 3.19, 'unit': 'M', 'net_profit': 35.29}, {'period': ""Q4 '23"", 'revenue': 3.62, 'unit': 'M', 'net_profit': 17.29}, {'period': ""Q3 '23"", 'revenue': 3.62, 'unit': 'M', 'net_profit': 17.29}, {'period': ""Q2 '23"", 'revenue': 4.26, 'unit': 'M', 'net_profit': -25.1}, {'period': ""Q1 '23"", 'revenue': 4.26, 'unit': 'M', 'net_profit': -25.1}]",19.59,19.59,689508985,0,0,130170242,902621,688169697,0,0,12699500,1,14.501053312912507,17.057377049180328,"[0.365, 0.2]","['2025-05-23', '2004-05-24']",__nan__,0.18878686838286812
1,TYL,Tyler Technologies Inc. Common Stock,"Tyler Technologies, Inc. provides integrated information management solutions and services for the public sector. The company operates in three segments: Enterprise Software; Appraisal and Tax; and NIC. It offers financial management solutions, including modular fund accounting systems for government agencies or not-for-profit entities; utility billing systems for the billing and collection of metered and non-metered services; products to automate city and county functions, such as municipal courts, parking tickets, equipment and project costing, animal and business licenses, permits and inspections, code enforcement, citizen complaint tracking, ambulance billing, fleet maintenance, and cemetery records management; and student information and transportation solutions for K-12 schools. The company also provides a suite of judicial solutions comprising court case management, court and law enforcement, prosecutor, and supervision systems to handle multi-jurisdictional county or statewide implementations, and single county systems; public safety software solutions; systems and software to automate the appraisal and assessment of real and personal property, as well as tax applications for agencies that bill and collect taxes; planning, regulatory, and maintenance software solutions for public sector agencies; software applications to enhance and automate operations involving records and document management; and data and insights solutions. In addition, it offers software as a service arrangements and electronic document filing solutions for courts and law offices; software and hardware installation, data conversion, training, product modification, and maintenance and support services; and property appraisal outsourcing services for taxing jurisdictions. The company has a strategic collaboration agreement with Amazon Web Services for cloud hosting services. Tyler Technologies, Inc. was founded in 1966 and is headquartered in Plano, Texas.",Mr. H. Lynn Moore Jr.,Software - Application,564.98,USD,24354366868,https://images.financialmodelingprep.com/symbol/TYL.png,275670,93.39,43.3,492930,299526000,263026000,"[{'period': '2024', 'revenue': 2140.0, 'unit': 'M', 'net_profit': 263.03}, {'period': '2023', 'revenue': 1950.0, 'unit': 'M', 'net_profit': 165.92}, {'period': '2022', 'revenue': 1850.0, 'unit': 'M', 'net_profit': 164.24}, {'period': '2021', 'revenue': 1590.0, 'unit': 'M', 'net_profit': 161.46}]","[{'period': ""Q4 '24"", 'revenue': 541.13, 'unit': 'M', 'net_profit': 65.22}, {'period': ""Q3 '24"", 'revenue': 543.34, 'unit': 'M', 'net_profit': 75.9}, {'period': ""Q2 '24"", 'revenue': 540.98, 'unit': 'M', 'net_profit': 67.74}, {'period': ""Q1 '24"", 'revenue': 512.36, 'unit': 'M', 'net_profit': 54.17}, {'period': ""Q4 '23"", 'revenue': 480.94, 'unit': 'M', 'net_profit': 38.9}, {'period': ""Q3 '23"", 'revenue': 494.68, 'unit': 'M', 'net_profit': 47.01}]",6.17,6.05,5180015000,1440779000,767978000,1791593000,587634000,10758000,1065607000,744721000,604098000,-0.23713298966971616,0.5852675100500847,0.5620253164556961,"[0.02, 0.1]","['1990-01-31', '1987-02-04']",__nan__,0.34586637297382344
2,U,Unity Software Inc. Common Stock,"Unity Software Inc. creates and operates an interactive real-time 3D content platform. Its platform provides software solutions to create, run, and monetize interactive, real-time 2D and 3D content for mobile phones, tablets, PCs, consoles, and augmented and virtual reality devices. The company serves content creators and developers, artists, designers, engineers, and architects to create interactive and real-time 2D and 3D content. It offers its solutions directly through its online store, field sales operations, independent distributors, and resellers in the United States, Denmark, Belgium, Canada, China, Colombia, Finland, France, Germany, Ireland, Israel, Japan, Lithuania, Portugal, Singapore, South Korea, Spain, Sweden, Switzerland, and the United Kingdom. The company was founded in 2004 and is headquartered in San Francisco, California.",Mr. Matthew Samuel Bromberg J.D.,Software - Application,19.99,USD,8189203350,https://images.financialmodelingprep.com/symbol/U.png,11412462,-11.9,3.24,12910383,-234611000,-664114000,"[{'period': '2024', 'revenue': 1810.0, 'unit': 'M', 'net_profit': -664.11}, {'period': '2023', 'revenue': 2190.0, 'unit': 'M', 'net_profit': -822.01}, {'period': '2022', 'revenue': 1390.0, 'unit': 'M', 'net_profit': -919.49}, {'period': '2021', 'revenue': 1110.0, 'unit': 'M', 'net_profit': -532.61}]","[{'period': ""Q4 '24"", 'revenue': 457.1, 'unit': 'M', 'net_profit': -122.52}, {'period': ""Q3 '24"", 'revenue': 446.52, 'unit': 'M', 'net_profit': -124.74}, {'period': ""Q2 '24"", 'revenue': 449.26, 'unit': 'M', 'net_profit': -125.57}, {'period': ""Q1 '24"", 'revenue': 460.38, 'unit': 'M', 'net_profit': -291.07}, {'period': ""Q4 '23"", 'revenue': 609.27, 'unit': 'M', 'net_profit': -252.75}, {'period': ""Q3 '23"", 'revenue': 544.21, 'unit': 'M', 'net_profit': -124.07}]",-1.68,-1.68,6737407000,2225351000,1517672000,3310259000,573884000,0,889487000,1517672000,286004000,-0.12066931296543093,0.1920862372887954,0.2222222222222223,__nan__,__nan__,__nan__,0.49132537191236925
3,UA,Under Armour Inc. Class C Common Stock,"Under Armour, Inc., together with its subsidiaries, engages in the developing, marketing, and distributing performance apparel, footwear, and accessories for men, women, and youth. The company offers its apparel in compression, fitted, and loose fit types. It also provides footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital subscription and advertising services under the MapMyRun and MapMyRide platforms. It primarily offers its products under the UNDER ARMOUR, UA, HEATGEAR, COLDGEAR, HOVR, PROTECT THIS HOUSE, I WILL, UA Logo, ARMOUR FLEECE, and ARMOUR BRA brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 422 brand and factory house stores, as well as through e-commerce websites. It operates in the United States, Canada, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. Under Armour, Inc. was incorporated in 1996 and is headquartered in Baltimore, Maryland.",Mr. Kevin A. Plank,Apparel - Manufacturers,5.34,USD,2348374422,https://images.financialmodelingprep.com/symbol/UA.png,4374474,-18.41,0.61,8725122,372341000,232042000,"[{'period': '2024', 'revenue': 5700.0, 'unit': 'M', 'net_profit': 232.04}, {'period': '2023', 'revenue': 5900.0, 'unit': 'M', 'net_profit': 386.77}, {'period': '2022', 'revenue': 5680.0, 'unit': 'M', 'net_profit': 360.06}, {'period': '2021', 'revenue': 4470.0, 'unit': 'M', 'net_profit': -549.18}]","[{'period': ""Q3 '25"", 'revenue': 1400.0, 'unit': 'M', 'net_profit': 1.23}, {'period': ""Q2 '25"", 'revenue': 1400.0, 'unit': 'M', 'net_profit': 170.38}, {'period': ""Q1 '25"", 'revenue': 1180.0, 'unit': 'M', 'net_profit': -305.43}, {'period': ""Q4 '24"", 'revenue': 1330000.0, 'unit': 'K', 'net_profit': -264.0}, {'period': ""Q3 '24"", 'revenue': 1490.0, 'unit': 'M', 'net_profit': 114.14}, {'period': ""Q2 '24"", 'revenue': 1570.0, 'unit': 'M', 'net_profit': 109.61}]",0.53,0.52,4760734000,2863682000,858691000,2607448000,757339000,0,1165461000,858691000,203637000,-0.11648407449855373,-0.40005015913891756,-0.3908045977011494,__nan__,__nan__,__nan__,0.5476987372115308
4,UAA,Under Armour Inc. Class A Common Stock,"Under Armour, Inc., together with its subsidiaries, engages in the developing, marketing, and distributing performance apparel, footwear, and accessories for men, women, and youth. The company offers its apparel in compression, fitted, and loose fit types. It also provides footwear products for running, training, basketball, cleated sports, recovery, and outdoor applications. In addition, the company offers accessories, which include gloves, bags, headwear, and sports masks; and digital subscription and advertising services under the MapMyRun and MapMyRide platforms. It primarily offers its products under the UNDER ARMOUR, UA, HEATGEAR, COLDGEAR, HOVR, PROTECT THIS HOUSE, I WILL, UA Logo, ARMOUR FLEECE, and ARMOUR BRA brands. The company sells its products through wholesale channels, including national and regional sporting goods chains, independent and specialty retailers, department store chains, mono-branded Under Armour retail stores, institutional athletic departments, and leagues and teams, as well as independent distributors; and directly to consumers through a network of 422 brand and factory house stores, as well as through e-commerce websites. It operates in the United States, Canada, Europe, the Middle East, Africa, the Asia-Pacific, and Latin America. Under Armour, Inc. was incorporated in 1996 and is headquartered in Baltimore, Maryland.",Mr. Kevin A. Plank,Apparel - Manufacturers,5.63,USD,2370656720,https://images.financialmodelingprep.com/symbol/UAA.png,13807401,-19.41,0.69,38242917,372341000,232042000,"[{'period': '2024', 'revenue': 5700.0, 'unit': 'M', 'net_profit': 232.04}, {'period': '2023', 'revenue': 5900.0, 'unit': 'M', 'net_profit': 386.77}, {'period': '2022', 'revenue': 5680.0, 'unit': 'M', 'net_profit': 360.06}, {'period': '2021', 'revenue': 4470.0, 'unit': 'M', 'net_profit': -549.18}]","[{'period': ""Q3 '25"", 'revenue': 1400.0, 'unit': 'M', 'net_profit': 1.23}, {'period': ""Q2 '25"", 'revenue': 1400.0, 'unit': 'M', 'net_profit': 170.38}, {'period': ""Q1 '25"", 'revenue': 1180.0, 'unit': 'M', 'net_profit': -305.43}, {'period': ""Q4 '24"", 'revenue': 1330000.0, 'unit': 'K', 'net_profit': -264.0}, {'period': ""Q3 '24"", 'revenue': 1490.0, 'unit': 'M', 'net_profit': 114.14}, {'period': ""Q2 '24"", 'revenue': 1570.0, 'unit': 'M', 'net_profit': 109.61}]",0.53,0.52,4760734000,2863682000,858691000,2607448000,757339000,0,1165461000,858691000,203637000,-0.11648407449855373,-0.40005015913891756,-0.3908045977011494,__nan__,__nan__,__nan__,0.5476987372115308
5,UAN,CVR Partners LP Common Units representing Limited Partner Interests,"CVR Partners, LP, together with its subsidiaries, engages in the production and sale of nitrogen fertilizer products in the United States. The company offers ammonia products for agricultural and industrial customers; and urea and ammonium nitrate products to agricultural customers, as well as retailers and distributors. CVR GP, LLC serves as the general partner of the company. CVR Partners, LP was incorporated in 2007 and is headquartered in Sugar Land, Texas.",Mr. Mark A. Pytosh,Agricultural Inputs,69.62,USD,735855552,https://images.financialmodelingprep.com/symbol/UAN.png,30924,12.09,2.96,65452,178900000,60900000,"[{'period': '2024', 'revenue': 525.32, 'unit': 'M', 'net_profit': 60.9}, {'period': '2023', 'revenue': 681.48, 'unit': 'M', 'net_profit': 172.43}, {'period': '2022', 'revenue': 835.58, 'unit': 'M', 'net_profit': 286.8}, {'period': '2021', 'revenue': 532.58, 'unit': 'M', 'net_profit': 78.16}]","[{'period': ""Q4 '24"", 'revenue': 139.56, 'unit': 'M', 'net_profit': 18.3}, {'period': ""Q3 '24"", 'revenue': 125.2, 'unit': 'M', 'net_profit': 3.81}, {'period': ""Q2 '24"", 'revenue': 132.9, 'unit': 'M', 'net_profit': 26.22}, {'period': ""Q1 '24"", 'revenue': 127.67, 'unit': 'M', 'net_profit': 12.58}, {'period': ""Q4 '23"", 'revenue': 141.62, 'unit': 'M', 'net_profit': 9.97}, {'period': ""Q3 '23"", 'revenue': 130590.0, 'unit': 'K', 'net_profit': 731.0}]",5.76,5.76,1018724000,233541000,90857000,725654000,65216000,0,111349000,90857000,113467000,-0.36356036215514326,-0.6468193443250422,-0.6468424279583078,"[1.75, 0.407]","['2025-03-03', '2011-08-03']",__nan__,0.7123165842760159
6,UBA,Urstadt Biddle Properties Inc. Common Stock,"Urstadt Biddle Properties Inc. is a self-administered equity real estate investment trust which owns or has equity interests in 81 properties containing approximately 5.2 million square feet of space. Listed on the New York Stock Exchange since 1970, it provides investors with a means of participating in ownership of income-producing properties. It has paid 203 consecutive quarters of uninterrupted dividends to its shareholders since its inception.",Mr. Willing L. Biddle,REIT - Retail,21.14,USD,832173944,https://images.financialmodelingprep.com/symbol/UBA.png,302055,34.65573770491803,-0.39,4484692,85481000,28932000,"[{'period': '2022', 'revenue': 143.1, 'unit': 'M', 'net_profit': 28.93}, {'period': '2021', 'revenue': 135.58, 'unit': 'M', 'net_profit': 32.87}, {'period': '2020', 'revenue': 126.75, 'unit': 'M', 'net_profit': 7.24}, {'period': '2019', 'revenue': 137.59, 'unit': 'M', 'net_profit': 21.94}]","[{'period': ""Q2 '23"", 'revenue': 35.07, 'unit': 'M', 'net_profit': 1.81}, {'period': ""Q1 '23"", 'revenue': 38.3, 'unit': 'M', 'net_profit': 7.12}, {'period': ""Q4 '22"", 'revenue': 36.06, 'unit': 'M', 'net_profit': 7.51}, {'period': ""Q3 '22"", 'revenue': 35.48, 'unit': 'M', 'net_profit': 10.04}, {'period': ""Q2 '22"", 'revenue': 36.0, 'unit': 'M', 'net_profit': 10.52}, {'period': ""Q1 '22"", 'revenue': 35.55, 'unit': 'M', 'net_profit': 8.81}]",0.74,0.73,997326000,72414000,14966000,997326000,22889000,29586000,35899000,14966000,77751000,0.05294211842380794,-0.1198856204179722,-0.12941176470588234,"[0.2083, 0.19]","['2023-06-13', '1998-09-28']",__nan__,1.0
7,UBER,Uber Technologies Inc. Common Stock,"Uber Technologies, Inc. develops and operates proprietary technology applications in the United States, Canada, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. It connects consumers with independent providers of ride services for ridesharing services; and connects riders and other consumers with restaurants, grocers, and other stores with delivery service providers for meal preparation, grocery, and other delivery services. The company operates through three segments: Mobility, Delivery, and Freight. The Mobility segment provides products that connect consumers with mobility drivers who provide rides in a range of vehicles, such as cars, auto rickshaws, motorbikes, minibuses, or taxis. It also offers financial partnerships, transit, and vehicle solutions offerings. The Delivery segment allows consumers to search for and discover local restaurants, order a meal, and either pick-up at the restaurant or have the meal delivered; and offers grocery, alcohol, and convenience store delivery, as well as select other goods. The Freight segment connects carriers with shippers on the company's platform and enable carriers upfront, transparent pricing, and the ability to book a shipment, as well as transportation management and other logistics services offerings. The company was formerly known as Ubercab, Inc. and changed its name to Uber Technologies, Inc. in February 2011. Uber Technologies, Inc. was founded in 2009 and is headquartered in San Francisco, California.",Mr. Dara  Khosrowshahi,Software - Application,72.68,USD,151992776800,https://images.financialmodelingprep.com/symbol/UBER.png,23607290,15.94,7.61,30104415,4286000000,9856000000,"[{'period': '2024', 'revenue': 43.98, 'unit': 'B', 'net_profit': 9.86}, {'period': '2023', 'revenue': 37.28, 'unit': 'B', 'net_profit': 1.89}, {'period': '2022', 'revenue': 31.88, 'unit': 'B', 'net_profit': -9.24}, {'period': '2021', 'revenue': 17450.0, 'unit': 'M', 'net_profit': -533.0}]","[{'period': ""Q4 '24"", 'revenue': 11.96, 'unit': 'B', 'net_profit': 6.88}, {'period': ""Q3 '24"", 'revenue': 11.19, 'unit': 'B', 'net_profit': 2.61}, {'period': ""Q2 '24"", 'revenue': 10.7, 'unit': 'B', 'net_profit': 1.01}, {'period': ""Q1 '24"", 'revenue': 10130.0, 'unit': 'M', 'net_profit': -654.0}, {'period': ""Q4 '23"", 'revenue': 9.94, 'unit': 'B', 'net_profit': 1.43}, {'period': ""Q3 '23"", 'revenue': 9290.0, 'unit': 'M', 'net_profit': 221.0}]",4.71,4.56,51244000000,12245000000,6977000000,28768000000,3333000000,8762000000,11476000000,5893000000,6895000000,1.2172788411795137,4.223105458399576,4.233333333333333,__nan__,__nan__,__nan__,0.5613925532745297
8,UBP,Urstadt Biddle Properties Inc. Common Stock,"Urstadt Biddle Properties Inc. is a self-administered equity real estate investment trust which owns or has equity interests in 81 properties containing approximately 5.2 million square feet of space. Listed on the New York Stock Exchange since 1970, it provides investors with a means of participating in ownership of income-producing properties. It has paid 203 consecutive quarters of uninterrupted dividends to its shareholders since its inception.",Mr. Willing L. Biddle,REIT - Retail,21.21,USD,832174329,https://images.financialmodelingprep.com/symbol/UBP.png,13510,34.77049180327869,-0.3,22921,85481000,28932000,"[{'period': '2022', 'revenue': 143.1, 'unit': 'M', 'net_profit': 28.93}, {'period': '2021', 'revenue': 135.58, 'unit': 'M', 'net_profit': 32.87}, {'period': '2020', 'revenue': 126.75, 'unit': 'M', 'net_profit': 7.24}, {'period': '2019', 'revenue': 137.59, 'unit': 'M', 'net_profit': 21.94}]","[{'period': ""Q2 '23"", 'revenue': 35.07, 'unit': 'M', 'net_profit': 1.81}, {'period': ""Q1 '23"", 'revenue': 38.3, 'unit': 'M', 'net_profit': 7.12}, {'period': ""Q4 '22"", 'revenue': 36.06, 'unit': 'M', 'net_profit': 7.51}, {'period': ""Q3 '22"", 'revenue': 35.48, 'unit': 'M', 'net_profit': 10.04}, {'period': ""Q2 '22"", 'revenue': 36.0, 'unit': 'M', 'net_profit': 10.52}, {'period': ""Q1 '22"", 'revenue': 35.55, 'unit': 'M', 'net_profit': 8.81}]",0.74,0.73,997326000,72414000,14966000,997326000,22889000,29586000,35899000,14966000,77751000,0.05294211842380794,-0.1198856204179722,-0.12941176470588234,"[0.1875, 1.1]","['2023-06-13', '1983-09-19']",__nan__,1.0
9,UBS,UBS Group AG Registered Ordinary Shares,"UBS Group AG provides financial advice and solutions to private, institutional, and corporate clients worldwide. It operates through four divisions: Global Wealth Management, Personal & Corporate Banking, Asset Management, and Investment Bank. The Global Wealth Management division offers investment advice and solutions, and lending solutions to ultra high net worth and high net worth clients. This segment also provides estate and wealth planning, investing, philanthropy, corporate and banking, and family advisory services, as well as mortgage, securities-based, and structured lending solutions. The Personal & Corporate Banking division provides personal banking products and services, such as deposits, cards, and online and mobile banking, as well as lending, investments, and retirement services; and corporate and institutional solutions, including equity and debt capital markets, syndicated and structured credit, private placements, leasing, traditional financing, trade and export finance, and global custody solutions, as well as transaction banking solutions for payment and cash management. The Asset Management division offers equities, fixed income, hedge funds, real estate and private markets, indexed and alternative beta strategies, asset allocation and currency investment strategies, customized multi-asset solutions, advisory and fiduciary services, and multi-manager hedge fund solutions and advisory services. The Investment Bank division advises clients on strategic business opportunities and helps them raise capital to fund their activities; enables its clients to buy, sell, and finance securities on capital markets and to manage their risks and liquidity; and offers clients differentiated content on major financial markets and securities. The company was formerly known as UBS AG and changed its name to UBS Group AG in December 2014. UBS Group AG was founded in 1862 and is based in Zurich, Switzerland.",Mr. Sergio P. Ermotti,Banks - Diversified,28.42,USD,90228670874,https://images.financialmodelingprep.com/symbol/UBS.png,3962100,18.7,2.3,6301004,10189000000,5086000000,"[{'period': '2024', 'revenue': 45.81, 'unit': 'B', 'net_profit': 5.09}, {'period': '2023', 'revenue': 39.06, 'unit': 'B', 'net_profit': 27.37}, {'period': '2022', 'revenue': 33.36, 'unit': 'B', 'net_profit': 7.63}, {'period': '2021', 'revenue': 35.06, 'unit': 'B', 'net_profit': 7.46}]","[{'period': ""Q4 '24"", 'revenue': 11060.0, 'unit': 'M', 'net_profit': 770.0}, {'period': ""Q3 '24"", 'revenue': 11.46, 'unit': 'B', 'net_profit': 1.43}, {'period': ""Q2 '24"", 'revenue': 11.85, 'unit': 'B', 'net_profit': 1.14}, {'period': ""Q1 '24"", 'revenue': 11.94, 'unit': 'B', 'net_profit': 1.75}, {'period': ""Q4 '23"", 'revenue': 10420.0, 'unit': 'M', 'net_profit': -279.0}, {'period': ""Q3 '23"", 'revenue': 10640.0, 'unit': 'M', 'net_profit': -715.0}]",1.59,1.52,1565028000000,410447000000,384589000000,1479455000000,25858000000,1057029000000,917959000000,223329000000,84383000000,-0.6816434932041868,-0.8141489439450413,-0.7997481108312343,"[0.29, 2.9099]","['2025-04-15', '2000-10-03']",__nan__,0.9453217450422612
