,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,ON,ON Semiconductor Corporation Common Stock,"ON Semiconductor Corporation provides intelligent sensing and power solutions worldwide. Its intelligent power technologies enable the electrification of the automotive industry that allows for lighter and longer-range electric vehicles, empowers fast-charging systems, and propels sustainable energy for the solar strings, industrial power, and storage systems. The company operates through three segments the Power Solutions Group, the Advanced Solutions Group, and the Intelligent Sensing Group segments. It offers analog, discrete, module, and integrated semiconductor products that perform multiple application functions, including power switching and conversion, signal conditioning, circuit protection, signal amplification, and voltage regulation functions. The company also designs and develops analog, mixed-signal, advanced logic, application specific standard product and ASICs, radio frequency, and integrated power solutions for end-users in end-markets, as well as provides foundry and design services for government customers. In addition, it develops complementary metal oxide semiconductor image sensors, image signal processors, and single photon detectors, including silicon photomultipliers and single photon avalanche diode arrays, as well as actuator drivers for autofocus and image stabilization for a broad base of end-users in various end-markets. ON Semiconductor Corporation was incorporated in 1992 and is headquartered in Phoenix, Arizona.",Mr. Hassane S. El-Khoury,Semiconductors,39.2,USD,16519703200,https://images.financialmodelingprep.com/symbol/ON.png,9871557,10.8,7.25,28282498,1767700000,1572800000,"[{'period': '2024', 'revenue': 7.08, 'unit': 'B', 'net_profit': 1.57}, {'period': '2023', 'revenue': 8.25, 'unit': 'B', 'net_profit': 2.18}, {'period': '2022', 'revenue': 8.33, 'unit': 'B', 'net_profit': 1.9}, {'period': '2021', 'revenue': 6.74, 'unit': 'B', 'net_profit': 1.01}]","[{'period': ""Q4 '24"", 'revenue': 1720.0, 'unit': 'M', 'net_profit': 379.9}, {'period': ""Q3 '24"", 'revenue': 1760.0, 'unit': 'M', 'net_profit': 401.7}, {'period': ""Q2 '24"", 'revenue': 1740.0, 'unit': 'M', 'net_profit': 338.2}, {'period': ""Q1 '24"", 'revenue': 1860.0, 'unit': 'M', 'net_profit': 453.0}, {'period': ""Q4 '23"", 'revenue': 2020.0, 'unit': 'M', 'net_profit': 562.7}, {'period': ""Q3 '23"", 'revenue': 2180.0, 'unit': 'M', 'net_profit': 582.7}]",3.68,3.63,14089800000,6752000000,2991300000,5275300000,1160100000,0,1334800000,2691300000,1212400000,-0.4510418931089097,-0.2797545450382379,-0.27416173570019725,__nan__,__nan__,__nan__,0.37440559837613024
1,ONB,Old National Bancorp Common Stock,"Old National Bancorp operates as the bank holding company for Old National Bank that provides various financial services to individual and commercial customers in the United States. It accepts deposit accounts, including noninterest-bearing demand, interest-bearing checking, negotiable order of withdrawal, savings and money market, and time deposits; and offers loans, such as home equity lines of credit, residential real estate loans, consumer loans, commercial loans, commercial real estate loans, letters of credit, and lease financing. The company also provides debit and automated teller machine cards, telephone access, online banking, and other electronic and mobile banking services; cash management, private banking, brokerage, trust, investment advisory, and other traditional banking services; wealth management, investment, and foreign currency services; and treasury management, merchant, health savings, and capital markets services, as well as community development lending and equity investment solutions. As of December 31, 2021, it operated a total of 162 banking centers located primarily in the states of Indiana, Kentucky, Michigan, Minnesota, and Wisconsin. Old National Bancorp was founded in 1834 and is headquartered in Evansville, Indiana.",Mr. James C. Ryan III,Banks - Regional,19.7,USD,6290446400,https://images.financialmodelingprep.com/symbol/ONB.png,3054077,11.73,1.75,5250837,0,539188000,"[{'period': '2024', 'revenue': 1890.0, 'unit': 'M', 'net_profit': 539.19}, {'period': '2023', 'revenue': 1840.0, 'unit': 'M', 'net_profit': 581.99}, {'period': '2022', 'revenue': 1730.0, 'unit': 'M', 'net_profit': 428.29}, {'period': '2021', 'revenue': 810.62, 'unit': 'M', 'net_profit': 277.54}]","[{'period': ""Q4 '24"", 'revenue': 489.95, 'unit': 'M', 'net_profit': 153.87}, {'period': ""Q3 '24"", 'revenue': 485.86, 'unit': 'M', 'net_profit': 143.8}, {'period': ""Q2 '24"", 'revenue': 436.73, 'unit': 'M', 'net_profit': 121.23}, {'period': ""Q1 '24"", 'revenue': 433.98, 'unit': 'M', 'net_profit': 120.28}, {'period': ""Q4 '23"", 'revenue': 464.5, 'unit': 'M', 'net_profit': 132.48}, {'period': ""Q3 '23"", 'revenue': 456.02, 'unit': 'M', 'net_profit': 147.88}]",1.79,1.79,53552272000,7852909000,7852909000,47211922000,0,0,0,1227968000,622284000,-1.0,-0.07354740271343936,-0.08205128205128201,"[0.14, 3.0921]","['2025-03-05', '1985-02-26']",__nan__,0.8816044630188613
2,ONCR,Oncorus Inc. Common Stock,"Oncorus, Inc., a clinical-stage biopharmaceutical company, focuses on developing viral immunotherapies for cancer patients. The company's lead product candidate is ONCR-177, an intratumorally administered viral immunotherapy based on its oncolytic herpes simplex virus type 1 platform, which is in Phase I clinical trials for treating various cancers. It is also developing ONCR-GBM, a preclinical stage oHSV program for treating brain cancer through intratumoral injection; and synthetic viral immunotherapies based on Coxsackievirus A21 and Seneca Valley Virus. The company has a clinical trial collaboration and supply agreement with MSD International GmbH to evaluate the safety and tolerability of ONCR-177 combined with Merck's cancer immunotherapy KEYTRUDA in its Phase 1 clinical trial in patients with solid tumors. Oncorus, Inc. was incorporated in 2015 and is headquartered in Cambridge, Massachusetts.",Mr. Craig R. Jalbert CIRA,Biotechnology,0.126,USD,0,https://images.financialmodelingprep.com/symbol/ONCR.png,108675,-0.03620689655172414,-0.004,135947,-75416000,-78307000,"[{'period': '2022', 'revenue': 0.0, 'unit': 'M', 'net_profit': -78.31}, {'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': -64.7}, {'period': '2020', 'revenue': 0.0, 'unit': 'M', 'net_profit': -46.78}, {'period': '2019', 'revenue': 0.0, 'unit': 'M', 'net_profit': -30.2}]","[{'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -33.29}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -21.49}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -19.94}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -19.54}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -17.74}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -19.84}]",-3.02,-3.02,145586000,64618000,25709000,85061000,0,36487000,37207000,25709000,-81621000,-0.19955463655161446,-0.2103652410467255,-0.17968749999999997,"[0.13933, 0.13933]","['2023-12-26', '2023-12-26']",__nan__,0.5842663442913467
3,ONCS,OncoSec Medical Incorporated Common Stock,"OncoSec Medical Incorporated, a late-stage immuno-oncology company, focuses on designing, developing, commercializing intra-tumoral DNA-based therapeutics to stimulate and augment anti-tumor immune responses for the treatment of cancer. The company's lead product candidate is ImmunoPulse IL-12 that uses electroporation device to deliver a DNA-encoded interleukin-12 for reversing the immunosuppressive microenvironment in the treated tumor. It is also developing ImmunoPulse IL-12 with KEYTRUDA in patients with advanced melanoma that is in clinical trials collaboration and supply agreement (KEYNOTE-695) and metastatic triple negative breast cancer, which is in Phase II clinical trials (KEYNOTE-890); ImmunoPulse IL-12 and KEYTRUDA in patients with advanced or metastatic melanoma that has completed Phase II clinical trials; and ImmunoPulse IL-12 monotherapy in patients with metastatic melanoma, which has completed the Phase II clinical trials. In addition, the company is developing monotherapy biomarker study in patients with advanced or metastatic TNBC that has completed the Phase II clinical trials; and technology to treat liver, lung, bladder, pancreatic, and other visceral lesions. OncoSec Medical Incorporated has clinical trial collaborations with Merck & Co., Inc. and its subsidiary in connection with the KEYNOTE-695 and KEYNOTE-890 studies; a research collaboration with Duke University's Center for Applied Therapeutics to evaluate TAVO in combination or sequenced with a HER2-plasmid vaccine; a research collaboration with Roswell Park Comprehensive Cancer Center to evaluate the use of Roswell Park's intravital microscopy and enhanced IL-12 DNA-plasmid; and collaboration with Providence Cancer Institute. The company was formerly known as NetVentory Solutions Inc. and changed its name to OncoSec Medical Incorporated in March 2011. The company was incorporated in 2008 and is headquartered in Pennington, New Jersey.",Dr. Robert H. Arch Ph.D.,Biotechnology,0.2772,USD,1652822,https://images.financialmodelingprep.com/symbol/ONCS.png,2131119,-0.013648449039881832,0.067,51295233,-35916889,-34179634,"[{'period': '2022', 'revenue': 0.0, 'unit': 'M', 'net_profit': -34.18}, {'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': -45.17}, {'period': '2020', 'revenue': 0.0, 'unit': 'M', 'net_profit': -42.25}, {'period': '2019', 'revenue': 0.0, 'unit': 'M', 'net_profit': -30.28}]","[{'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.86}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.82}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.22}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.25}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.91}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.69}]",-19.13,-19.13,21878368,15232471,12299740,15759964,0,0,6633328,12299740,-32383196,0.24069945924112965,0.2432731677400399,0.3665562913907285,__nan__,__nan__,__nan__,0.7203445887737148
4,ONCT,Oncternal Therapeutics Inc. Common Stock,"Oncternal Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the development of oncology therapies for cancers with critical unmet medical needs. The company's clinical pipeline includes zilovertamab, a humanized monoclonal antibody that binds to receptor-tyrosine kinase-like Orphan Receptor 1 (ROR1); and ONCT-216, a small molecule inhibiting the biological activity of ETS-family transcription factor oncoproteins. It is also developing ONCT-808, a chimeric antigen receptor T-cells (CAR-T) product candidate that targets ROR1; and ONCT-534, a dual-action androgen receptor inhibitor product candidate for the treatment of castration-resistant prostate and other androgen receptor-driven cancers. Oncternal Therapeutics, Inc. has license agreements with the Regents of the University of California; Georgetown University; The University of Texas MD Anderson Cancer Center; Shanghai Pharmaceutical (USA) Inc.; and University of Tennessee Research Foundation. Oncternal Therapeutics, Inc. has a research collaboration with Celularity Inc. to evaluate placental derived-cellular therapies targeting ROR1. The company is headquartered in San Diego, California.","Dr. James B. Breitmeyer M.D., Ph.D.",Biotechnology,0.5266,USD,1558546,https://images.financialmodelingprep.com/symbol/ONCT.png,62268,-0.04504704875962361,-0.1674,644135,2235000,-39479000,"[{'period': '2023', 'revenue': 0.785, 'unit': 'M', 'net_profit': -39.48}, {'period': '2022', 'revenue': 1.49, 'unit': 'M', 'net_profit': -43.39}, {'period': '2021', 'revenue': 4.32, 'unit': 'M', 'net_profit': -31.3}, {'period': '2020', 'revenue': 3.38, 'unit': 'M', 'net_profit': -17.21}]","[{'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.46}, {'period': ""Q2 '24"", 'revenue': 0.801, 'unit': 'M', 'net_profit': -8.56}, {'period': ""Q1 '24"", 'revenue': 0.5690000000000001, 'unit': 'M', 'net_profit': -8.39}, {'period': ""Q4 '23"", 'revenue': 0.297, 'unit': 'M', 'net_profit': -9.16}, {'period': ""Q3 '23"", 'revenue': 0.179, 'unit': 'M', 'net_profit': -9.86}, {'period': ""Q2 '23"", 'revenue': 0.106, 'unit': 'M', 'net_profit': -8.97}]",-13.43,-13.43,36729000,36059000,34255000,6677000,632000,0,5198000,6697000,-32164000,1.0497252319398402,0.09019888000368723,0.18606060606060607,__nan__,__nan__,__nan__,0.18179095537586104
5,ONCY,Oncolytics Biotech Inc. Common Shares,"Oncolytics Biotech Inc., a development-stage biopharmaceutical company, focuses on the discovery and development of pharmaceutical products for the treatment of cancer. Its lead product is pelareorep, an intravenously delivered immunotherapeutic agent for the treatment of solid tumors and hematological malignancies. Oncolytics Biotech Inc. has a co-development agreement with Merck KGaA and Pfizer Inc. to co-develop pelareorep in combination with paclitaxel and avelumab, a human anti-PD-L1 antibody for the treatment of hormone receptor-positive/human epidermal growth factor 2-negative metastatic breast cancer; and PrECOG LLC. The company was incorporated in 1998 and is headquartered in Calgary, Canada.",Mr. Wayne F. Pisano M.B.A.,Biotechnology,0.5197,USD,44913306,https://images.financialmodelingprep.com/symbol/ONCY.png,1064154,-1.79,0.024,214008,-33710000,-27752000,"[{'period': '2023', 'revenue': 0.0, 'unit': 'M', 'net_profit': -27.75}, {'period': '2022', 'revenue': 0.0, 'unit': 'M', 'net_profit': -24.84}, {'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': -26.3}, {'period': '2020', 'revenue': 0.0, 'unit': 'M', 'net_profit': -19.55}]","[{'period': ""Q4 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.02}, {'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.54}, {'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -7.26}, {'period': ""Q1 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.89}, {'period': ""Q4 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -3.95}, {'period': ""Q3 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.93}]",-0.41,-0.41,20187000,18875000,15942000,14204000,68000,0,6687000,15942000,-27205000,-0.25638254258134247,-0.11745520434870144,0.046511627906976785,__nan__,__nan__,__nan__,0.7036211423193144
6,ONDS,Ondas Holdings Inc. Common Stock,"Ondas Holdings Inc., through its subsidiaries, provides private wireless, drone, and automated data solutions. The company operates in two segments, Ondas Networks and American Robotics. The company designs, develops, manufactures, sells, and supports FullMAX, a software defined radio (SDR) platform for wide-area broadband networks. Its FullMAX SDR platform enables secure and reliable industrial-grade connectivity for truly mission-critical applications. The company also offers Scout Drone, an AI-powered drone with imaging payloads; the ScoutBase, a ruggedized base station for housing, charging, data processing, and cloud transfer; and ScoutView, an American robotics analytics and user interface software package. It serves users in rail, energy, mining, agriculture, and critical infrastructure markets in the United States and internationally. The company is headquartered in Waltham, Massachusetts.",Mr. Eric Ashley Brock CPA,Communication Equipment,0.8301,USD,87767303,https://images.financialmodelingprep.com/symbol/ONDS.png,7251475,-1.36,0.0801,12885123,-28722864,-42419462,"[{'period': '2024', 'revenue': 7.19, 'unit': 'M', 'net_profit': -42.42}, {'period': '2023', 'revenue': 15.69, 'unit': 'M', 'net_profit': -44.84}, {'period': '2022', 'revenue': 2.13, 'unit': 'M', 'net_profit': -92.66}, {'period': '2021', 'revenue': 2.91, 'unit': 'M', 'net_profit': -15.02}]","[{'period': ""Q4 '24"", 'revenue': 4.13, 'unit': 'M', 'net_profit': -10.34}, {'period': ""Q3 '24"", 'revenue': 1.48, 'unit': 'M', 'net_profit': -9.53}, {'period': ""Q2 '24"", 'revenue': 0.9578500000000001, 'unit': 'M', 'net_profit': -8.27}, {'period': ""Q1 '24"", 'revenue': 0.62501, 'unit': 'M', 'net_profit': -9.88}, {'period': ""Q4 '23"", 'revenue': 4.96, 'unit': 'M', 'net_profit': -14.14}, {'period': ""Q3 '23"", 'revenue': 2.67, 'unit': 'M', 'net_profit': -7.29}]",-0.61,-0.61,109622288,47520551,29958106,73677776,5223182,0,50576622,29958106,-33469623,0.17076518125736245,0.054084444705294284,0.3068181818181818,__nan__,__nan__,__nan__,0.6721058038854288
7,ONEM,1Life Healthcare Inc. Common Stock,"1Life Healthcare, Inc. operates a membership-based primary care platform under the One Medical brand. The company has developed a healthcare membership model based on direct consumer enrollment, as well as third-party sponsorship. Its membership model includes seamless access to 24/7 digital health services paired with inviting in-office care routinely covered under health insurance programs. The company also offers administrative and managerial services pursuant to contracts with physician-owned professional corporations or One Medical Entities. As of December 31, 2021, it had 703,000 consumer and enterprise members, and 33,000 At-Risk members; 182 medical offices in 25 markets; and 8,500 enterprise clients in the United States. The company was incorporated in 2002 and is headquartered in San Francisco, California.",Mr. Amir Dan Rubin MBA,Medical - Healthcare Information Services,16.47,USD,3401697462,https://images.financialmodelingprep.com/symbol/ONEM.png,2425987,-7.768867924528302,0.0,15268322,-326495000,-397847000,"[{'period': '2022', 'revenue': 1050.0, 'unit': 'M', 'net_profit': -397.85}, {'period': '2021', 'revenue': 621.55, 'unit': 'M', 'net_profit': -254.64}, {'period': '2020', 'revenue': 380.22, 'unit': 'M', 'net_profit': -88.72}, {'period': '2019', 'revenue': 276.26, 'unit': 'M', 'net_profit': -52.55}]","[{'period': ""Q4 '22"", 'revenue': 274.24, 'unit': 'M', 'net_profit': -101.14}, {'period': ""Q3 '22"", 'revenue': 261.37, 'unit': 'M', 'net_profit': -112.04}, {'period': ""Q2 '22"", 'revenue': 255.84, 'unit': 'M', 'net_profit': -93.81}, {'period': ""Q1 '22"", 'revenue': 254.1, 'unit': 'M', 'net_profit': -90.86}, {'period': ""Q4 '21"", 'revenue': 228.45, 'unit': 'M', 'net_profit': -95.43}, {'period': ""Q3 '21"", 'revenue': 151.33, 'unit': 'M', 'net_profit': -78.6}]",-2.02,-2.02,2432734000,450939000,262427000,888748000,137359000,0,204675000,215447000,-285522000,-0.6641775829552984,-0.5623839051841613,-0.21686746987951813,__nan__,__nan__,__nan__,0.3653288851144433
8,ONEW,OneWater Marine Inc. Class A Common Stock,"OneWater Marine Inc. operates as a recreational boat retailer in the United States. The company offers new and pre-owned recreational boats and yachts, as well as related marine products, such as parts and accessories. It also provides boat repair and maintenance services. In addition, the company arranges boat financing and insurance; and other ancillary services, including indoor and outdoor storage, and marina, as well as rental of boats and personal watercraft. As of September 30, 2021, it operated 70 stores in 11 states, including Texas, Florida, Alabama, North Carolina, South Carolina, Georgia, Ohio and New Jersey. OneWater Marine Inc. was founded in 2014 and is headquartered in Buford, Georgia.",Mr. Philip Austin Singleton Jr.,Auto - Recreational Vehicles,14.45,USD,231607476,https://images.financialmodelingprep.com/symbol/ONEW.png,159550,-20.35,1.55,166941,86991000,-5705000,"[{'period': '2024', 'revenue': 1770.0, 'unit': 'M', 'net_profit': -5.71}, {'period': '2023', 'revenue': 1940.0, 'unit': 'M', 'net_profit': -38.59}, {'period': '2022', 'revenue': 1740.0, 'unit': 'M', 'net_profit': 130.94}, {'period': '2021', 'revenue': 1230.0, 'unit': 'M', 'net_profit': 116.41}]","[{'period': ""Q1 '25"", 'revenue': 375.81, 'unit': 'M', 'net_profit': -11.97}, {'period': ""Q4 '24"", 'revenue': 377.86, 'unit': 'M', 'net_profit': -9.25}, {'period': ""Q3 '24"", 'revenue': 542.44, 'unit': 'M', 'net_profit': 14.68}, {'period': ""Q2 '24"", 'revenue': 488.32, 'unit': 'M', 'net_profit': -3.97}, {'period': ""Q1 '24"", 'revenue': 364.01, 'unit': 'M', 'net_profit': -7.17}, {'period': ""Q4 '23"", 'revenue': 450.98, 'unit': 'M', 'net_profit': -98.87}]",-0.39,-0.39,1589989000,777366000,16849000,1199236000,75847000,0,607719000,16849000,8921000,0.9814363483133272,0.8521714344941956,0.8550185873605948,"[1.8, 1.8]","['2021-06-25', '2021-06-25']",__nan__,0.7542416960117334
9,ONTX,Onconova Therapeutics Inc. Common Stock,"Onconova Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing novel products to treat cancer. It has two clinical-stage programs, including narazaciclib (ON 123300), a multi-targeted kinase inhibitor that is in Phase I study for solid tumors, as well as hematological malignancies as a single agent or in combination with other anti-cancer therapies; and oral rigosertib alone or in combination with PD-1 inhibitor, which is in Phase I/IIa for the treatment of progressive K-Ras mutated non-small cell lung cancer. The company develops a Phase Ib/II ISS with rigosertib monotherapy in patients with advanced squamous cell carcinoma associated with recessive dystrophic epidermolysis bullosa; and has a preclinical program comprising IV/oral rigosertib for COVID-19. It has a license agreement with SymBio Pharmaceuticals Limited; license, development, and commercialization agreement with Pint International SA.; and a license and collaboration agreement with HanX Biopharmaceuticals, Inc. for the development, registration, and commercialization of narazaciclib. Onconova Therapeutics, Inc. was incorporated in 1998 and is headquartered in Newtown, Pennsylvania.",Dr. Steven M. Fruchtman M.D.,Biotechnology,0.9953,USD,20904684,https://images.financialmodelingprep.com/symbol/ONTX.png,126338,-1.0367708333333332,-0.0047,1254618,-20282000,-18948000,"[{'period': '2023', 'revenue': 0.226, 'unit': 'M', 'net_profit': -18.95}, {'period': '2022', 'revenue': 0.226, 'unit': 'M', 'net_profit': -18.3}, {'period': '2021', 'revenue': 0.226, 'unit': 'M', 'net_profit': -15.83}, {'period': '2020', 'revenue': 0.231, 'unit': 'M', 'net_profit': -25.16}]","[{'period': ""Q1 '24"", 'revenue': 0.056, 'unit': 'M', 'net_profit': -4.98}, {'period': ""Q4 '23"", 'revenue': 0.056, 'unit': 'M', 'net_profit': -4.18}, {'period': ""Q3 '23"", 'revenue': 0.057, 'unit': 'M', 'net_profit': -4.74}, {'period': ""Q2 '23"", 'revenue': 0.057, 'unit': 'M', 'net_profit': -4.25}, {'period': ""Q1 '23"", 'revenue': 0.056, 'unit': 'M', 'net_profit': -5.41}, {'period': ""Q4 '22"", 'revenue': 0.056, 'unit': 'M', 'net_profit': -5.0}]",-0.9,-0.9,22683000,22660000,20821000,12011000,18000,0,9220000,20821000,-17946000,-0.03337239516991899,-0.03535325938473308,-0.02272727272727275,__nan__,__nan__,__nan__,0.5295154961865715
