,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,NWG,NatWest Group plc American Depositary Shares,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Commercial Banking, Private Banking, RBS International, and NatWest Markets segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Commercial Banking segment offers banking and financing solutions to start-up, SME, commercial, corporate, and institutional customers. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The RBS International segment offers banking various products and services to institutional customers. It also operates in wholesale branches and fund depositary service businesses. The NatWest Markets segment provides services to corporate and institutional customers for the management of financial risks for achieving short-term and long-term sustainable financial goals. NatWest Group plc operates approximately 800 branches and 16,000 physical points of presence. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",Mr. John-Paul  Thwaite,Banks - Diversified,13.12,USD,26462712249,https://images.financialmodelingprep.com/symbol/NWG.png,6606828,8.63,0.2,5130202,0,4802000000,"[{'period': '2024', 'revenue': 14.65, 'unit': 'B', 'net_profit': 4.8}, {'period': '2023', 'revenue': 14.78, 'unit': 'B', 'net_profit': 4.39}, {'period': '2022', 'revenue': 13.16, 'unit': 'B', 'net_profit': 3.59}, {'period': '2021', 'revenue': 10.51, 'unit': 'B', 'net_profit': 3.27}]","[{'period': ""Q1 '25"", 'revenue': 3.98, 'unit': 'B', 'net_profit': 1.34}, {'period': ""Q4 '24"", 'revenue': 3.77, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q3 '24"", 'revenue': 7.51, 'unit': 'B', 'net_profit': 1.17}, {'period': ""Q2 '24"", 'revenue': 3.7, 'unit': 'B', 'net_profit': 1.17}, {'period': ""Q1 '24"", 'revenue': 7060.0, 'unit': 'M', 'net_profit': 978.0}, {'period': ""Q4 '23"", 'revenue': 7.02, 'unit': 'B', 'net_profit': 1.29}]",2.14,2.12,707985000000,93053000000,93053000000,668607000000,0,142662000000,0,93053000000,694000000,-1,0.09285389167045972,1.229166666666667,"[0.38995, 0.38995]","['2025-03-14', '2025-03-14']",__nan__,0.9443801775461345
1,NWHM,New Home Company Inc. (The) Common Stock,"The New Home Co., Inc. designs, constructs and sells homes. The company is headquartered in Aliso Viejo, California and currently employs 322 full-time employees. The firm focuses on the design, construction and sale of consumer-driven homes in various metropolitan areas within certain markets in California and Arizona, including coastal Southern California, the San Francisco Bay area, metro Sacramento and the greater Phoenix area. The firm's segments include homebuilding and fee building. The homebuilding operations consist of divisions in Northern California, Southern California and its division in Arizona, which is established through the purchase of lots in an unconsolidated joint venture. The firm is focused on building and selling homes for its own account. The company is focused on identifying sites and creating communities that allow it to design, construct and sell consumer-driven single-family detached and attached homes in major metropolitan areas in coastal Southern California, the San Francisco Bay area, metro Sacramento and the greater Phoenix area.",Mr. Leonard Miller,Residential Construction,8.99,USD,0,https://images.financialmodelingprep.com/symbol/NWHM.png,262052,0.0,0.00500011,0,-49030000,-32819000,"[{'period': '2020', 'revenue': 507.41, 'unit': 'M', 'net_profit': -32.82}, {'period': '2019', 'revenue': 669.35, 'unit': 'M', 'net_profit': -8.04}, {'period': '2018', 'revenue': 667.57, 'unit': 'M', 'net_profit': -14.22}, {'period': '2017', 'revenue': 751.17, 'unit': 'M', 'net_profit': 17.15}]","[{'period': ""Q2 '21"", 'revenue': 140.53, 'unit': 'M', 'net_profit': 4.77}, {'period': ""Q1 '21"", 'revenue': 99160.0, 'unit': 'K', 'net_profit': 553.0}, {'period': ""Q4 '20"", 'revenue': 145.57, 'unit': 'M', 'net_profit': -1.24}, {'period': ""Q3 '20"", 'revenue': 130.84, 'unit': 'M', 'net_profit': 1.19}, {'period': ""Q2 '20"", 'revenue': 98.96, 'unit': 'M', 'net_profit': -24.29}, {'period': ""Q1 '20"", 'revenue': 132.03, 'unit': 'M', 'net_profit': -8.48}]",-1.8,-1.8,495699000,468935000,107279000,298257000,12322000,2107000,21608000,107279000,92791000,-15.936096718480139,-3.0834888640039817,-3.4999999999999996,__nan__,__nan__,__nan__,0.6016897351013417
2,NWN,Northwest Natural Holding Company Common Stock,"Northwest Natural Holding Company, through its subsidiary, Northwest Natural Gas Company, provides regulated natural gas distribution services to residential, commercial, industrial, and transportation customers in Oregon and Southwest Washington. The company also operates 5.7 billion cubic feet of the Mist gas storage facility contracted to other utilities and third-party marketers; offers natural gas asset management services; and operates an appliance retail center. In addition, it engages in the gas storage, water, non-regulated renewable natural gas, and other investments and activities. The company provides natural gas service through approximately 786,000 meters in Oregon and southwest Washington; and water services to a total of approximately 80,000 people through approximately 33,000 water and wastewater connections in the Pacific Northwest and Texas. Northwest Natural Holding Company was founded in 1859 and is headquartered in Portland, Oregon.",Mr. Justin B. Palfreyman,Regulated Gas,40.53,USD,1633756194,https://images.financialmodelingprep.com/symbol/NWN.png,292933,16.08,-0.69,314785,348094000,78871000,"[{'period': '2024', 'revenue': 1150.0, 'unit': 'M', 'net_profit': 78.87}, {'period': '2023', 'revenue': 1200.0, 'unit': 'M', 'net_profit': 93.87}, {'period': '2022', 'revenue': 1040.0, 'unit': 'M', 'net_profit': 86.3}, {'period': '2021', 'revenue': 860.4, 'unit': 'M', 'net_profit': 78.67}]","[{'period': ""Q1 '25"", 'revenue': 494.28, 'unit': 'M', 'net_profit': 87.92}, {'period': ""Q4 '24"", 'revenue': 370.88, 'unit': 'M', 'net_profit': 45.0}, {'period': ""Q3 '24"", 'revenue': 136.93, 'unit': 'M', 'net_profit': -27.17}, {'period': ""Q2 '24"", 'revenue': 211.71, 'unit': 'M', 'net_profit': -2.79}, {'period': ""Q1 '24"", 'revenue': 433.47, 'unit': 'M', 'net_profit': 63.82}, {'period': ""Q4 '23"", 'revenue': 355.71, 'unit': 'M', 'net_profit': 44.64}]",2.05,2.05,5234316000,557774000,38490000,3848945000,215406000,82236000,649017000,38490000,-194118000,0.010453042587222381,-0.15976690672007499,-0.1767068273092371,"[0.49, 0.6003]","['2025-04-30', '1989-07-25']",__nan__,0.7353291241873818
3,NX,Quanex Building Products Corporation Common Stock,"Quanex Building Products Corporation, together with its subsidiaries, provides components for the fenestration industry in the United States, Europe, Canada, Asia, and internationally. The company operates through three segments: North American Fenestration, European Fenestration, and North American Cabinet Components. It offers flexible insulating glass spacers, extruded vinyl profiles, window and door screens, and precision-formed metal and wood products, as well as cabinet doors and other components for original equipment manufacturers (OEMs) in the kitchen and bathroom cabinet industry. The company also provides various non-fenestration components and products, including solar panel sealants, trim moldings, vinyl decking, fencing, water retention barriers, and conservatory roof components. It sells its products to OEMs in the building products industry through sales representatives, direct sales force, distributors, and independent sales agents. The company was founded in 1927 and is based in Houston, Texas.",Mr. George L. Wilson,Construction,18.79,USD,887457337,https://images.financialmodelingprep.com/symbol/NX.png,504838,48.18,-0.04,360279,123003000,33059000,"[{'period': '2024', 'revenue': 1280.0, 'unit': 'M', 'net_profit': 33.06}, {'period': '2023', 'revenue': 1130.0, 'unit': 'M', 'net_profit': 82.5}, {'period': '2022', 'revenue': 1220.0, 'unit': 'M', 'net_profit': 88.34}, {'period': '2021', 'revenue': 1070.0, 'unit': 'M', 'net_profit': 56.98}]","[{'period': ""Q1 '25"", 'revenue': 400.04, 'unit': 'M', 'net_profit': -14.88}, {'period': ""Q4 '24"", 'revenue': 492.16, 'unit': 'M', 'net_profit': -13.92}, {'period': ""Q3 '24"", 'revenue': 280.35, 'unit': 'M', 'net_profit': 25.35}, {'period': ""Q2 '24"", 'revenue': 266.2, 'unit': 'M', 'net_profit': 15.38}, {'period': ""Q1 '24"", 'revenue': 239.16, 'unit': 'M', 'net_profit': 6.25}, {'period': ""Q4 '23"", 'revenue': 295.49, 'unit': 'M', 'net_profit': 27.38}]",0.91,0.9,2319788000,611268000,97744000,1309042000,197689000,0,272867000,97744000,51726000,-0.16916810764076515,-0.5992897055793263,-0.6374501992031871,"[0.08, 0.06]","['2025-03-17', '1988-10-07']",__nan__,0.564293806158149
4,NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,"Nuveen California Select Tax-Free Income Portfolio is a closed-ended fixed income mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of California. The fund invests in the securities of companies that operate across diversified sectors. It primarily invests in municipal bonds. The fund employs fundamental analysis to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital California Municipal Bond Index and S&P California Municipal Bond Index. Nuveen California Select Tax-Free Income Portfolio was formed on June 19, 1992 and is domiciled in the United States.",,Asset Management - Income,13.05,USD,83027754,https://images.financialmodelingprep.com/symbol/NXC.png,22355,15.35,0.0855,32248,5099705,5097909,"[{'period': '2023', 'revenue': 5.19, 'unit': 'M', 'net_profit': 5.1}, {'period': '2022', 'revenue': -5.9, 'unit': 'M', 'net_profit': -5.99}, {'period': '2021', 'revenue': 3.5, 'unit': 'M', 'net_profit': -1.39}, {'period': '2020', 'revenue': 5.95, 'unit': 'M', 'net_profit': 5.85}]","[{'period': ""Q2 '24"", 'revenue': 1.86, 'unit': 'M', 'net_profit': 1.28}, {'period': ""Q4 '23"", 'revenue': 1.85, 'unit': 'M', 'net_profit': 4.11}, {'period': ""Q2 '23"", 'revenue': 1850.0, 'unit': 'K', 'net_profit': 986.52}, {'period': ""Q4 '22"", 'revenue': 1820.0, 'unit': 'K', 'net_profit': 287.46}, {'period': ""Q2 '22"", 'revenue': 1.73, 'unit': 'M', 'net_profit': -6.28}, {'period': ""Q4 '21"", 'revenue': 1.73, 'unit': 'M', 'net_profit': -2.63}]",0.8,0.8,89344094,931562,118749,375240,812813,88217669,375240,118749,0,1.851150672064053,1.8508446678391999,1.8510638297872342,"[0.0455, 0.0681]","['2025-05-15', '1992-09-09']",__nan__,0.004199941856257449
5,NXJ,Nuveen New Jersey Qualified Municipal Fund ,"Nuveen New Jersey Quality Municipal Income Fund is a closed ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of New Jersey. The fund invests in undervalued municipal securities and other related investments that are, exempt from regular federal and New Jersey income taxes that are rated Baa or BBB or better. It employs fundamental analysis with bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the Standard & Poor's (S&P) New Jersey Municipal Bond Index. The fund was formerly known as Nuveen New Jersey Dividend Advantage Municipal Fund. Nuveen New Jersey Quality Municipal Income Fund was formed on June 1, 1999 and is domiciled in the United States.",,Asset Management - Income,11.47,USD,472941363,https://images.financialmodelingprep.com/symbol/NXJ.png,124665,12.6,0.02,158301,0,37148142,"[{'period': '2023', 'revenue': 36.0, 'unit': 'M', 'net_profit': 37.15}, {'period': '2022', 'revenue': -64.7, 'unit': 'M', 'net_profit': -65.14}, {'period': '2021', 'revenue': -9.88, 'unit': 'M', 'net_profit': -10.29}, {'period': '2020', 'revenue': -16.44, 'unit': 'K', 'net_profit': -490.7}]","[{'period': ""Q1 '24"", 'revenue': 9.47, 'unit': 'M', 'net_profit': 3.3}, {'period': ""Q4 '22"", 'revenue': 9020000.0, 'unit': '', 'net_profit': 631.44}, {'period': ""Q3 '22"", 'revenue': 9020.0, 'unit': '', 'net_profit': 631.44}, {'period': ""Q2 '22"", 'revenue': 9.04, 'unit': 'K', 'net_profit': -33.2}, {'period': ""Q1 '22"", 'revenue': 9.04, 'unit': 'K', 'net_profit': -33.2}, {'period': ""Q4 '21"", 'revenue': 9.31, 'unit': 'M', 'net_profit': -19.19}]",0.9,0.9,966966037,40130547,18576801,394346770,21553746,945193131,17705191,0,-21198160,0,1.5702819983656113,1.5732484076433122,"[0.0785, 0.071]","['2025-05-15', '2002-10-10']",__nan__,0.4078186357231903
6,NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,"Nuveen New York Select Tax-Free Income Portfolio is a closed-ended fixed income mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of New York. The fund invests in the securities of companies that operate across diversified sectors. It primarily invests in municipal bonds with an average credit quality of Baa/BBB or better. The fund employs fundamental analysis to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital New York Municipal Bond Index and S&P New York Municipal Bond Index. Nuveen New York Select Tax-Free Income Portfolio was formed on June 19, 1992 and is domiciled in the United States.",,Asset Management - Income,11.71,USD,45960462,https://images.financialmodelingprep.com/symbol/NXN.png,11225,14.46,-0.02,6532,2988374,2986813,"[{'period': '2023', 'revenue': 3.06, 'unit': 'M', 'net_profit': 2.99}, {'period': '2022', 'revenue': -3.82, 'unit': 'M', 'net_profit': -3.9}, {'period': '2021', 'revenue': 1840.0, 'unit': 'K', 'net_profit': -315.23}, {'period': '2020', 'revenue': 3.33, 'unit': 'M', 'net_profit': 3.25}]","[{'period': ""Q2 '24"", 'revenue': 1090.0, 'unit': 'K', 'net_profit': 995.77}, {'period': ""Q4 '23"", 'revenue': 0.80498, 'unit': 'M', 'net_profit': 2.15}, {'period': ""Q2 '23"", 'revenue': 855.6, 'unit': 'K', 'net_profit': 834.83}, {'period': ""Q4 '22"", 'revenue': 1020.0, 'unit': 'K', 'net_profit': 123.86}, {'period': ""Q2 '22"", 'revenue': 0.9363400000000001, 'unit': 'M', 'net_profit': -4.02}, {'period': ""Q4 '21"", 'revenue': 0.90327, 'unit': 'M', 'net_profit': -1.24}]",0.76,0.76,50282325,0,51550,224916,1167361,49045390,0,51550,0,1.7670069170848144,1.7665132090017432,1.7676767676767677,"[0.042, 0.0668]","['2025-05-15', '1992-09-09']",__nan__,0.004473062850614008
7,NXP,Nuveen Select Tax Free Income Portfolio Common Stock,"Nuveen Select Tax-Free Income Portfolio is a closed-ended fixed income mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of United States. The fund invests in the investment-grade municipal securities rated Baa and BBB or better. It benchmarks the performance of its portfolio against the Standard & Poor's (S&P) National Municipal Bond Index and Lipper General and Insured Unleveraged Municipal Debt Funds Average. Nuveen Select Tax-Free Income Portfolio was formed on March 19, 1992 and is domiciled in the United States.","Mr. Thomas C. Spalding Jr., C.F.A.",Asset Management - Income,14.18,USD,663843790,https://images.financialmodelingprep.com/symbol/NXP.png,115796,9.03,-0.02,51777,2810938,31398805,"[{'period': '2023', 'revenue': 31.69, 'unit': 'M', 'net_profit': 31.4}, {'period': '2022', 'revenue': 77.2, 'unit': 'K', 'net_profit': -299.2}, {'period': '2021', 'revenue': -43.69, 'unit': 'M', 'net_profit': -44.13}, {'period': '2020', 'revenue': 18.68, 'unit': 'M', 'net_profit': 18.51}]","[{'period': ""Q2 '24"", 'revenue': 15.98, 'unit': 'M', 'net_profit': 20.04}, {'period': ""Q4 '23"", 'revenue': 15.36, 'unit': 'M', 'net_profit': 54.82}, {'period': ""Q2 '23"", 'revenue': 14.82, 'unit': 'M', 'net_profit': -23.42}, {'period': ""Q4 '22"", 'revenue': 14.53, 'unit': 'M', 'net_profit': 47.89}, {'period': ""Q2 '22"", 'revenue': 10.94, 'unit': 'M', 'net_profit': -48.19}, {'period': ""Q4 '21"", 'revenue': 10.19, 'unit': 'M', 'net_profit': -48.72}]",0.66,0.66,713214605,14084825,275175,10886456,13809650,698755646,13261907,275175,0,1.11643150242863,105.9425300802139,104.125,"[0.052, 0.079]","['2025-05-15', '1992-06-09']",__nan__,0.015263927468226761
8,NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock,"Nuveen Select Tax-Free Income Portfolio 2 is a diversified closed-end management investment company. The Fund's investment objective is that it seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes, where applicable, consistent with the preservation of capital by investing primarily in a portfolio of municipal obligations. The Fund's portfolio composition includes various sectors, such as tax obligation/limited, tax obligation/general, healthcare, transportation, consumer staples, the United States guaranteed and Other. The Fund's portfolio spans various states and territories, including California, Illinois, Texas, New Jersey, Colorado, Washington, Florida, Virginia, New York, Missouri, Iowa, Michigan, Minnesota, Nevada and Other. The Fund's investment advisor is Nuveen Fund Advisors, LLC, which is a subsidiary of Nuveen Investments, Inc. (Nuveen).",,Asset Management - Income,15.04,USD,0,https://images.financialmodelingprep.com/symbol/NXQ.png,25813,,-0.0299997,38459,,,[],[],,,,,,,,,,,,,,,"[0.055, 0.0756]","['2021-12-02', '1992-08-10']",__nan__,__nan__
9,NXR,Nuveen Select Tax Free Income Portfolio III Common Stock,"Nuveen Select Tax-Free Income Portfolio 3 is a diversified closed-end management investment company. The Fund's investment objective is that it seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes, where applicable, consistent with the preservation of capital by investing primarily in a portfolio of municipal obligations. The Fund's portfolio composition includes various sectors, such as tax obligation/limited, tax obligation/general, healthcare, transportation, consumer staples, the United States guaranteed and Other. The Fund's portfolio spans various states and territories, including California, Illinois, Texas, New Jersey, Colorado, Washington, Florida, Virginia, New York, Missouri, Iowa, Michigan, Minnesota, Nevada and Other. The Fund's investment advisor is Nuveen Fund Advisors, LLC, which is a subsidiary of Nuveen Investments, Inc. (Nuveen).",,Asset Management - Income,16.56,USD,0,https://images.financialmodelingprep.com/symbol/NXR.png,15150,,-0.15,8245,,,[],[],,,,,,,,,,,,,,,"[0.096, 0.0706]","['2021-12-02', '1992-10-08']",__nan__,__nan__
