,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,ON,ON Semiconductor Corporation Common Stock,,,,,,,,,,201.21,-2.52,7105968,,,[],"[{'period': ""Q4 '25"", 'revenue': 1530.0, 'unit': 'M', 'net_profit': 181.8}, {'period': ""Q3 '25"", 'revenue': 1550.0, 'unit': 'M', 'net_profit': 255.0}, {'period': ""Q2 '25"", 'revenue': 1470.0, 'unit': 'M', 'net_profit': 170.3}, {'period': ""Q1 '25"", 'revenue': 1450.0, 'unit': 'M', 'net_profit': -486.1}, {'period': ""Q4 '24"", 'revenue': 1720.0, 'unit': 'M', 'net_profit': 379.9}, {'period': ""Q3 '24"", 'revenue': 1760.0, 'unit': 'M', 'net_profit': 401.7}]",,,,,,,,,,,,,,,,,__nan__,__nan__
1,ONB,Old National Bancorp Common Stock,,,,,,,,,,11.97,-0.3,2657342,,,[],"[{'period': ""Q4 '25"", 'revenue': 1010.0, 'unit': 'M', 'net_profit': 216.62}, {'period': ""Q3 '25"", 'revenue': 1020.0, 'unit': 'M', 'net_profit': 182.57}, {'period': ""Q2 '25"", 'revenue': 957.48, 'unit': 'M', 'net_profit': 125.41}, {'period': ""Q1 '25"", 'revenue': 724.19, 'unit': 'M', 'net_profit': 144.66}, {'period': ""Q4 '24"", 'revenue': 757.85, 'unit': 'M', 'net_profit': 153.87}, {'period': ""Q3 '24"", 'revenue': 774.06, 'unit': 'M', 'net_profit': 143.8}]",,,,,,,,,,,,,,,,,__nan__,__nan__
2,ONCR,Oncorus Inc. Common Stock,,,,,,,,,,-0.03620689655172414,-0.004,135947,,,[],"[{'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -33.29}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -21.49}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -19.94}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -19.54}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -17.74}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -19.84}]",,,,,,,,,,,,,,,,,__nan__,__nan__
3,ONCS,OncoSec Medical Incorporated Common Stock,,,,,,,,,,-0.013648449039881832,0.067,51295233,,,[],"[{'period': ""Q2 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.86}, {'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.82}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.22}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.25}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.91}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.69}]",,,,,,,,,,,,,,,,,__nan__,__nan__
4,ONCT,Oncternal Therapeutics Inc. Common Stock,,,,,,,,,,-0.04504704875962361,-0.1674,644135,,,[],"[{'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.46}, {'period': ""Q2 '24"", 'revenue': 0.801, 'unit': 'M', 'net_profit': -8.56}, {'period': ""Q1 '24"", 'revenue': 0.5690000000000001, 'unit': 'M', 'net_profit': -8.39}, {'period': ""Q4 '23"", 'revenue': 0.297, 'unit': 'M', 'net_profit': -9.16}, {'period': ""Q3 '23"", 'revenue': 0.179, 'unit': 'M', 'net_profit': -9.86}, {'period': ""Q2 '23"", 'revenue': 0.106, 'unit': 'M', 'net_profit': -8.97}]",,,,,,,,,,,,,,,,,__nan__,__nan__
5,ONCY,Oncolytics Biotech Inc. Common Shares,,,,,,,,,,-2.9,-0.061,1702169,,,[],"[{'period': ""Q3 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -14.4}, {'period': ""Q2 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.17}, {'period': ""Q1 '25"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.69}, {'period': ""Q4 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -8.02}, {'period': ""Q3 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.54}, {'period': ""Q2 '24"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -5.3}]",,,,,,,,,,,,,,,,,__nan__,__nan__
6,ONDS,Ondas Holdings Inc. Common Stock,,,,,,,,,,-14.19,-0.64,55542017,,,[],"[{'period': ""Q4 '25"", 'revenue': 30.11, 'unit': 'M', 'net_profit': -99.66}, {'period': ""Q3 '25"", 'revenue': 10.1, 'unit': 'M', 'net_profit': -7.47}, {'period': ""Q2 '25"", 'revenue': 6.27, 'unit': 'M', 'net_profit': -10.75}, {'period': ""Q1 '25"", 'revenue': 4.25, 'unit': 'M', 'net_profit': -14.14}, {'period': ""Q4 '24"", 'revenue': 4.13, 'unit': 'M', 'net_profit': -10.34}, {'period': ""Q3 '24"", 'revenue': 1.48, 'unit': 'M', 'net_profit': -9.53}]",,,,,,,,,,,,,,,,,__nan__,__nan__
7,ONEM,1Life Healthcare Inc. Common Stock,,,,,,,,,,-7.768867924528302,0.0,15268322,,,[],"[{'period': ""Q4 '22"", 'revenue': 274.24, 'unit': 'M', 'net_profit': -101.14}, {'period': ""Q3 '22"", 'revenue': 261.37, 'unit': 'M', 'net_profit': -112.04}, {'period': ""Q2 '22"", 'revenue': 255.84, 'unit': 'M', 'net_profit': -93.81}, {'period': ""Q1 '22"", 'revenue': 254.1, 'unit': 'M', 'net_profit': -90.86}, {'period': ""Q4 '21"", 'revenue': 228.45, 'unit': 'M', 'net_profit': -95.43}, {'period': ""Q3 '21"", 'revenue': 151.33, 'unit': 'M', 'net_profit': -78.6}]",,,,,,,,,,,,,,,,,__nan__,__nan__
8,ONEW,OneWater Marine Inc. Class A Common Stock,,,,,,,,,,-1.28,-0.41,100221,,,[],"[{'period': ""Q1 '26"", 'revenue': 380.56, 'unit': 'M', 'net_profit': -7.71}, {'period': ""Q4 '25"", 'revenue': 460.13, 'unit': 'M', 'net_profit': -112.96}, {'period': ""Q3 '25"", 'revenue': 552.86, 'unit': 'M', 'net_profit': 10.71}, {'period': ""Q2 '25"", 'revenue': 483520.0, 'unit': 'K', 'net_profit': -368.0}, {'period': ""Q1 '25"", 'revenue': 375.81, 'unit': 'M', 'net_profit': -11.97}, {'period': ""Q4 '24"", 'revenue': 377.86, 'unit': 'M', 'net_profit': -9.25}]",,,,,,,,,,,,,,,,,__nan__,__nan__
9,ONTX,Onconova Therapeutics Inc. Common Stock,,,,,,,,,,-1.0367708333333332,-0.0047,1254618,,,[],"[{'period': ""Q3 '25"", 'revenue': 0.0, 'unit': 'B', 'net_profit': -3.96}, {'period': ""Q2 '25"", 'revenue': 0.27330000000000004, 'unit': 'M', 'net_profit': -9.15}, {'period': ""Q1 '25"", 'revenue': 0.057, 'unit': 'M', 'net_profit': 21.49}, {'period': ""Q4 '24"", 'revenue': 57.0, 'unit': 'K', 'net_profit': 122.99}, {'period': ""Q3 '24"", 'revenue': 0.057, 'unit': 'M', 'net_profit': -8.47}, {'period': ""Q2 '24"", 'revenue': 0.056, 'unit': 'M', 'net_profit': -12.31}]",,,,,,,,,,,,,,,,,__nan__,__nan__
10,ONTXW,Onconova Therapeutics Inc. Warrants,,,,,,,,,,0.0,-0.0229,415931,,,[],"[{'period': ""Q2 '25"", 'revenue': 2730.0, 'unit': 'K', 'net_profit': -625.0}, {'period': ""Q4 '24"", 'revenue': 0.057, 'unit': 'M', 'net_profit': -8.47}, {'period': ""Q2 '24"", 'revenue': 0.056, 'unit': 'M', 'net_profit': -4.98}, {'period': ""Q4 '23"", 'revenue': 0.113, 'unit': 'M', 'net_profit': -8.92}, {'period': ""Q2 '23"", 'revenue': 0.113, 'unit': 'M', 'net_profit': -10.03}, {'period': ""Q4 '22"", 'revenue': 0.113, 'unit': 'M', 'net_profit': -10.82}]",,,,,,,,,,,,,,,,,__nan__,__nan__
11,ONVO,Organovo Holdings Inc. Common Stock,,,,,,,,,,-0.20238095238095238,0.03,243634,,,[],"[{'period': ""Q3 '26"", 'revenue': 0.026000000000000002, 'unit': 'M', 'net_profit': -2.69}, {'period': ""Q2 '26"", 'revenue': 0.028, 'unit': 'M', 'net_profit': -2.54}, {'period': ""Q1 '26"", 'revenue': 0.037, 'unit': 'M', 'net_profit': -2.84}, {'period': ""Q4 '25"", 'revenue': 0.051000000000000004, 'unit': 'M', 'net_profit': 6.85}, {'period': ""Q3 '25"", 'revenue': 0.024, 'unit': 'M', 'net_profit': -3.45}, {'period': ""Q2 '25"", 'revenue': 0.03, 'unit': 'M', 'net_profit': -2.55}]",,,,,,,,,,,,,,,,,__nan__,__nan__
12,OPBK,OP Bancorp Common Stock,,,,,,,,,,7.63,-0.17,7927,,,[],"[{'period': ""Q4 '25"", 'revenue': 42.7, 'unit': 'M', 'net_profit': 7.06}, {'period': ""Q3 '25"", 'revenue': 42.65, 'unit': 'M', 'net_profit': 6.7}, {'period': ""Q2 '25"", 'revenue': 41.63, 'unit': 'M', 'net_profit': 6.33}, {'period': ""Q1 '25"", 'revenue': 39.67, 'unit': 'M', 'net_profit': 5.56}, {'period': ""Q4 '24"", 'revenue': 39.47, 'unit': 'M', 'net_profit': 4.97}, {'period': ""Q3 '24"", 'revenue': 39.54, 'unit': 'M', 'net_profit': 5.44}]",,,,,,,,,,,,,,,,,__nan__,__nan__
13,OPCH,Option Care Health Inc. Common Stock,,,,,,,,,,21.47,-0.48,1234510,,,[],"[{'period': ""Q4 '25"", 'revenue': 1470.0, 'unit': 'M', 'net_profit': 58.5}, {'period': ""Q3 '25"", 'revenue': 1440.0, 'unit': 'M', 'net_profit': 51.82}, {'period': ""Q2 '25"", 'revenue': 1420.0, 'unit': 'M', 'net_profit': 50.52}, {'period': ""Q1 '25"", 'revenue': 1330.0, 'unit': 'M', 'net_profit': 46.74}, {'period': ""Q4 '24"", 'revenue': 1350.0, 'unit': 'M', 'net_profit': 60.13}, {'period': ""Q3 '24"", 'revenue': 1280.0, 'unit': 'M', 'net_profit': 53.86}]",,,,,,,,,,,,,,,,,__nan__,__nan__
14,OPEN,Opendoor Technologies Inc Common Stock,,,,,,,,,,-2.82,-0.1,26914946,,,[],"[{'period': ""Q4 '25"", 'revenue': 0.736, 'unit': 'B', 'net_profit': -1.1}, {'period': ""Q3 '25"", 'revenue': 915.0, 'unit': 'M', 'net_profit': -90.0}, {'period': ""Q2 '25"", 'revenue': 1570.0, 'unit': 'M', 'net_profit': -29.0}, {'period': ""Q1 '25"", 'revenue': 1150.0, 'unit': 'M', 'net_profit': -85.0}, {'period': ""Q4 '24"", 'revenue': 1080.0, 'unit': 'M', 'net_profit': -113.0}, {'period': ""Q3 '24"", 'revenue': 1380.0, 'unit': 'M', 'net_profit': -78.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
15,OPENW,Opendoor Technologies Inc Warrants expiring 12/18/2025,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '21"", 'revenue': 1190.0, 'unit': 'M', 'net_profit': -143.81}, {'period': ""Q4 '20"", 'revenue': 2580.0, 'unit': 'M', 'net_profit': -286.76}, {'period': ""Q3 '20"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -6.04}, {'period': ""Q2 '20"", 'revenue': 739.83, 'unit': 'M', 'net_profit': -55.92}]",,,,,,,,,,,,,,,,,__nan__,__nan__
