,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,QTRX,Quanterix Corporation Common Stock,"Quanterix Corporation, a life sciences company, engages in development and marketing of digital immunoassay platforms that advances precision health for life sciences research and diagnostics in North America, Europe, the Middle East, Africa, and the Asia Pacific regions. It offers HD-X instrument, a sensitive automated multiplex protein detection platform; and SR-X instrument that enables researchers to apply Simoa detection technology in various applications, including direct detection of nucleic acids. The company also provides SP-X instrument that is based on Simoa planar array technology for the measurement of multiplex chemiluminescent immunoassays. The company's products include assay kits and other consumables such as reagents. In addition, it offers contract research services, including sample testing, homebrew assay development, and custom development services. The company primarily operates in the areas of neurology, oncology, cardiology, infectious diseases, and inflammation. It sells its products for the life science research sector primarily to laboratories associated with academic and governmental research institutions, as well as pharmaceutical, biotechnology, and contract research companies through a direct sales force, support organizations, and distributors or sales agents. The company was formerly known as Digital Genomics, Inc. and changed its name to Quanterix Corporation in August 2007. Quanterix Corporation was incorporated in 2007 and is headquartered in Billerica, Massachusetts.",Dr. Masoud  Toloue Ph.D.,Medical - Devices,5.055,USD,196282617,https://images.financialmodelingprep.com/symbol/QTRX.png,814242.3,-4.08,0.065,173641,-44260000,-38531000,"[{'period': '2024', 'revenue': 135.44, 'unit': 'M', 'net_profit': -38.53}, {'period': '2023', 'revenue': 122.37, 'unit': 'M', 'net_profit': -32.33}, {'period': '2022', 'revenue': 104.95, 'unit': 'M', 'net_profit': -96.7}, {'period': '2021', 'revenue': 110.56, 'unit': 'M', 'net_profit': -57.69}]","[{'period': ""Q1 '25"", 'revenue': 30.33, 'unit': 'M', 'net_profit': -20.5}, {'period': ""Q4 '24"", 'revenue': 35.16, 'unit': 'M', 'net_profit': -11.63}, {'period': ""Q3 '24"", 'revenue': 35.41, 'unit': 'M', 'net_profit': -8.35}, {'period': ""Q2 '24"", 'revenue': 34.38, 'unit': 'M', 'net_profit': -9.47}, {'period': ""Q1 '24"", 'revenue': 32.07, 'unit': 'M', 'net_profit': -10.07}, {'period': ""Q4 '23"", 'revenue': 31.55, 'unit': 'M', 'net_profit': -12.41}]",-1,-1,406533000,363594000,289122000,76495000,32141000,0,42007000,56709000,-38532000,-0.16204578869985298,-0.19165584214758458,-0.16279069767441862,__nan__,__nan__,__nan__,0.18816430646466584
1,QTT,Qutoutiao Inc. American Depositary Shares,"Qutoutiao Inc. operates mobile platforms for the distribution, consumption, and sharing of light entertainment content in the People's Republic of China. The company operates Qutoutiao, a mobile application that aggregates articles and videos from content providers and presents real-time customized feeds to users, as well as provides online data processing and transaction processing services. It also offers Midu Novels, a mobile literature application that offers users free literature supported by advertising, as well as Midu Lite mobile literature application. The company was formerly known as Qtech Ltd. and changed its name to Qutoutiao Inc. in July 2018. Qutoutiao Inc. was founded in 2016 and is headquartered in Shanghai, China.",Mr. Siliang  Tan,Internet Content & Information,0.182,USD,5583268,https://images.financialmodelingprep.com/symbol/QTT.png,155788.0,-0.10167597765363129,-0.1136,4480227,15105000,-185313000,"[{'period': '2023', 'revenue': 745.56, 'unit': 'M', 'net_profit': -185.31}, {'period': '2022', 'revenue': 1080.0, 'unit': 'M', 'net_profit': -914.77}, {'period': '2021', 'revenue': 4.34, 'unit': 'B', 'net_profit': -1.24}, {'period': '2020', 'revenue': 5.29, 'unit': 'B', 'net_profit': -1.1}]",[],-6.05,-6.05,413411000,348996000,74648000,2767669000,230777000,0,807853000,74648000,-65752000,1.0443167215307974,0.7974205453410541,0.0,__nan__,__nan__,__nan__,6.694715428471908
2,QUIK,QuickLogic Corporation Common Stock,"QuickLogic Corporation, a semiconductor company, develops semiconductor platforms and intellectual property solutions for smartphones, wearable, hearable, tablets, and the Internet-of-Things devices. It also provides flexible sensor processing solutions, ultra-low power display bridges, ultra-low power field programmable gate arrays (FPGAs); and analytics toolkit, an end-to-end software suite that offers processes for developing pattern matching sensor algorithms using machine learning technology, as well as programming hardware and design software solutions. The company's products include pASIC 3, QuickRAM, QuickPCI, EOS, QuickAI, SensiML Analytics Studio, ArcticLink III, PolarPro 3, PolarPro II, PolarPro, and Eclipse II, as well as silicon platforms, IP cores, software drivers, firmware, and application software. It delivers its solutions through ultra-low power customer programmable System on Chip (SoC) semiconductor solutions, embedded software, and algorithm solutions for always-on voice and sensor processing, and enhanced visual experiences. In addition, the company licenses FPGA technology for use in other semiconductor companies SoCs. It markets and sells its products to original equipment manufacturers and original design manufacturers through a network of sales managers and distributors in North America, Europe, and the Asia Pacific. QuickLogic Corporation was founded in 1988 and is headquartered in San Jose, California.",Mr. Brian C. Faith,Semiconductors,5.42,USD,85831662,https://images.financialmodelingprep.com/symbol/QUIK.png,170270.0,-13.22,-0.12,11667,-637667,-3841000,"[{'period': '2024', 'revenue': 20.11, 'unit': 'M', 'net_profit': -3.84}, {'period': '2023', 'revenue': 21200.0, 'unit': 'K', 'net_profit': -263.0}, {'period': '2022', 'revenue': 16.18, 'unit': 'M', 'net_profit': -4.27}, {'period': '2021', 'revenue': 12.69, 'unit': 'M', 'net_profit': -6.62}]","[{'period': ""Q1 '25"", 'revenue': 4.33, 'unit': 'M', 'net_profit': -2.19}, {'period': ""Q4 '24"", 'revenue': 5710.0, 'unit': 'K', 'net_profit': -305.0}, {'period': ""Q3 '24"", 'revenue': 4.27, 'unit': 'M', 'net_profit': -2.09}, {'period': ""Q2 '24"", 'revenue': 4.13, 'unit': 'M', 'net_profit': -1.55}, {'period': ""Q1 '24"", 'revenue': 6010.0, 'unit': 'K', 'net_profit': 108.0}, {'period': ""Q4 '23"", 'revenue': 7.48, 'unit': 'M', 'net_profit': 2.04}]",-0.26,-0.26,51933000,29604000,21880000,27046000,5118000,300000,25397000,21880000,-6438000,-1.2874963931469792,-13.604562737642585,-12.333333333333334,__nan__,__nan__,__nan__,0.5207863978587796
3,QUMU,Qumu Corporation Common Stock,"Qumu Corporation provides tools to create, manage, secure, distribute, and measure live and on-demand video content for the enterprises. It offers perpetual software licenses, cloud-hosted software as a service, or term software license basis; and sells third-party hardware appliances, as well as provides maintenance and support, and professional and training services. The company's platform provides video capture services; video content management services, such as creation and editing, analytics, automated workflows, security and access control, and speech search; and extensions and add-ons. It serves the banking, finance and insurance, manufacturing, services and consulting, telecom and technology, and biotech and health care markets, as well as government customers through direct sales and channel partners in North America, Europe, and Asia. The company was formerly known as Rimage Corporation and changed its name to Qumu Corporation in September 2013. Qumu Corporation was founded in 1978 and is headquartered in Minneapolis, Minnesota.",Mr. Thomas A. Krueger,Software - Application,0.8988,USD,0,https://images.financialmodelingprep.com/symbol/QUMU.png,222505.0,0.0,-0.001,45531,-15874000,-16365000,"[{'period': '2021', 'revenue': 24.02, 'unit': 'M', 'net_profit': -16.36}, {'period': '2020', 'revenue': 29.07, 'unit': 'M', 'net_profit': -9.2}, {'period': '2019', 'revenue': 25.36, 'unit': 'M', 'net_profit': -6.44}, {'period': '2018', 'revenue': 25.01, 'unit': 'M', 'net_profit': -3.62}]","[{'period': ""Q3 '22"", 'revenue': 5.47, 'unit': 'M', 'net_profit': -1.37}, {'period': ""Q2 '22"", 'revenue': 5.13, 'unit': 'M', 'net_profit': -2.62}, {'period': ""Q1 '22"", 'revenue': 4.94, 'unit': 'M', 'net_profit': -4.64}, {'period': ""Q4 '21"", 'revenue': 5.91, 'unit': 'M', 'net_profit': -3.85}, {'period': ""Q3 '21"", 'revenue': 6.42, 'unit': 'M', 'net_profit': -3.75}, {'period': ""Q2 '21"", 'revenue': 5.87, 'unit': 'M', 'net_profit': -4.32}]",-1.2,-1.2,37096000,27458000,20563000,2271000,3709000,0,22229000,20563000,-17647000,-1.0055590650663297,-0.778804347826087,-0.764705882352941,"[0.17, 0.1]","['2012-08-29', '2011-03-29']",__nan__,0.06121953849471641
4,QURE,uniQure N.V. Ordinary Shares,"uniQure N.V., a gene therapy company, engages in the development of treatments for patients suffering from genetic and other devastating diseases. Its lead program is Etranacogene dezaparvovec (AMT-061), which is in Phase III HOPE-B pivotal trial for the treatment of hemophilia B. The company also engages in developing AMT-130, a gene therapy that is in Phase I/II clinical study for the treatment of Huntington's disease; AMT-060, which is in Phase I/II clinical trial for the treatment of hemophilia B; AMT-210, a product candidate for the treatment of Parkinson's disease; AMT-260 for temporal lobe epilepsy; AMT-240, a preclinical product candidate for the treatment of autosomal dominant Alzheimer's disease; and AMT-161 for the treatment of amyotrophic lateral sclerosis. uniQure N.V. was founded in 1998 and is headquartered in Amsterdam, the Netherlands.",Mr. Matthew Craig Kapusta CPA,Biotechnology,15.86,USD,868311210,https://images.financialmodelingprep.com/symbol/QURE.png,1785101.0,-3.62,0.55,480048,-160745000,-239556000,"[{'period': '2024', 'revenue': 27.12, 'unit': 'M', 'net_profit': -239.56}, {'period': '2023', 'revenue': 15.84, 'unit': 'M', 'net_profit': -308.48}, {'period': '2022', 'revenue': 106.48, 'unit': 'M', 'net_profit': -126.79}, {'period': '2021', 'revenue': 524.0, 'unit': 'M', 'net_profit': 329.59}]","[{'period': ""Q1 '25"", 'revenue': 1.57, 'unit': 'M', 'net_profit': -43.64}, {'period': ""Q4 '24"", 'revenue': 5.22, 'unit': 'M', 'net_profit': -73.26}, {'period': ""Q3 '24"", 'revenue': 2.29, 'unit': 'M', 'net_profit': -44.38}, {'period': ""Q2 '24"", 'revenue': 11.13, 'unit': 'M', 'net_profit': -56.3}, {'period': ""Q1 '24"", 'revenue': 8.48, 'unit': 'M', 'net_profit': -65.62}, {'period': ""Q4 '23"", 'revenue': 6.69, 'unit': 'M', 'net_profit': -73.21}]",-4.92,-4.92,556536000,390289000,367521000,563288000,5881000,27464000,40053000,158930000,-186096000,0.36489529830106676,0.22342598175558712,0.23956723338485314,__nan__,__nan__,__nan__,1.012132189112654
5,RAAC,Revolution Acceleration Acquisition Corp Class A Common Stock,"Revolution Acceleration Acquisition Corp intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. The company was formerly known as Acceleration Acquisition Corporation and changed its name to Revolution Acceleration Acquisition Corp in November 2020. Revolution Acceleration Acquisition Corp was founded in 2020 and is based in Washington, District of Columbia.",Mr. John K. Delaney,Shell Companies,9.3,USD,2195637000,https://images.financialmodelingprep.com/symbol/RAAC.png,290688.0,0.0,0.3699999,174787,,,[],"[{'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -1.55}, {'period': ""Q1 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.63}]",,,289019388,1528134,780292,10168977,0,0,106477,780292,,,,,__nan__,__nan__,__nan__,0.03518441122711117
6,RAACU,Revolution Acceleration Acquisition Corp Unit,,,Asset Management,9.91,USD,0,https://images.financialmodelingprep.com/symbol/RAACU.png,5225.0,0.0,0.5199,1372,,,[],"[{'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -1.55}, {'period': ""Q1 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.63}]",,,289019388,1528134,780292,10168977,0,0,106477,780292,,,,,__nan__,__nan__,__nan__,0.03518441122711117
7,RAACW,Revolution Acceleration Acquisition Corp Warrant,"Revolution Acceleration Acquisition Corp intends to effect a merger, share exchange, asset acquisition, share purchase, reorganization, or related business combination with one or more businesses or entities. The company was formerly known as Acceleration Acquisition Corporation and changed its name to Revolution Acceleration Acquisition Corp in November 2020. Revolution Acceleration Acquisition Corp was founded in 2020 and is based in Washington, District of Columbia.",Mr. John K. Delaney,Shell Companies,1.8,USD,0,https://images.financialmodelingprep.com/symbol/RAACW.png,36169.0,0.0,0.13999999,78140,,,[],"[{'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -1.55}, {'period': ""Q1 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -9.63}]",,,289019388,1528134,780292,10168977,0,0,106477,780292,,,,,__nan__,__nan__,__nan__,0.03518441122711117
8,RACA,Therapeutics Acquisition Corp. Class A Common Stock,"Therapeutics Acquisition Corp., doing business as Research Alliance Corp. I, intends to effect a merger, capital stock exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses in the healthcare industry in the United States. The company was founded in 2020 and is based in Boston, Massachusetts.",Dr. Peter  Kolchinsky Ph.D.,Shell Companies,10.2743,USD,1085428424,https://images.financialmodelingprep.com/symbol/RACA.png,137578.0,0.0,0.24429989,31325,,,[],"[{'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -14.26}, {'period': ""Q1 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -1.4}, {'period': ""Q2 '20"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -19.37}]",,,136907267,1200872,1094556,4867188,0,0,117688,1094556,,,,,__nan__,__nan__,__nan__,0.03555098357196773
9,RACB,Research Alliance Corp. II Class A Common Stock,"Research Alliance Corp. II does not have significant operations. The company intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. It identifies and acquires a business, focusing on the healthcare industry, such as in biotechnology sector. Research Alliance Corp. II was incorporated in 2020 and is based in Las Vegas, Nevada.",,Shell Companies,10.105,USD,0,https://images.financialmodelingprep.com/symbol/RACB.png,205781.0,168.41666666666666,0.0,5,-456005,-444371,"[{'period': '2021', 'revenue': 0.0, 'unit': 'K', 'net_profit': -444.37}]","[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.81}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 398.0}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -264.45}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -150.82}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -144.34}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -132.19}]",-0.0232,-0.0232,150767098,1255464,1050573,5410941,0,149511634,178441,1050573,-524533,0,0,0,__nan__,__nan__,__nan__,0.03588940207630713
