,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,CAJ,Canon Inc. American Depositary Shares,,,,,,,,,,12.431034482758621,0.0,933985.0,,,[],"[{'period': ""Q1 '23"", 'revenue': 971.12, 'unit': 'B', 'net_profit': 61.73}, {'period': ""Q4 '22"", 'revenue': 1160.0, 'unit': 'B', 'net_profit': 84.84}, {'period': ""Q3 '22"", 'revenue': 996.09, 'unit': 'B', 'net_profit': 54.12}, {'period': ""Q2 '22"", 'revenue': 998.8, 'unit': 'B', 'net_profit': 59.02}, {'period': ""Q1 '22"", 'revenue': 879.35, 'unit': 'B', 'net_profit': 45.98}, {'period': ""Q4 '21"", 'revenue': 955.45, 'unit': 'B', 'net_profit': 63.43}]",,,,,,,,,,,,,,,,,__nan__,__nan__
1,CAL,Caleres Inc. Common Stock,,,,,,,,,,-50.71,0.21,68746.54581,,,[],"[{'period': ""Q4 '25"", 'revenue': 695.06, 'unit': 'M', 'net_profit': -22.73}, {'period': ""Q3 '25"", 'revenue': 790.05, 'unit': 'M', 'net_profit': 2.29}, {'period': ""Q2 '25"", 'revenue': 658.52, 'unit': 'M', 'net_profit': 6.45}, {'period': ""Q1 '25"", 'revenue': 614.22, 'unit': 'M', 'net_profit': 6.94}, {'period': ""Q4 '24"", 'revenue': 639.23, 'unit': 'M', 'net_profit': 4.93}, {'period': ""Q3 '24"", 'revenue': 740.94, 'unit': 'M', 'net_profit': 41.43}]",,,,,,,,,,,,,,,,,__nan__,__nan__
2,CALX,Calix Inc Common Stock,,,,,,,,,,189.35,-1.05,88520.0,,,[],"[{'period': ""Q4 '25"", 'revenue': 272.45, 'unit': 'M', 'net_profit': 7.21}, {'period': ""Q3 '25"", 'revenue': 265.44, 'unit': 'M', 'net_profit': 15.66}, {'period': ""Q2 '25"", 'revenue': 241880.0, 'unit': 'K', 'net_profit': -199.0}, {'period': ""Q1 '25"", 'revenue': 220.24, 'unit': 'M', 'net_profit': -4.79}, {'period': ""Q4 '24"", 'revenue': 206.12, 'unit': 'M', 'net_profit': -17.92}, {'period': ""Q3 '24"", 'revenue': 200.94, 'unit': 'M', 'net_profit': -3.97}]",,,,,,,,,,,,,,,,,__nan__,__nan__
3,CANG,Cango Inc. American Depositary Shares  each representing two (2) Class A Ordinary Shares,,,,,,,,,,-0.76,-0.0216,246228.0,,,[],"[{'period': ""Q4 '25"", 'revenue': 1.25, 'unit': 'B', 'net_profit': -1.99}, {'period': ""Q3 '25"", 'revenue': 1600.0, 'unit': 'M', 'net_profit': 265.69}, {'period': ""Q2 '25"", 'revenue': 138.5, 'unit': 'M', 'net_profit': -292.55}, {'period': ""Q1 '25"", 'revenue': 1050.0, 'unit': 'M', 'net_profit': -207.36}, {'period': ""Q4 '24"", 'revenue': 668.03, 'unit': 'M', 'net_profit': 55.89}, {'period': ""Q3 '24"", 'revenue': 26.95, 'unit': 'M', 'net_profit': 67.88}]",,,,,,,,,,,,,,,,,__nan__,__nan__
4,CAP,Capitol Investment Corp. V Class A Common Stock,,,,,,,,,,,,,,,[],"[{'period': ""Q2 '21"", 'revenue': 129.99, 'unit': 'K', 'net_profit': -330.83}, {'period': ""Q4 '20"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -144.92}, {'period': ""Q2 '20"", 'revenue': 0.0, 'unit': '', 'net_profit': -277.0}, {'period': ""Q4 '19"", 'revenue': 0.0, 'unit': 'K', 'net_profit': -2.55}]",,,,,,,,,,,,,,,,,__nan__,__nan__
5,CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,,,,,,,,,,20.54,-0.59,26674.0,,,[],"[{'period': ""Q4 '25"", 'revenue': 2690.0, 'unit': 'M', 'net_profit': 10.19}, {'period': ""Q3 '25"", 'revenue': 971.85, 'unit': 'M', 'net_profit': 13.59}, {'period': ""Q2 '25"", 'revenue': 961.92, 'unit': 'M', 'net_profit': 25.17}, {'period': ""Q1 '25"", 'revenue': 862.48, 'unit': 'M', 'net_profit': -7.78}, {'period': ""Q4 '24"", 'revenue': 944.22, 'unit': 'M', 'net_profit': 14.3}, {'period': ""Q3 '24"", 'revenue': 1080.0, 'unit': 'M', 'net_profit': 10.71}]",,,,,,,,,,,,,,,,,__nan__,__nan__
6,CARR,Carrier Global Corporation Common Stock ,,,,,,,,,,32.26,0.27,740087.0,,,[],"[{'period': ""Q4 '25"", 'revenue': 4840.0, 'unit': 'M', 'net_profit': 62.0}, {'period': ""Q3 '25"", 'revenue': 5580.0, 'unit': 'M', 'net_profit': 428.0}, {'period': ""Q2 '25"", 'revenue': 6110.0, 'unit': 'M', 'net_profit': 591.0}, {'period': ""Q1 '25"", 'revenue': 5220.0, 'unit': 'M', 'net_profit': 412.0}, {'period': ""Q4 '24"", 'revenue': 5.15, 'unit': 'B', 'net_profit': 2.55}, {'period': ""Q3 '24"", 'revenue': 5980.0, 'unit': 'M', 'net_profit': 447.0}]",,,,,,,,,,,,,,,,,__nan__,__nan__
7,CARS,Cars.com Inc. Common Stock ,,,,,,,,,,24.77,-0.035,204367.0,,,[],"[{'period': ""Q4 '25"", 'revenue': 183.9, 'unit': 'M', 'net_profit': 7.4}, {'period': ""Q3 '25"", 'revenue': 181.57, 'unit': 'M', 'net_profit': 7.66}, {'period': ""Q2 '25"", 'revenue': 178.74, 'unit': 'M', 'net_profit': 7.01}, {'period': ""Q1 '25"", 'revenue': 179.02, 'unit': 'M', 'net_profit': -2.01}, {'period': ""Q4 '24"", 'revenue': 180.43, 'unit': 'M', 'net_profit': 17.3}, {'period': ""Q3 '24"", 'revenue': 179.65, 'unit': 'M', 'net_profit': 18.72}]",,,,,,,,,,,,,,,,,__nan__,__nan__
8,CAS,Cascade Acquisition Corp. Class A Common Stock,,,,,,,,,,,0.2274,744.0,,,[],[],,,,,,,,,,,,,,,,,__nan__,__nan__
9,CAT,Caterpillar Inc. Common Stock,,,,,,,,,,35.99,-19.46,681938.0,,,[],"[{'period': ""Q4 '25"", 'revenue': 19.13, 'unit': 'B', 'net_profit': 2.4}, {'period': ""Q3 '25"", 'revenue': 17.64, 'unit': 'B', 'net_profit': 2.29}, {'period': ""Q2 '25"", 'revenue': 16.57, 'unit': 'B', 'net_profit': 2.18}, {'period': ""Q1 '25"", 'revenue': 14.25, 'unit': 'B', 'net_profit': 2.0}, {'period': ""Q4 '24"", 'revenue': 16.21, 'unit': 'B', 'net_profit': 2.79}, {'period': ""Q3 '24"", 'revenue': 16.11, 'unit': 'B', 'net_profit': 2.46}]",,,,,,,,,,,,,,,,,__nan__,__nan__
