,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,NWG,NatWest Group plc American Depositary Shares,"NatWest Group plc, together with its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers in the United Kingdom and internationally. It operates through Retail Banking, Commercial Banking, Private Banking, RBS International, and NatWest Markets segments. The Retail Banking segment offers a range of banking products and related financial services, such as current accounts, mortgages, personal unsecured lending, and personal deposits, as well as mobile and online banking services. The Commercial Banking segment offers banking and financing solutions to start-up, SME, commercial, corporate, and institutional customers. The Private Banking segment provides private banking and wealth management products for high-net-worth individuals and their business interests. The RBS International segment offers banking various products and services to institutional customers. It also operates in wholesale branches and fund depositary service businesses. The NatWest Markets segment provides services to corporate and institutional customers for the management of financial risks for achieving short-term and long-term sustainable financial goals. NatWest Group plc operates approximately 800 branches and 16,000 physical points of presence. The company was formerly known as The Royal Bank of Scotland Group plc and changed its name to NatWest Group plc in July 2020. NatWest Group plc was founded in 1727 and is headquartered in Edinburgh, the United Kingdom.",John-Paul Thwaite,Banks - Diversified,14.27,USD,28571922418,https://images.financialmodelingprep.com/symbol/NWG.png,3639722.0,2007-10-18,7.93,-0.03,4608323,8862000000,5831000000,"[{'period': '2025', 'revenue': 29.48, 'unit': 'B', 'net_profit': 5.83}, {'period': '2024', 'revenue': 28.57, 'unit': 'B', 'net_profit': 4.8}, {'period': '2023', 'revenue': 24.76, 'unit': 'B', 'net_profit': 4.64}, {'period': '2022', 'revenue': 16.15, 'unit': 'B', 'net_profit': 3.59}]","[{'period': ""Q4 '25"", 'revenue': 7.39, 'unit': 'B', 'net_profit': 1.48}, {'period': ""Q3 '25"", 'revenue': 7.55, 'unit': 'B', 'net_profit': 1.68}, {'period': ""Q2 '25"", 'revenue': 7.25, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q1 '25"", 'revenue': 7.27, 'unit': 'B', 'net_profit': 1.34}, {'period': ""Q4 '24"", 'revenue': 7.26, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q3 '24"", 'revenue': 7.29, 'unit': 'B', 'net_profit': 1.25}]",2.72,2.7,714553000000,98304000000,98233000000,671940000000,71000000,445951000000,480310000000,85348000000,5790000000,0.22183923893561286,0.21428571428571427,0.28301886792452835,"[0.60633, 0.022953]","['2026-03-20', '2008-03-05']",__nan__,0.9403641157478871
1,NWHM,New Home Company Inc. (The) Common Stock,"The New Home Co., Inc. designs, constructs and sells homes. The company is headquartered in Aliso Viejo, California and currently employs 322 full-time employees. The firm focuses on the design, construction and sale of consumer-driven homes in various metropolitan areas within certain markets in California and Arizona, including coastal Southern California, the San Francisco Bay area, metro Sacramento and the greater Phoenix area. The firm's segments include homebuilding and fee building. The homebuilding operations consist of divisions in Northern California, Southern California and its division in Arizona, which is established through the purchase of lots in an unconsolidated joint venture. The firm is focused on building and selling homes for its own account. The company is focused on identifying sites and creating communities that allow it to design, construct and sell consumer-driven single-family detached and attached homes in major metropolitan areas in coastal Southern California, the San Francisco Bay area, metro Sacramento and the greater Phoenix area.",Leonard Miller,Residential Construction,8.99,USD,0,https://images.financialmodelingprep.com/symbol/NWHM.png,262052.0,2014-01-31,0.0,0.00500011,0,-49030000,-32819000,"[{'period': '2020', 'revenue': 507.41, 'unit': 'M', 'net_profit': -32.82}, {'period': '2019', 'revenue': 669.35, 'unit': 'M', 'net_profit': -8.04}, {'period': '2018', 'revenue': 667.57, 'unit': 'M', 'net_profit': -14.22}, {'period': '2017', 'revenue': 751.17, 'unit': 'M', 'net_profit': 17.15}]","[{'period': ""Q2 '21"", 'revenue': 140.53, 'unit': 'M', 'net_profit': 4.77}, {'period': ""Q1 '21"", 'revenue': 99160.0, 'unit': 'K', 'net_profit': 553.0}, {'period': ""Q4 '20"", 'revenue': 145.57, 'unit': 'M', 'net_profit': -1.24}, {'period': ""Q3 '20"", 'revenue': 130.84, 'unit': 'M', 'net_profit': 1.19}, {'period': ""Q2 '20"", 'revenue': 98.96, 'unit': 'M', 'net_profit': -24.29}, {'period': ""Q1 '20"", 'revenue': 132.03, 'unit': 'M', 'net_profit': -8.48}]",-1.8,-1.8,495699000,468935000,107279000,298257000,12322000,2107000,21608000,107279000,92791000,-15.936096718480139,-3.0834888640039817,-3.4999999999999996,__nan__,__nan__,__nan__,0.6016897351013417
2,NWN,Northwest Natural Holding Company Common Stock,"Northwest Natural Holding Company, through its subsidiary, Northwest Natural Gas Company, provides regulated natural gas distribution services to residential, commercial, industrial, and transportation customers in Oregon and Southwest Washington. The company also operates 5.7 billion cubic feet of the Mist gas storage facility contracted to other utilities and third-party marketers; offers natural gas asset management services; and operates an appliance retail center. In addition, it engages in the gas storage, water, non-regulated renewable natural gas, and other investments and activities. The company provides natural gas service through approximately 786,000 meters in Oregon and southwest Washington; and water services to a total of approximately 80,000 people through approximately 33,000 water and wastewater connections in the Pacific Northwest and Texas. Northwest Natural Holding Company was founded in 1859 and is headquartered in Portland, Oregon.",Justin Palfreyman,Regulated Gas,52.83,USD,2195815554,https://images.financialmodelingprep.com/symbol/NWN.png,310176.0,1990-03-26,19.07,-0.03,150465,470557000,113319000,"[{'period': '2025', 'revenue': 1290.0, 'unit': 'M', 'net_profit': 113.32}, {'period': '2024', 'revenue': 1150.0, 'unit': 'M', 'net_profit': 78.87}, {'period': '2023', 'revenue': 1200.0, 'unit': 'M', 'net_profit': 93.87}, {'period': '2022', 'revenue': 1040.0, 'unit': 'M', 'net_profit': 86.3}]","[{'period': ""Q4 '25"", 'revenue': 394.16, 'unit': 'M', 'net_profit': 57.79}, {'period': ""Q3 '25"", 'revenue': 164.73, 'unit': 'M', 'net_profit': -29.89}, {'period': ""Q2 '25"", 'revenue': 236.19, 'unit': 'M', 'net_profit': -2.5}, {'period': ""Q1 '25"", 'revenue': 494.28, 'unit': 'M', 'net_profit': 87.92}, {'period': ""Q4 '24"", 'revenue': 370.88, 'unit': 'M', 'net_profit': 45.0}, {'period': ""Q3 '24"", 'revenue': 136.93, 'unit': 'M', 'net_profit': -27.17}]",2.77,2.77,6236619000,602932000,41077000,4761543000,215045000,202512000,836445000,41077000,-197769000,0.3518101432371716,0.436763829544446,0.36453201970443366,"[0.4925, 0.6003]","['2026-01-30', '1989-07-25']",__nan__,0.7634814632736102
3,NX,Quanex Building Products Corporation Common Stock,"Quanex Building Products Corporation, together with its subsidiaries, provides components for the fenestration industry in the United States, Europe, Canada, Asia, and internationally. The company operates through three segments: North American Fenestration, European Fenestration, and North American Cabinet Components. It offers flexible insulating glass spacers, extruded vinyl profiles, window and door screens, and precision-formed metal and wood products, as well as cabinet doors and other components for original equipment manufacturers (OEMs) in the kitchen and bathroom cabinet industry. The company also provides various non-fenestration components and products, including solar panel sealants, trim moldings, vinyl decking, fencing, water retention barriers, and conservatory roof components. It sells its products to OEMs in the building products industry through sales representatives, direct sales force, distributors, and independent sales agents. The company was founded in 1927 and is based in Houston, Texas.",George L. Wilson,Construction,17.43,USD,800706295,https://images.financialmodelingprep.com/symbol/NX.png,620147.0,1980-03-17,-3.35,-0.14,227144,-83337000,-250806000,"[{'period': '2025', 'revenue': 1840.0, 'unit': 'M', 'net_profit': -250.81}, {'period': '2024', 'revenue': 1280.0, 'unit': 'M', 'net_profit': 33.06}, {'period': '2023', 'revenue': 1130.0, 'unit': 'M', 'net_profit': 82.5}, {'period': '2022', 'revenue': 1220.0, 'unit': 'M', 'net_profit': 88.34}]","[{'period': ""Q1 '26"", 'revenue': 409.09, 'unit': 'M', 'net_profit': -4.07}, {'period': ""Q4 '25"", 'revenue': 489.85, 'unit': 'M', 'net_profit': 19.57}, {'period': ""Q3 '25"", 'revenue': 495.27, 'unit': 'M', 'net_profit': -276.01}, {'period': ""Q2 '25"", 'revenue': 452.48, 'unit': 'M', 'net_profit': 20.52}, {'period': ""Q1 '25"", 'revenue': 400.04, 'unit': 'M', 'net_profit': -14.88}, {'period': ""Q4 '24"", 'revenue': 492.16, 'unit': 'M', 'net_profit': -13.92}]",-5.43,-5.43,1968233000,573775000,76018000,1242054000,205384000,0,281545000,76018000,102255000,-1.6775200604863296,-8.58661786502919,-6.967032967032966,"[0.08, 0.06]","['2026-03-17', '1988-10-07']",__nan__,0.6310502872373343
4,NXC,Nuveen California Select Tax-Free Income Portfolio Common Stock,"Nuveen California Select Tax-Free Income Portfolio is a closed-ended fixed income mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of California. The fund invests in the securities of companies that operate across diversified sectors. It primarily invests in municipal bonds. The fund employs fundamental analysis to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital California Municipal Bond Index and S&P California Municipal Bond Index. Nuveen California Select Tax-Free Income Portfolio was formed on June 19, 1992 and is domiciled in the United States.",,Asset Management - Income,13.29,USD,85773979,https://images.financialmodelingprep.com/symbol/NXC.png,24352.0,1992-06-19,-34.07692307692308,0.02,76961,0,2248536,"[{'period': '2024', 'revenue': 3.7, 'unit': 'M', 'net_profit': 2.25}, {'period': '2023', 'revenue': 5.19, 'unit': 'M', 'net_profit': 5.1}, {'period': '2022', 'revenue': 1.85, 'unit': 'M', 'net_profit': -5.99}, {'period': '2021', 'revenue': 3.5, 'unit': 'M', 'net_profit': -1.39}]","[{'period': ""Q2 '25"", 'revenue': 1.74, 'unit': 'M', 'net_profit': -3.5}, {'period': ""Q4 '24"", 'revenue': 507.62, 'unit': 'K', 'net_profit': 972.93}, {'period': ""Q2 '24"", 'revenue': 1.86, 'unit': 'M', 'net_profit': 1.28}, {'period': ""Q4 '23"", 'revenue': 1.85, 'unit': 'M', 'net_profit': 4.11}, {'period': ""Q2 '23"", 'revenue': 1850.0, 'unit': 'K', 'net_profit': 986.52}, {'period': ""Q4 '22"", 'revenue': 1820.0, 'unit': 'K', 'net_profit': 287.46}]",0.35,0.35,88786861,1159166,390878,362394,768288,87455988,280644,390878,0,-1.0,-0.5589297494325615,-0.5625,"[0.043, 0.0681]","['2025-12-15', '1992-09-09']",__nan__,0.004081617436615987
5,NXJ,Nuveen New Jersey Qualified Municipal Fund ,"Nuveen New Jersey Quality Municipal Income Fund is a closed ended fixed income mutual fund launched by Nuveen Investments, Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of New Jersey. The fund invests in undervalued municipal securities and other related investments that are, exempt from regular federal and New Jersey income taxes that are rated Baa or BBB or better. It employs fundamental analysis with bottom-up stock picking approach to create its portfolio. The fund benchmarks the performance of its portfolio against the Standard & Poor's (S&P) New Jersey Municipal Bond Index. The fund was formerly known as Nuveen New Jersey Dividend Advantage Municipal Fund. Nuveen New Jersey Quality Municipal Income Fund was formed on June 1, 1999 and is domiciled in the United States.",,Asset Management - Income,11.94,USD,492321244,https://images.financialmodelingprep.com/symbol/NXJ.png,118471.0,2002-09-12,-24.87,-0.1,125950,-19705876,-19705876,"[{'period': '2025', 'revenue': -4.51, 'unit': 'M', 'net_profit': -19.71}, {'period': '2024', 'revenue': 18.58, 'unit': 'M', 'net_profit': 3.68}, {'period': '2023', 'revenue': 36.0, 'unit': 'M', 'net_profit': 37.15}, {'period': '2022', 'revenue': 36.12, 'unit': 'M', 'net_profit': -65.14}]","[{'period': ""Q4 '24"", 'revenue': -0.18132, 'unit': 'M', 'net_profit': -1.47}, {'period': ""Q3 '24"", 'revenue': -0.18132, 'unit': 'M', 'net_profit': -1.47}, {'period': ""Q2 '24"", 'revenue': 9.47, 'unit': 'M', 'net_profit': 3.3}, {'period': ""Q1 '24"", 'revenue': 9.47, 'unit': 'M', 'net_profit': 3.3}, {'period': ""Q4 '22"", 'revenue': 9020000.0, 'unit': '', 'net_profit': 631.44}, {'period': ""Q3 '22"", 'revenue': 9020.0, 'unit': '', 'net_profit': 631.44}]",0.0,0.0,885946004,200300,200300,380727218,0,0,3858143,200300,50324363,0.0,-6.361536217941044,-1.0,"[0.0785, 0.067]","['2026-03-13', '1993-03-09']",__nan__,0.4297408829443741
6,NXN,Nuveen New York Select Tax-Free Income Portfolio Common Stock,"Nuveen New York Select Tax-Free Income Portfolio is a closed-ended fixed income mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of New York. The fund invests in the securities of companies that operate across diversified sectors. It primarily invests in municipal bonds with an average credit quality of Baa/BBB or better. The fund employs fundamental analysis to create its portfolio. It benchmarks the performance of its portfolio against Barclays Capital New York Municipal Bond Index and S&P New York Municipal Bond Index. Nuveen New York Select Tax-Free Income Portfolio was formed on June 19, 1992 and is domiciled in the United States.",William Huffman,Asset Management - Income,12.14,USD,47648213,https://images.financialmodelingprep.com/symbol/NXN.png,11122.0,1992-06-19,-37.9375,0.07,12687,0,1588973,"[{'period': '2024', 'revenue': 2.22, 'unit': 'M', 'net_profit': 1.59}, {'period': '2023', 'revenue': 1.66, 'unit': 'M', 'net_profit': 2.99}, {'period': '2022', 'revenue': -0.48637, 'unit': 'M', 'net_profit': -3.9}, {'period': '2021', 'revenue': 1840.0, 'unit': 'K', 'net_profit': -315.23}]","[{'period': ""Q2 '25"", 'revenue': 1.11, 'unit': 'M', 'net_profit': -1.85}, {'period': ""Q4 '24"", 'revenue': 1090.0, 'unit': 'K', 'net_profit': 593.2}, {'period': ""Q2 '24"", 'revenue': 1090.0, 'unit': 'K', 'net_profit': 995.77}, {'period': ""Q4 '23"", 'revenue': 0.80498, 'unit': 'M', 'net_profit': 2.15}, {'period': ""Q2 '23"", 'revenue': 855.6, 'unit': 'K', 'net_profit': 834.83}, {'period': ""Q4 '22"", 'revenue': 1020.0, 'unit': 'K', 'net_profit': 123.86}]",0.4,0.4,49913635,2317707,685136,221850,1632571,47588994,156819,685136,0,-1.0,-0.4680038556146635,-0.47368421052631576,"[0.042, 0.0668]","['2025-12-15', '1992-09-09']",__nan__,0.004444677291084891
7,NXP,Nuveen Select Tax Free Income Portfolio Common Stock,"Nuveen Select Tax-Free Income Portfolio is a closed-ended fixed income mutual fund launched by Nuveen Investments Inc. The fund is co-managed by Nuveen Fund Advisors LLC and Nuveen Asset Management, LLC. It invests in the fixed income markets of United States. The fund invests in the investment-grade municipal securities rated Baa and BBB or better. It benchmarks the performance of its portfolio against the Standard & Poor's (S&P) National Municipal Bond Index and Lipper General and Insured Unleveraged Municipal Debt Funds Average. Nuveen Select Tax-Free Income Portfolio was formed on March 19, 1992 and is domiciled in the United States.",Thomas C. Spalding Jr.,Asset Management - Income,14.22,USD,739533653,https://images.financialmodelingprep.com/symbol/NXP.png,171567.0,1992-03-19,94.8,0.06,223494,9543995,9543995,"[{'period': '2024', 'revenue': 10.16, 'unit': 'M', 'net_profit': 9.54}, {'period': '2023', 'revenue': 27.53, 'unit': 'M', 'net_profit': 31.4}, {'period': '2022', 'revenue': 81.62, 'unit': 'K', 'net_profit': -299.2}, {'period': '2021', 'revenue': 15.29, 'unit': 'M', 'net_profit': -44.13}]","[{'period': ""Q2 '25"", 'revenue': 12.33, 'unit': 'M', 'net_profit': 18.83}, {'period': ""Q4 '24"", 'revenue': 16.96, 'unit': 'M', 'net_profit': -10.5}, {'period': ""Q2 '24"", 'revenue': 15.98, 'unit': 'M', 'net_profit': 20.04}, {'period': ""Q4 '23"", 'revenue': 15.36, 'unit': 'M', 'net_profit': 54.82}, {'period': ""Q2 '23"", 'revenue': 14.82, 'unit': 'M', 'net_profit': -23.42}, {'period': ""Q4 '22"", 'revenue': 14.53, 'unit': 'M', 'net_profit': 47.89}]",0.19,0.19,755134842,20177232,6004638,30832600,14172594,734669043,4024907,6004638,0,2.3953061220133636,-0.6960395467279726,-0.7076923076923077,"[0.0535, 0.079]","['2026-03-13', '1992-06-09']",__nan__,0.04083058850567512
8,NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock,"Nuveen Select Tax-Free Income Portfolio 2 is a diversified closed-end management investment company. The Fund's investment objective is that it seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes, where applicable, consistent with the preservation of capital by investing primarily in a portfolio of municipal obligations. The Fund's portfolio composition includes various sectors, such as tax obligation/limited, tax obligation/general, healthcare, transportation, consumer staples, the United States guaranteed and Other. The Fund's portfolio spans various states and territories, including California, Illinois, Texas, New Jersey, Colorado, Washington, Florida, Virginia, New York, Missouri, Iowa, Michigan, Minnesota, Nevada and Other. The Fund's investment advisor is Nuveen Fund Advisors, LLC, which is a subsidiary of Nuveen Investments, Inc. (Nuveen).",,Asset Management - Income,15.04,USD,0,https://images.financialmodelingprep.com/symbol/NXQ.png,25813.0,1992-05-21,,-0.0299997,38459,,,[],[],,,,,,,,,,,,,,,"[0.055, 0.0756]","['2021-12-02', '1992-08-10']",__nan__,__nan__
9,NXR,Nuveen Select Tax Free Income Portfolio III Common Stock,"Nuveen Select Tax-Free Income Portfolio 3 is a diversified closed-end management investment company. The Fund's investment objective is that it seeks to provide current income and stable dividends, exempt from regular federal and designated state income taxes, where applicable, consistent with the preservation of capital by investing primarily in a portfolio of municipal obligations. The Fund's portfolio composition includes various sectors, such as tax obligation/limited, tax obligation/general, healthcare, transportation, consumer staples, the United States guaranteed and Other. The Fund's portfolio spans various states and territories, including California, Illinois, Texas, New Jersey, Colorado, Washington, Florida, Virginia, New York, Missouri, Iowa, Michigan, Minnesota, Nevada and Other. The Fund's investment advisor is Nuveen Fund Advisors, LLC, which is a subsidiary of Nuveen Investments, Inc. (Nuveen).",,Asset Management - Income,16.56,USD,0,https://images.financialmodelingprep.com/symbol/NXR.png,15150.0,1992-07-24,,-0.15,8245,,,[],[],,,,,,,,,,,,,,,"[0.096, 0.0706]","['2021-12-02', '1992-10-08']",__nan__,__nan__
