,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,TYHT,Shineco Inc. Common Stock,"Shineco, Inc. is a holding company, which through its subsidiaries, engages in the production and distribution of plant-based products. The company is headquartered in Beijing, Beijing and currently employs 380 full-time employees. The firm provides health and well-being focused plant-based products by using its subsidiaries' and variable interest entities' vertically- and horizontally-integrated production, distribution and sales channels. The firm operates through three segments: developing, manufacturing and distributing of specialized fabrics, textile products and other by-products derived from an indigenous Chinese plant called Apocynum Venetum, known as Bluish Dogbane (Luobuma); planting, processing and distributing of traditional Chinese medicinal herbal products, as well as other pharmaceutical products (Herbal products), and planting, processing and distributing of green and organic agricultural produce, as well as growing and cultivating of Chinese Yew trees (Agricultural products). The company utilizes engineering technologies and biotechnologies to produce, among other products, Chinese herbal medicines, organic agricultural produce and specialized textiles.",Mr. Yuying Zhang,Drug Manufacturers - Specialty & Generic,11.09,USD,229172632,https://images.financialmodelingprep.com/symbol/TYHT.png,212917,-1.6053850607990734,-0.4499998,34580,-26553914,-22449017,"[{'period': '2024', 'revenue': 9.8, 'unit': 'M', 'net_profit': -22.45}, {'period': '2023', 'revenue': 0.5504800000000001, 'unit': 'M', 'net_profit': -10.12}, {'period': '2022', 'revenue': 2.19, 'unit': 'M', 'net_profit': -7.56}, {'period': '2021', 'revenue': 3.02, 'unit': 'M', 'net_profit': -20.83}]","[{'period': ""Q2 '25"", 'revenue': 3.05, 'unit': 'M', 'net_profit': -1.62}, {'period': ""Q1 '25"", 'revenue': 2.17, 'unit': 'M', 'net_profit': -2.02}, {'period': ""Q4 '24"", 'revenue': 4.5, 'unit': 'M', 'net_profit': -20.14}, {'period': ""Q3 '24"", 'revenue': 1.35, 'unit': 'M', 'net_profit': -3.35}, {'period': ""Q2 '24"", 'revenue': 2.31, 'unit': 'M', 'net_profit': -4.33}, {'period': ""Q1 '24"", 'revenue': 1.65, 'unit': 'M', 'net_profit': -3.49}]",-16.47,-16.47,84179379,20903961,366140,47601684,1215114,0,27562855,366140,-4195051,-2.2804949642250203,-1.2186032643457512,-2.0331491712707184,__nan__,__nan__,__nan__,0.5654791537485683
1,TYME,Tyme Technologies Inc. Common Stock,"Tyme Technologies, Inc., a biotechnology company, develops cancer metabolism-based therapies (CMBTs) in the United States. Its lead drug product is SM-88, a CMBT that is in a Phase II/III clinical trial to treat across 15 types of cancer, including pancreatic, prostate, breast, lung, glioma, ovarian, sarcoma, and colon. The company is also developing TYME-19, an oral synthetic member of the bile acid family, which is in preclinical stage for the treatment of SARS CoV-2 diseases; and TYME-18, a CMBT compound that is in preclinical stage for the treatment of inoperable tumors. It has research collaborations with Mayo Clinic to perform in-depth analysis of pancreatic cancer cell gene expression, epigenetic, and metabolism changes from SM-88 treatment; and a research investigator at Georgetown University to examine the effects of SM-88 in breast cancer. The company was formerly known as Global Group Enterprises Corp. The company was incorporated in 2011 and is headquartered in Bedminster, New Jersey. As of September 16, 2022, Tyme Technologies, Inc. operates as a subsidiary of Syros Pharmaceuticals, Inc.",Mr. Steven E. Hoffman,Biotechnology,0.3107,USD,0,https://images.financialmodelingprep.com/symbol/TYME.png,0,-2.267883211678832,0.023200005,2678186,-23555803,-21668267,"[{'period': '2022', 'revenue': 0.0, 'unit': 'M', 'net_profit': -21.67}, {'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': -28.98}, {'period': '2020', 'revenue': 0.0, 'unit': 'M', 'net_profit': -22.0}, {'period': '2019', 'revenue': 0.0, 'unit': 'M', 'net_profit': -32.98}]","[{'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.51}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.57}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -5.33}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -5.56}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -5.93}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -7.18}]",-0.13,-0.13,88015185,78896285,74350892,7931753,0,9080671,7385698,13738931,-21242745,0.13451910645147624,0.25227080948900404,0.40909090909090906,__nan__,__nan__,__nan__,0.0901180063417466
2,TZOO,Travelzoo Common Stock,"Travelzoo, an Internet media company, provides travel, entertainment, and local deals from travel and entertainment companies, and local businesses in the Asia Pacific, Europe, and North America. Its publications and products include Travelzoo Website; Travelzoo iPhone and Android apps; Travelzoo Top 20 email newsletter; and Newsflash email alert service. The company also operates the Travelzoo Network, a network of third-party Websites that list travel deals published by the company; and Local Deals and Getaway listings, which allow its members to purchase vouchers for deals from local businesses, such as spas, hotels, and restaurants. It serves airlines, hotels, cruise lines, vacations packagers, tour operators, destinations, car rental companies, travel agents, theater and performing arts groups, restaurants, spas, and activity companies. Travelzoo Inc. was founded in 1998 and is headquartered in New York, New York.",Mr. Holger  Bartel,Advertising Agencies,12.5,USD,140563750,https://images.financialmodelingprep.com/symbol/TZOO.png,145503,11.79,0.94,213036,18502000,13564000,"[{'period': '2024', 'revenue': 83.9, 'unit': 'M', 'net_profit': 13.56}, {'period': '2023', 'revenue': 84.48, 'unit': 'M', 'net_profit': 12.37}, {'period': '2022', 'revenue': 70.6, 'unit': 'M', 'net_profit': 6.63}, {'period': '2021', 'revenue': 63190.0, 'unit': 'K', 'net_profit': 911.0}]","[{'period': ""Q4 '24"", 'revenue': 20.68, 'unit': 'M', 'net_profit': 3.2}, {'period': ""Q3 '24"", 'revenue': 20.1, 'unit': 'M', 'net_profit': 3.18}, {'period': ""Q2 '24"", 'revenue': 21.14, 'unit': 'M', 'net_profit': 2.93}, {'period': ""Q1 '24"", 'revenue': 21.98, 'unit': 'M', 'net_profit': 4.24}, {'period': ""Q4 '23"", 'revenue': 21.15, 'unit': 'M', 'net_profit': 3.72}, {'period': ""Q3 '23"", 'revenue': 20.6, 'unit': 'M', 'net_profit': 2.35}]",1.08,1.06,54722000,31773000,17064000,50369000,12825000,0,36496000,17064000,20923000,0.05937589464643573,0.09687853792657286,0.30120481927710857,__nan__,__nan__,__nan__,0.9204524688425131
3,TZPS,TZP Strategies Acquisition Corp. Class A Ordinary Share,"TZP Strategies Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2020 and is based in New York, New York.",Mr. Samuel Levi Katz,Shell Companies,10.15,USD,0,https://images.financialmodelingprep.com/symbol/TZPS.png,114169,0.0,0.01,166006,8919573,21587381,"[{'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': 21.59}, {'period': '2020', 'revenue': 0.0, 'unit': 'K', 'net_profit': -5.0}]","[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.46}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 5.67}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 6.96}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 21.63}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 4.87}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.44}]",0.6,0.6,288325,778.579,156.181,20714,0,287552,3129.673,156.181,-1478313,1784.9146,4318.4762,6000.999999999999,__nan__,__nan__,__nan__,0.07184253880169947
4,TZPSU,TZP Strategies Acquisition Corp. Unit,"TZP Strategies Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2020 and is based in New York, New York.",Mr. Samuel Levi Katz,Shell Companies,10.14,USD,0,https://images.financialmodelingprep.com/symbol/TZPSU.png,3613,0.0,0.01,400,8919573,21587381,"[{'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': 21.59}, {'period': '2020', 'revenue': 0.0, 'unit': 'K', 'net_profit': -5.0}]","[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.46}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 5.67}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 6.96}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 21.63}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 4.87}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.44}]",0.6,0.6,288325,778.579,156.181,20714,0,287552,3129.673,156.181,-1478313,1784.9146,4318.4762,6000.999999999999,__nan__,__nan__,__nan__,0.07184253880169947
5,TZPSW,TZP Strategies Acquisition Corp. Warrant,"TZP Strategies Acquisition Corp. does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was founded in 2020 and is based in New York, New York.",Mr. Samuel Levi Katz,Shell Companies,0.0028,USD,0,https://images.financialmodelingprep.com/symbol/TZPSW.png,0,0.0,0.0013,3510,8919573,21587381,"[{'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': 21.59}, {'period': '2020', 'revenue': 0.0, 'unit': 'K', 'net_profit': -5.0}]","[{'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.46}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 5.67}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 6.96}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 21.63}, {'period': ""Q3 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 4.87}, {'period': ""Q2 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': -6.44}]",0.6,0.6,288325,778.579,156.181,20714,0,287552,3129.673,156.181,-1478313,1784.9146,4318.4762,6000.999999999999,__nan__,__nan__,__nan__,0.07184253880169947
6,UAL,United Airlines Holdings Inc. Common Stock,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. The company transports people and cargo through its mainline and regional fleets. It also offers catering, ground handling, training, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. was incorporated in 1968 and is headquartered in Chicago, Illinois.",Mr. J. Scott Kirby,"Airlines, Airports & Air Services",70.83,USD,23185492200,https://images.financialmodelingprep.com/symbol/UAL.png,8896675,7.5,14.68,31596555,8498000000,3149000000,"[{'period': '2024', 'revenue': 57.06, 'unit': 'B', 'net_profit': 3.15}, {'period': '2023', 'revenue': 53.72, 'unit': 'B', 'net_profit': 2.62}, {'period': '2022', 'revenue': 44950.0, 'unit': 'M', 'net_profit': 737.0}, {'period': '2021', 'revenue': 24.63, 'unit': 'B', 'net_profit': -1.96}]","[{'period': ""Q4 '24"", 'revenue': 14700.0, 'unit': 'M', 'net_profit': 985.0}, {'period': ""Q3 '24"", 'revenue': 14840.0, 'unit': 'M', 'net_profit': 965.0}, {'period': ""Q2 '24"", 'revenue': 14.99, 'unit': 'B', 'net_profit': 1.32}, {'period': ""Q1 '24"", 'revenue': 12540.0, 'unit': 'M', 'net_profit': -124.0}, {'period': ""Q4 '23"", 'revenue': 13630.0, 'unit': 'M', 'net_profit': 599.0}, {'period': ""Q3 '23"", 'revenue': 14.48, 'unit': 'B', 'net_profit': 1.14}]",9.58,9.45,74083000000,18883000000,14475000000,61408000000,2163000000,1267000000,23314000000,8769000000,3830000000,0.08503575076608784,0.20282658517952637,0.1989987484355444,"[2.15, 2.15]","['2008-01-07', '2008-01-07']",__nan__,0.8289081165719531
7,UBCP,United Bancorp Inc. Common Stock,"United Bancorp, Inc. operates as the bank holding company for Unified Bank that provides commercial and retail banking services in Ohio. It accepts demand, savings, and time deposits, as well as grants commercial, commercial and residential real estate, and consumer loans. As of December 31, 2021, the company operated through a network of banking offices in Athens, Belmont, Carroll, Fairfield, Harrison, Jefferson, and Tuscarawas Counties in Ohio, as well as Marshall and Ohio Counties in West Virginia and the surrounding localities; and a loan production office in Wheeling, West Virginia. United Bancorp, Inc. was founded in 1902 and is headquartered in Martins Ferry, Ohio.",Mr. Scott A. Everson,Banks - Regional,12.69,USD,75712093,https://images.financialmodelingprep.com/symbol/UBCP.png,6563,9.99,-0.01,10792,0,7402000,"[{'period': '2024', 'revenue': 29.26, 'unit': 'M', 'net_profit': 7.4}, {'period': '2023', 'revenue': 29.89, 'unit': 'M', 'net_profit': 8.95}, {'period': '2022', 'revenue': 28.47, 'unit': 'M', 'net_profit': 8.66}, {'period': '2021', 'revenue': 27.82, 'unit': 'M', 'net_profit': 9.45}]","[{'period': ""Q4 '24"", 'revenue': 7.54, 'unit': 'M', 'net_profit': 1.85}, {'period': ""Q3 '24"", 'revenue': 9.94, 'unit': 'M', 'net_profit': 1.82}, {'period': ""Q2 '24"", 'revenue': 7.15, 'unit': 'M', 'net_profit': 1.74}, {'period': ""Q1 '24"", 'revenue': 10.49, 'unit': 'M', 'net_profit': 1.99}, {'period': ""Q4 '23"", 'revenue': 10.73, 'unit': 'M', 'net_profit': 2.39}, {'period': ""Q3 '23"", 'revenue': 7.53, 'unit': 'M', 'net_profit': 2.39}]",1.25,1.25,38438000,7430000,7430000,753199000,0,0,0,19608000,-1247000,-1.0,-0.1729608938547486,-0.20382165605095545,"[0.3575, 0.15]","['2025-03-10', '1993-05-07']",__nan__,19.595166241739946
8,UBFO,United Security Bancshares Common Stock,"United Security Bancshares operates as the bank holding company for United Security Bank, a state-chartered bank that provides a range of commercial banking services to the business and professional community, and individuals in California. The company accepts various deposit products, including personal and business checking accounts, savings accounts, interest-bearing negotiable order of withdrawal accounts, money market accounts, and time certificates of deposit. It also provides real estate mortgage, commercial and industrial, real estate construction, and consumer loans, as well as agricultural, installment, and student loans. In addition, the company offers online and mobile banking, safe deposit boxes, wire transfers, payroll direct deposit, cashier's check, cash management, traveler's check, money order, and foreign draft services, as well as interactive teller machines and ATM services. As of January 26, 2022, it operated 12 full-service branch offices in Fresno, Bakersfield, Campbell, Caruthers, Coalinga, Firebaugh, Mendota, Oakhurst, San Joaquin, and Taft. The company was founded in 1987 and is headquartered in Fresno, California.",Mr. Dennis R. Woods M.D.,Banks - Regional,8.08,USD,141205272,https://images.financialmodelingprep.com/symbol/UBFO.png,29731,9.4,0.46,44575,0,14783000,"[{'period': '2024', 'revenue': 48.6, 'unit': 'M', 'net_profit': 14.78}, {'period': '2023', 'revenue': 53.43, 'unit': 'M', 'net_profit': 19.8}, {'period': '2022', 'revenue': 47.81, 'unit': 'M', 'net_profit': 15.69}, {'period': '2021', 'revenue': 38.95, 'unit': 'M', 'net_profit': 10.1}]","[{'period': ""Q4 '24"", 'revenue': 10.71, 'unit': 'M', 'net_profit': 2.5}, {'period': ""Q3 '24"", 'revenue': 13.82, 'unit': 'M', 'net_profit': 3.83}, {'period': ""Q2 '24"", 'revenue': 13.03, 'unit': 'M', 'net_profit': 4.3}, {'period': ""Q1 '24"", 'revenue': 12.76, 'unit': 'M', 'net_profit': 4.16}, {'period': ""Q4 '23"", 'revenue': 17.36, 'unit': 'M', 'net_profit': 5.4}, {'period': ""Q3 '23"", 'revenue': 12.02, 'unit': 'M', 'net_profit': 3.85}]",0.86,0.86,1211718000,221697000,213593000,1081356000,8104000,0,3161000,56211000,7988000,-1.0,-0.2532329763588604,-0.2586206896551724,"[0.12, 0.1575]","['2025-04-07', '1999-04-14']",__nan__,0.8924155620367115
9,UBOH,United Bancshares Inc. Common Stock,"United Bancshares, Inc. operates as the bank holding company for The Union Bank Company that provides various commercial and consumer banking services. The company accepts various deposits products, such as checking, savings, demand deposit, money market deposit, term certificate, and individual retirement accounts, as well as certificates of deposit. Its loan products include commercial and residential real estate, agricultural, commercial and industrial, home equity, and various types of consumer and small business administration loans. The company also offers wealth management, financial needs analysis, mutual funds, securities trading, annuities, and life insurance services; and treasury management, online and mobile banking, automatic teller machine, bill pay, safe deposit box rental, payment, and other personalized services. It operates eighteen full service banking centers and three loan production offices in northwest and central Ohio. United Bancshares, Inc. was founded in 1904 and is headquartered in Columbus Grove, Ohio.",Mr. Brian D. Young CPA,Banks - Regional,25.5,USD,79972590,https://images.financialmodelingprep.com/symbol/UBOH.png,962,9.04,-0.18,4334,0,9155000,"[{'period': '2024', 'revenue': 41.83, 'unit': 'M', 'net_profit': 9.15}, {'period': '2023', 'revenue': 40.87, 'unit': 'M', 'net_profit': 8.61}, {'period': '2022', 'revenue': 45.64, 'unit': 'M', 'net_profit': 11.31}, {'period': '2021', 'revenue': 53.08, 'unit': 'M', 'net_profit': 13.58}]","[{'period': ""Q4 '24"", 'revenue': 11.7, 'unit': 'M', 'net_profit': 3.02}, {'period': ""Q3 '24"", 'revenue': 16.44, 'unit': 'M', 'net_profit': 2.47}, {'period': ""Q2 '24"", 'revenue': 14.53, 'unit': 'M', 'net_profit': 1.83}, {'period': ""Q1 '24"", 'revenue': 9.43, 'unit': 'M', 'net_profit': 1.83}, {'period': ""Q4 '23"", 'revenue': 7.96, 'unit': 'M', 'net_profit': 2.34}, {'period': ""Q3 '23"", 'revenue': 9.93, 'unit': 'M', 'net_profit': 1.98}]",3.06,3.06,1189330000,95283000,95283000,1094590000,0,0,0,95283000,0,-1.0,0.06379270276551244,0.09285714285714294,"[0.22, 0.1107]","['2025-02-28', '1999-06-16']",__nan__,0.9203417049935678
