,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,SOJB,Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1 2076,,None,General Utilities,25.04,USD,25026830312,https://images.financialmodelingprep.com/symbol/SOJB.png,43586,2016-09-22,29.80952380952381,-0.01,30075,13738000000,4341000000,"[{'period': '2025', 'revenue': 29.55, 'unit': 'B', 'net_profit': 4.34}, {'period': '2024', 'revenue': 26.72, 'unit': 'B', 'net_profit': 4.4}]","[{'period': ""Q4 '25"", 'revenue': 6980.0, 'unit': 'M', 'net_profit': 416.0}, {'period': ""Q3 '25"", 'revenue': 7.82, 'unit': 'B', 'net_profit': 1.71}, {'period': ""Q2 '25"", 'revenue': 6970.0, 'unit': 'M', 'net_profit': 880.0}, {'period': ""Q1 '25"", 'revenue': 7.78, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q4 '24"", 'revenue': 7.78, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q3 '24"", 'revenue': 7.27, 'unit': 'B', 'net_profit': 1.53}]",3.94,3.92,0,0,0,6136000000,0,0,1076000000,0,9802000000,0.8972517608065185,-0.013633265167007498,-0.01990049751243772,"[0.328, 0.386]","['2021-09-29', '2016-12-28']",__nan__,__nan__
1,SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,"The Southern Co is a holding company, which engages in the generation and sale of electricity. It operates through the following segments: Traditional Electric Operating Companies, Southern Power, and Southern Company Gas. The Traditional Electric Operating Companies segment refers to vertically integrated utilities that own generation, transmission and distribution facilities, and supplies electric services in the states of Alabama, Georgia, Florida, and Mississippi. The Southern Power segment constructs, acquires, owns, and manages generation assets such as renewable energy projects and sells electricity in the wholesale market. The Southern Company Gas segment distributes natural gas through natural gas distribution facilities in the states of Illinois, Georgia, Virginia, New Jersey, Florida, Tennessee, and Maryland. The company was founded on November 9, 1945, and is headquartered in Atlanta, GA.",None,Regulated Electric,20.88,USD,20869017099,https://images.financialmodelingprep.com/symbol/SOJC.png,27893,2017-11-28,24.86,-0.12,22090,14334000000,4341000000,"[{'period': '2025', 'revenue': 29.55, 'unit': 'B', 'net_profit': 4.34}, {'period': '2024', 'revenue': 26.72, 'unit': 'B', 'net_profit': 4.4}, {'period': '2023', 'revenue': 25.25, 'unit': 'B', 'net_profit': 3.98}, {'period': '2022', 'revenue': 29.28, 'unit': 'B', 'net_profit': 3.52}]","[{'period': ""Q4 '25"", 'revenue': 6980.0, 'unit': 'M', 'net_profit': 416.0}, {'period': ""Q3 '25"", 'revenue': 7.82, 'unit': 'B', 'net_profit': 1.71}, {'period': ""Q2 '25"", 'revenue': 6970.0, 'unit': 'M', 'net_profit': 880.0}, {'period': ""Q1 '25"", 'revenue': 7.78, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q4 '24"", 'revenue': 6340.0, 'unit': 'M', 'net_profit': 534.0}, {'period': ""Q3 '24"", 'revenue': 7.27, 'unit': 'B', 'net_profit': 1.53}]",3.94,3.92,155720000000,10917000000,1640000000,116853000000,4069000000,4979000000,16888000000,1640000000,-3590000000,0.10738566131025958,-0.013633265167007498,-0.01990049751243772,"[0.32813, 0.361]","['2026-02-27', '2018-02-27']",__nan__,0.750404572309273
2,SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,"The Southern Co is a holding company, which engages in the generation and sale of electricity. It operates through the following segments: Traditional Electric Operating Companies, Southern Power and Southern Company Gas. The Traditional Electric Operating Companies segment refers to vertically integrated utilities that own generation, transmission and distribution facilities, and supplies electric services in the states of Alabama, Georgia, Florida, and Mississippi. The Southern Power segment constructs, acquires, owns, and manages generation assets such as renewable energy projects and sells electricity in the wholesale market. The Southern Company Gas segment distributes natural gas through natural gas distribution facilities in the states of Illinois, Georgia, Virginia, New Jersey, Florida, Tennessee, and Maryland. The company was founded on November 9, 1945, and is headquartered in Atlanta, GA.",None,Regulated Electric,19.59,USD,21928850100,https://images.financialmodelingprep.com/symbol/SOJD.png,82123,2020-01-14,,-0.08,56167,14334000000,4341000000,"[{'period': '2025', 'revenue': 29.55, 'unit': 'B', 'net_profit': 4.34}, {'period': '2024', 'revenue': 26.72, 'unit': 'B', 'net_profit': 4.4}, {'period': '2023', 'revenue': 25.25, 'unit': 'B', 'net_profit': 3.98}, {'period': '2022', 'revenue': 29.28, 'unit': 'B', 'net_profit': 3.52}]","[{'period': ""Q4 '25"", 'revenue': 6980.0, 'unit': 'M', 'net_profit': 416.0}, {'period': ""Q3 '25"", 'revenue': 7.82, 'unit': 'B', 'net_profit': 1.71}, {'period': ""Q2 '25"", 'revenue': 6970.0, 'unit': 'M', 'net_profit': 880.0}, {'period': ""Q1 '25"", 'revenue': 7.78, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q4 '24"", 'revenue': 6340.0, 'unit': 'M', 'net_profit': 534.0}, {'period': ""Q3 '24"", 'revenue': 7.27, 'unit': 'B', 'net_profit': 1.53}]",3.94,3.92,155720000000,10917000000,1640000000,116853000000,4069000000,4979000000,16888000000,1640000000,-3590000000,0.10738566131025958,-0.013633265167007498,-0.01990049751243772,"[0.30938, 0.382]","['2026-01-29', '2020-04-28']",__nan__,0.750404572309273
3,SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,"The Southern Co is a holding company, which engages in the generation and sale of electricity. It operates through the following segments: Traditional Electric Operating Companies, Southern Power, and Southern Company Gas. The Traditional Electric Operating Companies segment refers to vertically integrated utilities that own generation, transmission and distribution facilities, and supplies electric services in the states of Alabama, Georgia, Florida, and Mississippi. The Southern Power segment constructs, acquires, owns, and manages generation assets such as renewable energy projects and sells electricity in the wholesale market. The Southern Company Gas segment distributes natural gas through natural gas distribution facilities in the states of Illinois, Georgia, Virginia, New Jersey, Florida, Tennessee, and Maryland. The company was founded on November 9, 1945, and is headquartered in Atlanta, GA.",Christopher C. Womack,Regulated Electric,17.09,USD,19130375100,https://images.financialmodelingprep.com/symbol/SOJE.png,61254,2020-09-23,,-0.12,96467,14334000000,4341000000,"[{'period': '2025', 'revenue': 29.55, 'unit': 'B', 'net_profit': 4.34}, {'period': '2024', 'revenue': 26.72, 'unit': 'B', 'net_profit': 4.4}, {'period': '2023', 'revenue': 25.25, 'unit': 'B', 'net_profit': 3.98}, {'period': '2022', 'revenue': 29.28, 'unit': 'B', 'net_profit': 3.54}]","[{'period': ""Q4 '25"", 'revenue': 6980.0, 'unit': 'M', 'net_profit': 416.0}, {'period': ""Q3 '25"", 'revenue': 7.82, 'unit': 'B', 'net_profit': 1.71}, {'period': ""Q2 '25"", 'revenue': 6970.0, 'unit': 'M', 'net_profit': 880.0}, {'period': ""Q1 '25"", 'revenue': 7.78, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q4 '24"", 'revenue': 6340.0, 'unit': 'M', 'net_profit': 534.0}, {'period': ""Q3 '24"", 'revenue': 7.27, 'unit': 'B', 'net_profit': 1.53}]",3.94,3.92,155720000000,10917000000,1639000000,116853000000,4069000000,0,16888000000,1639000000,-3590000000,0.08279196253210455,-0.013633265167007498,-0.01990049751243772,"[0.2625, 0.34125]","['2026-01-14', '2021-01-13']",__nan__,0.750404572309273
4,SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),"Emeren Group Ltd is solar project developer, owner, and operator. The Company specializes in solar project lifecycle, construction management, and financing services.",Julia Xu,Solar,1.94,USD,995639467,https://images.financialmodelingprep.com/symbol/SOL.png,210905,2008-01-29,-10.777777777777779,0.01,609217,-686000,-12477000,"[{'period': '2024', 'revenue': 92.07, 'unit': 'M', 'net_profit': -12.48}, {'period': '2023', 'revenue': 105.64, 'unit': 'M', 'net_profit': -3.19}, {'period': '2022', 'revenue': 61.29, 'unit': 'M', 'net_profit': -4.67}, {'period': '2021', 'revenue': 79.66, 'unit': 'M', 'net_profit': 6.86}]","[{'period': ""Q3 '25"", 'revenue': 15.64, 'unit': 'M', 'net_profit': 3.47}, {'period': ""Q2 '25"", 'revenue': 12.88, 'unit': 'M', 'net_profit': 1.45}, {'period': ""Q1 '25"", 'revenue': 8.15, 'unit': 'M', 'net_profit': 1.54}, {'period': ""Q4 '24"", 'revenue': 34.55, 'unit': 'M', 'net_profit': -11.79}, {'period': ""Q3 '24"", 'revenue': 12.86, 'unit': 'M', 'net_profit': 4.84}, {'period': ""Q2 '24"", 'revenue': 30060.0, 'unit': 'K', 'net_profit': 392.0}]",-0.24,-0.24,447566000,191388000,50012000,109546000,70456000,0,49518000,50012000,-20040000,-1.0961727183513248,-2.916195856873823,-3.3035714285714284,__nan__,__nan__,__nan__,0.24475943212844586
5,SOLN,Southern Company (The) 2019 Series A Corporate Units,,None,Regulated Electric,56.16,USD,0,https://images.financialmodelingprep.com/symbol/SOLN.png,520055,2019-08-21,0.0,0.720001,3671151,13738000000,4341000000,"[{'period': '2025', 'revenue': 29.55, 'unit': 'B', 'net_profit': 4.34}, {'period': '2024', 'revenue': 26.72, 'unit': 'B', 'net_profit': 4.4}, {'period': '2021', 'revenue': 23.11, 'unit': 'B', 'net_profit': 2.31}, {'period': '2020', 'revenue': 20.38, 'unit': 'B', 'net_profit': 3.13}]","[{'period': ""Q4 '25"", 'revenue': 6980.0, 'unit': 'M', 'net_profit': 416.0}, {'period': ""Q3 '25"", 'revenue': 7.82, 'unit': 'B', 'net_profit': 1.71}, {'period': ""Q2 '25"", 'revenue': 6970.0, 'unit': 'M', 'net_profit': 880.0}, {'period': ""Q1 '25"", 'revenue': 7.78, 'unit': 'B', 'net_profit': 1.33}, {'period': ""Q4 '24"", 'revenue': 7.1, 'unit': 'B', 'net_profit': 2.6}, {'period': ""Q3 '24"", 'revenue': 7.27, 'unit': 'B', 'net_profit': 1.53}]",3.94,3.92,0,0,0,6136000000,0,0,1076000000,0,9802000000,0.8972517608065185,-0.013633265167007498,-0.01990049751243772,"[0.844, 0.703]","['2022-07-28', '2019-10-30']",__nan__,__nan__
6,SON,Sonoco Products Company Common Stock,"Sonoco Products Company, together with its subsidiaries, manufactures and sells industrial and consumer packaging products in North and South America, Europe, Australia, and Asia. The company operates through two segments: Consumer Packaging and Industrial Paper Packaging. The Consumer Packaging segment round and shaped rigid paper containers; metal and peelable membrane ends and closures; thermoformed plastic trays and containers; printed flexible packaging; and global brand artwork management. The Industrial Paper Packaging segment provides fiber-based tubes, cones, and cores; fiber-based construction tubes; fiber-based protective packaging and components; wooden, metal, and composite wire and cable, as well as reels and spools; and recycled paperboard, corrugating medium, recovered paper, and material recycling services. Sonoco Products Company offers thermoformed rigid plastic trays and devices; custom-engineered molded foam protective packaging and components; temperature-assured packaging; injection molded and extruded containers, spools, and parts; retail security packaging, including printed backer cards, thermoformed blisters, and heat-sealing equipment; and paper amenities. The company sells its products in various markets, which include paper, textile, film, food, chemical, packaging, construction, and wire and cable. Sonoco Products Company was founded in 1899 and is headquartered in Hartsville, South Carolina.",Robert Howard Coker,Packaging & Containers,53.19,USD,5246874360,https://images.financialmodelingprep.com/symbol/SON.png,988957,1980-03-17,8.97,-0.37,654119,1527465000,396378000,"[{'period': '2025', 'revenue': 7520.0, 'unit': 'M', 'net_profit': 396.38}, {'period': '2024', 'revenue': 5310.0, 'unit': 'M', 'net_profit': 163.95}, {'period': '2023', 'revenue': 5440.0, 'unit': 'M', 'net_profit': 474.96}, {'period': '2022', 'revenue': 5860.0, 'unit': 'M', 'net_profit': 466.44}]","[{'period': ""Q4 '25"", 'revenue': 1770.0, 'unit': 'M', 'net_profit': 351.38}, {'period': ""Q3 '25"", 'revenue': 2130.0, 'unit': 'M', 'net_profit': 122.92}, {'period': ""Q2 '25"", 'revenue': 1910.0, 'unit': 'M', 'net_profit': 493.42}, {'period': ""Q1 '25"", 'revenue': 1710.0, 'unit': 'M', 'net_profit': 54.43}, {'period': ""Q4 '24"", 'revenue': 368.48, 'unit': 'M', 'net_profit': -42.96}, {'period': ""Q3 '24"", 'revenue': 1680.0, 'unit': 'M', 'net_profit': 50.92}]",3.98,3.98,11162334000,2646324000,378398000,7530502000,1021565000,0,2528677000,378398000,392727000,1.500085929635904,1.4176908672818986,1.3975903614457834,"[0.53, 0.23]","['2026-02-25', '1990-05-14']",__nan__,0.67463507184071
7,SONY,Sony Group Corporation American Depositary Shares ,"Sony Group Corporation designs, develops, produces, and sells electronic equipment, instruments, and devices for the consumer, professional, and industrial markets in Japan, the United States, Europe, China, the Asia-Pacific, and internationally. The company distributes software titles and add-on content through digital networks; network services related to game, video, and music content; and home and portable game consoles, packaged software, and peripheral devices. It also develops, produces, markets, and distributes recorded music; publishes music; and produces and distributes animation titles, game applications, and various services for music and visual products. In addition, the company produces, acquires, and distributes live-action and animated motion pictures for theatrical release, as well as scripted and animated series, unscripted reality or light entertainment, daytime serials, game shows, television movies, and miniseries and other television programs; operates a visual effects and animation unit; manages a studio facility; and operates television and digital networks, and post-production facilities. Further, it researches, develops, designs, produces, markets, distributes, sells, and services televisions, and video and sound products; interchangeable lens, compact digital, and consumer and professional video cameras; projectors and medical equipment; mobile phones, tablets, accessories, and applications; and metal oxide semiconductor image sensors, charge-coupled devices, integration systems, and other semiconductors. Additionally, it offers Internet broadband network services; recording media, and storage media products; and life and non-life insurance, banking, and other services, as well as creates and distributes content for PCs and mobile phones. The company was formerly known as Sony Corporation and changed its name to Sony Group Corporation in April 2021. Sony Group Corporation was incorporated in 1946 and is headquartered in Tokyo, Japan.",Hiroki Totoki,Consumer Electronics,19.91,USD,118824343385,https://images.financialmodelingprep.com/symbol/SONY.png,6108381,1958-12-01,15.32,-0.12,5672423,1813144000000,1141600000000,"[{'period': '2025', 'revenue': 12.96, 'unit': 'T', 'net_profit': 1.14}, {'period': '2024', 'revenue': 13020.0, 'unit': 'B', 'net_profit': 970.57}, {'period': '2023', 'revenue': 10.97, 'unit': 'T', 'net_profit': 1.01}, {'period': '2022', 'revenue': 9920.0, 'unit': 'B', 'net_profit': 882.18}]","[{'period': ""Q3 '26"", 'revenue': 3.78, 'unit': 'T', 'net_profit': -1.03}, {'period': ""Q2 '26"", 'revenue': 3110.0, 'unit': 'B', 'net_profit': 361.97}, {'period': ""Q1 '26"", 'revenue': 2620.0, 'unit': 'B', 'net_profit': 236.91}, {'period': ""Q4 '25"", 'revenue': 2630.0, 'unit': 'B', 'net_profit': 197.73}, {'period': ""Q3 '25"", 'revenue': 4410.0, 'unit': 'B', 'net_profit': 373.74}, {'period': ""Q2 '25"", 'revenue': 2910.0, 'unit': 'B', 'net_profit': 338.5}]",188.71,187.92,35293173000000,7454988000000,3448281000000,26783022000000,1943184000000,17451452000000,10688788000000,2980956000000,1674148000000,0.17232599324592127,0.17621240236437652,0.20090365279368733,"[0.056251, 0.5]","['2025-09-29', '1987-03-24']",__nan__,0.7588726012251718
8,SOR,Source Capital Inc. Common Stock,"Source Capital, Inc. is a close-ended balanced fund launched and managed by First Pacific Advisors, LLC. The fund invests in the public equity markets of the United States. It seeks to invest in the stocks of companies operating across diversified sectors. The fund primarily invests in value stocks of small to mid cap companies. It employs fundamental analysis with a bottom-up stock selection approach, focusing on such factors as high liquidity, relatively unleveraged balance sheets, and long-term ability to earn above-average returns on capital to create its portfolio. The fund benchmarks the performance of its portfolio against the Russell 2500 Index, the S&P 500 Index, and the Nasdaq Composite Index. Source Capital, Inc. was formed in June 1, 1968 and is domiciled in the United States.",James Richard Atwood,Asset Management,44.5,USD,366065455,https://images.financialmodelingprep.com/symbol/SOR.png,12723,1980-03-17,6.15,-0.35,5605,63922079,59508749,"[{'period': '2025', 'revenue': 47.23, 'unit': 'M', 'net_profit': 59.51}, {'period': '2024', 'revenue': 40.22, 'unit': 'M', 'net_profit': 39.16}, {'period': '2023', 'revenue': 30.64, 'unit': 'M', 'net_profit': 53.64}, {'period': '2022', 'revenue': 16.98, 'unit': 'M', 'net_profit': -27.09}]","[{'period': ""Q4 '25"", 'revenue': 27.43, 'unit': 'M', 'net_profit': 29.36}, {'period': ""Q2 '25"", 'revenue': 4.53, 'unit': 'M', 'net_profit': 15.07}, {'period': ""Q4 '24"", 'revenue': 17.69, 'unit': 'M', 'net_profit': 12.68}, {'period': ""Q2 '24"", 'revenue': 15.96, 'unit': 'M', 'net_profit': 26.48}, {'period': ""Q4 '23"", 'revenue': 18.58, 'unit': 'M', 'net_profit': 23.52}, {'period': ""Q2 '23"", 'revenue': 12.06, 'unit': 'M', 'net_profit': 30.12}]",7.24,7.24,402583701,80969506,78597478,5302174,2372028,321568000,0,288121,0,0.6323979127539784,0.5196933387945721,0.5146443514644351,"[0.2083, 0.625]","['2026-05-14', '1980-11-21']",__nan__,0.013170364291524062
9,SOS,SOS Limited American Depositary Shares,"SOS Limited provides data mining and analysis services to corporate and individual members in the People's Republic of China. It provides marketing data, technology, and solutions for insurance companies; emergency rescue services; and insurance product and health care information portals. The company operates SOS cloud emergency rescue service software as a service platform that offers basic cloud products, such as medical rescue, auto rescue, financial rescue, and life rescue cards; cooperative cloud systems, including information rescue center, intelligent big data, and intelligent software and hardware; and information cloud systems, such as Information Today and E-commerce Today, as well as 10086 hot-line and promotional center for Guangdong Bank of Development. It also focuses on cryptocurrency mining, blockchain-based insurance, and security management businesses. The company serves insurance companies, financial institutions, medical institutions, healthcare providers, and other service providers in the emergency rescue services industry. SOS Limited is headquartered in Qingdao, the People's Republic of China.",Yandai Wang,Software - Infrastructure,0.985,USD,5147700,https://images.financialmodelingprep.com/symbol/SOS.png,75137,2017-04-28,-0.47,-0.035,94093,-10323000,-13605000,"[{'period': '2024', 'revenue': 231.42, 'unit': 'M', 'net_profit': -13.61}, {'period': '2023', 'revenue': 92.42, 'unit': 'M', 'net_profit': -3.65}, {'period': '2022', 'revenue': 260.03, 'unit': 'M', 'net_profit': -229.45}, {'period': '2021', 'revenue': 290.79, 'unit': 'M', 'net_profit': -49.25}]","[{'period': ""Q2 '25"", 'revenue': 89.59, 'unit': 'M', 'net_profit': -14.22}, {'period': ""Q4 '24"", 'revenue': 170.91, 'unit': 'M', 'net_profit': -2.7}, {'period': ""Q2 '24"", 'revenue': 60.51, 'unit': 'M', 'net_profit': -10.9}, {'period': ""Q4 '23"", 'revenue': 25.3, 'unit': 'M', 'net_profit': 3.52}, {'period': ""Q2 '23"", 'revenue': 20.9, 'unit': 'M', 'net_profit': -5.35}, {'period': ""Q4 '22"", 'revenue': 87.64, 'unit': 'M', 'net_profit': -103.97}]",-4.5,-4.5,482354000,465139000,237684000,46664000,-128777000,0,46664000,237484000,-63558000,-11.719626168224298,-2.7263763352506163,-82.33333333333333,__nan__,__nan__,__nan__,0.09674222666340489
