,symbol,name,description__profile,ceo__profile,industry__profile,price__profile,currency__profile,mktCap__profile,image__profile,volAvg__profile,ipoDate__profile,pe__quote,change__quote,volume__quote,ebitda__income_statement,netIncome__income_statement,annual_earnings,quaterly_earnings,eps__income_statement,epsdiluted__income_statement,totalAssets__balance_sheet_statement,totalCurrentAssets__balance_sheet_statement,cashAndShortTermInvestments__balance_sheet_statement,totalLiabilities__balance_sheet_statement,netReceivables__balance_sheet_statement,longTermInvestments__balance_sheet_statement,totalCurrentLiabilities__balance_sheet_statement,cashAndCashEquivalents__balance_sheet_statement,freeCashFlow__cash_flow_statement,growthEBITDA__income_statement_growth,growthNetIncome__income_statement_growth,growthEPS__income_statement_growth,dividend__historical-price-full/stock_dividend,date__historical-price-full/stock_dividend,derived__netIncomeMargin,derived__debtRatio
0,FLWS,1-800-FLOWERS.COM Inc. Common Stock,"1-800-FLOWERS.COM, Inc., together with its subsidiaries, provides gifts for various occasions in the United States and internationally. It operates through three segments: Consumer Floral & Gifts, Gourmet Foods & Gift Baskets, and BloomNet. The company offers a range of products, including fresh-cut flowers, floral and fruit arrangements, plants, personalized products, dipped berries, popcorns, gourmet foods and gift baskets, cookies, chocolates, candies, wines, and gift-quality fruits. It offers its products and services through online platform under the 1-800-Flowers.com, 1-800-Baskets.com, Cheryl's Cookies, FruitBouquets.com, Harry & David, Moose Munch, The Popcorn Factory, Wolferman's Bakery, PersonalizationMall.com, Simply Chocolate, DesignPac, Stock Yards, Shari's Berries, BloomNet, Napco, and Flowerama brand names. 1-800-FLOWERS.COM, Inc. was founded in 1976 and is headquartered in Jericho, New York.",Adolfo Villagomez,Specialty Retail,3.1,USD,197346332,https://images.financialmodelingprep.com/symbol/FLWS.png,548900,1999-08-03,-0.93,0.1,484990,-144301000,-199993000,"[{'period': '2025', 'revenue': 1690.0, 'unit': 'M', 'net_profit': -199.99}, {'period': '2024', 'revenue': 1830.0, 'unit': 'M', 'net_profit': -6.11}, {'period': '2023', 'revenue': 2020.0, 'unit': 'M', 'net_profit': -44.7}, {'period': '2022', 'revenue': 2210.0, 'unit': 'M', 'net_profit': 29.61}]","[{'period': ""Q2 '26"", 'revenue': 702.18, 'unit': 'M', 'net_profit': 70.55}, {'period': ""Q1 '26"", 'revenue': 215.2, 'unit': 'M', 'net_profit': -52.96}, {'period': ""Q4 '25"", 'revenue': 336.62, 'unit': 'M', 'net_profit': -51.91}, {'period': ""Q3 '25"", 'revenue': 331.45, 'unit': 'M', 'net_profit': -178.24}, {'period': ""Q2 '25"", 'revenue': 775.49, 'unit': 'M', 'net_profit': 64.35}, {'period': ""Q1 '25"", 'revenue': 242.09, 'unit': 'M', 'net_profit': -34.19}]",-3.13,-3.13,772617000,282727000.0,46502000.0,504335000.0,21693000,400000,221386000.0,46502000.0,-67826000,-3.467822755801823,-31.75888615888616,-32.12169312169312,__nan__,__nan__,__nan__,0.6527619765032351
1,FLXN,Flexion Therapeutics Inc. Common Stock,The Horizon Flexible Income ETF seeks current income.,,Asset Management,24.8399,USD,491979,https://images.financialmodelingprep.com/symbol/FLXN.png,2566,2025-07-03,26.86,-0.05080008,2035,-89842000,-113706000,"[{'period': '2020', 'revenue': 85.55, 'unit': 'M', 'net_profit': -113.71}, {'period': '2019', 'revenue': 72.96, 'unit': 'M', 'net_profit': -149.77}, {'period': '2018', 'revenue': 22.52, 'unit': 'M', 'net_profit': -169.66}, {'period': '2017', 'revenue': 0.355, 'unit': 'M', 'net_profit': -137.48}]","[{'period': ""Q3 '21"", 'revenue': 21.33, 'unit': 'M', 'net_profit': -30.31}, {'period': ""Q2 '21"", 'revenue': 28.18, 'unit': 'M', 'net_profit': -22.21}, {'period': ""Q1 '21"", 'revenue': 24.59, 'unit': 'M', 'net_profit': -28.56}, {'period': ""Q4 '20"", 'revenue': 26.31, 'unit': 'M', 'net_profit': -19.65}, {'period': ""Q3 '20"", 'revenue': 23660.0, 'unit': 'K', 'net_profit': -24.64}, {'period': ""Q2 '20"", 'revenue': 15.45, 'unit': 'M', 'net_profit': -32.62}]",-2.66,-2.66,251926000,225811000.0,175280000.0,268586000.0,30271000,67576000,55268000.0,107704000.0,-80630000,0.31055705197565825,0.24081109412243862,0.3231552162849873,"[0.11494, 0.14585]","['2026-02-27', '2025-08-22']",__nan__,1.0661305303938458
2,FLXS,Flexsteel Industries Inc. Common Stock,"Flexsteel Industries, Inc., together with its subsidiaries, operates as a manufacturer, importer, and online marketer of upholstered and wooden furniture for residential and contract markets in the United States. It offers upholstered furniture, such as sofas, loveseats, chairs, reclining and rocker-reclining chairs, swivel rockers, sofa beds, convertible bedding units, occasional tables, desks, dining tables and chairs, and bedroom furniture. The company distributes its products through e-commerce channels and dealer network. Flexsteel Industries, Inc. was founded in 1893 and is based in Dubuque, Iowa.",Derek Paul Schmidt,"Furnishings, Fixtures & Appliances",45.83,USD,244984723,https://images.financialmodelingprep.com/symbol/FLXS.png,34133,1980-03-17,12.52,1.02,42735,30690000,20154000,"[{'period': '2025', 'revenue': 441.07, 'unit': 'M', 'net_profit': 20.15}, {'period': '2024', 'revenue': 412.75, 'unit': 'M', 'net_profit': 10.53}, {'period': '2023', 'revenue': 393.69, 'unit': 'M', 'net_profit': 14.78}, {'period': '2022', 'revenue': 544.28, 'unit': 'M', 'net_profit': 1.85}]","[{'period': ""Q2 '26"", 'revenue': 118.25, 'unit': 'M', 'net_profit': 6.64}, {'period': ""Q1 '26"", 'revenue': 110.44, 'unit': 'M', 'net_profit': 7.33}, {'period': ""Q4 '25"", 'revenue': 114.61, 'unit': 'M', 'net_profit': 10.7}, {'period': ""Q3 '25"", 'revenue': 113.97, 'unit': 'M', 'net_profit': -3.74}, {'period': ""Q2 '25"", 'revenue': 108.48, 'unit': 'M', 'net_profit': 9.05}, {'period': ""Q1 '25"", 'revenue': 104.01, 'unit': 'M', 'net_profit': 4.14}]",3.84,3.55,282486000,172372000.0,40006000.0,114624000.0,35229000,19041000,62014000.0,40006000.0,33721000,0.4547092003602408,0.914323708206687,0.8823529411764705,"[0.2, 0.1199]","['2026-03-30', '1984-12-19']",__nan__,0.40576878146173617
3,FMAO,Farmers & Merchants Bancorp Inc. Common Stock,"Farmers & Merchants Bancorp, Inc. operates as the bank holding company for The Farmers & Merchants State Bank that provides commercial banking services to individuals and small businesses in northwest Ohio and northeast Indiana. The company offers checking, savings, and time deposit accounts; certificates of deposit; and custodial services for individual retirement and health savings accounts. It also provides commercial, agricultural, and residential mortgage, as well as consumer and credit card lending products; loans for farmland, farm equipment, and livestock; operating loans for seeds, fertilizers, and feeds; home improvement loans; and loans for autos, trucks, recreational vehicles, and motorcycles. In addition, the company offers commercial real estate loans, such as lines of credit and machinery purchase loans. Further, it provides automated teller machine or interactive teller machine services; and online and mobile banking, remote deposit capture or electronic deposit processing, and merchant credit card services. It also offers electronic transaction origination, such as wire and automated clearing house file transmittal services. Farmers & Merchants Bancorp, Inc. was founded in 1897 and is headquartered in Archbold, Ohio.",Lars Eller,Banks - Regional,25.14,USD,345673567,https://images.financialmodelingprep.com/symbol/FMAO.png,32479,2006-01-30,10.35,0.14,57740,42525000,33309000,"[{'period': '2025', 'revenue': 189.09, 'unit': 'M', 'net_profit': 33.31}, {'period': '2024', 'revenue': 176.56, 'unit': 'M', 'net_profit': 25.94}, {'period': '2023', 'revenue': 152.05, 'unit': 'M', 'net_profit': 22.79}, {'period': '2022', 'revenue': 113.66, 'unit': 'M', 'net_profit': 32.52}]","[{'period': ""Q4 '25"", 'revenue': 48.61, 'unit': 'M', 'net_profit': 9.79}, {'period': ""Q3 '25"", 'revenue': 47.81, 'unit': 'M', 'net_profit': 8.85}, {'period': ""Q2 '25"", 'revenue': 47.1, 'unit': 'M', 'net_profit': 7.71}, {'period': ""Q1 '25"", 'revenue': 44.45, 'unit': 'M', 'net_profit': 6.95}, {'period': ""Q4 '24"", 'revenue': 45.29, 'unit': 'M', 'net_profit': 8.38}, {'period': ""Q3 '24"", 'revenue': 45.15, 'unit': 'M', 'net_profit': 6.52}]",3.4,3.41,3434382000,519321000.0,519321000.0,3063520000.0,11700000,3129626000,38680000.0,97718000.0,34619000,0.0919245089228399,0.28417765440666204,0.7894736842105263,"[0.23, 0.25]","['2026-04-02', '1997-04-21']",__nan__,0.8920149243735845
4,FMBH,First Mid Bancshares Inc. Common Stock,"First Mid Bancshares, Inc., a financial holding company, provides community banking products and services to commercial, retail, and agricultural customers in the United States. It accepts various deposit products, such as demand deposits, savings accounts, money market deposits, and time deposits. The company's loan products include commercial real estate, commercial and industrial, agricultural and agricultural real estate, residential real estate, and consumer loans; and other loans comprising loans to municipalities to support community projects, such as infrastructure improvements or equipment purchases. It also offers wealth management services, which include estate planning, investment, and farm management and brokerage services for individuals; and employee benefit services for business enterprises. In addition, the company provides property and casualty, senior insurance products, and group medical insurance for businesses; and personal lines insurance to individuals. It operates through a network of 52 banking centers in Illinois and 14 offices in Missouri, as well as a loan production office in Indiana. The company was formerly known as First Mid-Illinois Bancshares, Inc. and changed its name to First Mid Bancshares, Inc. in April 2019. First Mid Bancshares, Inc. was founded in 1865 and is headquartered in Mattoon, Illinois.",Joseph R. Dively,Banks - Regional,40.12,USD,966189900,https://images.financialmodelingprep.com/symbol/FMBH.png,113388,1999-03-16,10.48,-0.48,97236,117048000,91749000,"[{'period': '2025', 'revenue': 466.04, 'unit': 'M', 'net_profit': 91.75}, {'period': '2024', 'revenue': 447.28, 'unit': 'M', 'net_profit': 78.9}, {'period': '2023', 'revenue': 381.63, 'unit': 'M', 'net_profit': 68.94}, {'period': '2022', 'revenue': 286.27, 'unit': 'M', 'net_profit': 72.95}]","[{'period': ""Q4 '25"", 'revenue': 117.58, 'unit': 'M', 'net_profit': 23.68}, {'period': ""Q3 '25"", 'revenue': 122.32, 'unit': 'M', 'net_profit': 22.46}, {'period': ""Q2 '25"", 'revenue': 115.85, 'unit': 'M', 'net_profit': 23.44}, {'period': ""Q1 '25"", 'revenue': 110.59, 'unit': 'M', 'net_profit': 22.17}, {'period': ""Q4 '24"", 'revenue': 114.16, 'unit': 'M', 'net_profit': 19.17}, {'period': ""Q3 '24"", 'revenue': 112.34, 'unit': 'M', 'net_profit': 19.48}]",3.84,3.83,7966658000,1340419000.0,57300000.0,7007966000.0,39949000,6191789000,4823084000.0,57224000.0,124028000,-0.06491763465256363,0.1628811883697939,0.1601208459214501,"[0.25, 1.08]","['2026-02-12', '2000-12-22']",__nan__,0.8796619611385351
5,FMBI,First Midwest Bancorp Inc. Common Stock,"First Midwest Bancorp, Inc. operates as the bank holding company for First Midwest Bank that provides various banking products and services. The company accepts checking, NOW, money market, and savings accounts, as well as various types of short-term and long-term certificates of deposit. Its loan products include working capital needs; accounts receivable financing; inventory and equipment financing; sector-based lending, including healthcare, asset-based lending, structured finance, and syndications; agricultural loans; and mortgages, home equity lines and loans, personal loans, specialty loans, and consumer secured and unsecured loans, as well as funding for the construction, purchase, refinance, or improvement of commercial real estate properties. In addition, the company offers treasury management products and services comprising automated clearing house collection, lockbox, remote deposit capture, and financial electronic data interchange; wire transfer, account reconciliation, controlled disbursement, direct deposit, and positive pay services; information reporting services; corporate credit cards; and liquidity management, fraud prevention, and merchant services. Further, it provides fiduciary and executor, financial planning, investment advisory, employee benefit plan, and private banking services to corporate and public retirement plans, foundations and endowments, high net worth individuals, and multi-employer trust funds. Additionally, the company offers debit and automated teller machine (ATM), and credit cards; internet and mobile, and telephone banking services; and financial education services. The company operates 115 locations and 184 ATMs in metropolitan Chicago, southeast Wisconsin, northwest Indiana, central and western Illinois, eastern Iowa, and other markets in the Midwest. First Midwest Bancorp, Inc. was incorporated in 1982 and is headquartered in Chicago, Illinois.",Michael Scudder,Banks - Regional,21.51,USD,0,https://images.financialmodelingprep.com/symbol/FMBI.png,657483,1983-04-12,13.976608187134502,0.5799999,667652,309832558,199560000,"[{'period': '2021', 'revenue': 751.11, 'unit': 'M', 'net_profit': 199.56}, {'period': '2020', 'revenue': 720.3, 'unit': 'M', 'net_profit': 107.9}, {'period': '2019', 'revenue': 751.36, 'unit': 'M', 'net_profit': 199.74}, {'period': '2018', 'revenue': 661.21, 'unit': 'M', 'net_profit': 157.87}]","[{'period': ""Q4 '21"", 'revenue': 183.25, 'unit': 'M', 'net_profit': 48.55}, {'period': ""Q3 '21"", 'revenue': 190.38, 'unit': 'M', 'net_profit': 54.86}, {'period': ""Q2 '21"", 'revenue': 190.56, 'unit': 'M', 'net_profit': 51.12}, {'period': ""Q1 '21"", 'revenue': 186.92, 'unit': 'M', 'net_profit': 45.02}, {'period': ""Q4 '20"", 'revenue': 175.83, 'unit': 'M', 'net_profit': 41.6}, {'period': ""Q3 '20"", 'revenue': 183.31, 'unit': 'M', 'net_profit': 27.62}]",1.75,1.75,21778242000,17462356000.0,5266292000.0,19035514000.0,467007000,3274732000,317181000.0,2119072000.0,123762000,0.322330257609642,0.8495245509648001,0.8229166666666667,"[0.14, 1.4074]","['2021-12-03', '1984-12-17']",__nan__,0.8740610927181358
6,FMBIO,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series C,"First Midwest Bancorp, Inc. operates as the bank holding company for First Midwest Bank that provides various banking products and services. The company accepts checking, NOW, money market, and savings accounts, as well as various types of short-term and long-term certificates of deposit. Its loan products include working capital needs; accounts receivable financing; inventory and equipment financing; sector-based lending, including healthcare, asset-based lending, structured finance, and syndications; agricultural loans; and mortgages, home equity lines and loans, personal loans, specialty loans, and consumer secured and unsecured loans, as well as funding for the construction, purchase, refinance, or improvement of commercial real estate properties. In addition, the company offers treasury management products and services comprising automated clearing house collection, lockbox, remote deposit capture, and financial electronic data interchange; wire transfer, account reconciliation, controlled disbursement, direct deposit, and positive pay services; information reporting services; corporate credit cards; and liquidity management, fraud prevention, and merchant services. Further, it provides fiduciary and executor, financial planning, investment advisory, employee benefit plan, and private banking services to corporate and public retirement plans, foundations and endowments, high net worth individuals, and multi-employer trust funds. Additionally, the company offers debit and automated teller machine (ATM), and credit cards; internet and mobile, and telephone banking services; and financial education services. The company operates 115 locations and 184 ATMs in metropolitan Chicago, southeast Wisconsin, northwest Indiana, central and western Illinois, eastern Iowa, and other markets in the Midwest. First Midwest Bancorp, Inc. was incorporated in 1982 and is headquartered in Chicago, Illinois.",Michael L. Scudder,Banks - Regional,26.45,USD,0,https://images.financialmodelingprep.com/symbol/FMBIO.png,6345,2020-06-19,17.18648473034438,-0.01999855,4368,309832558,199560000,"[{'period': '2021', 'revenue': 751.11, 'unit': 'M', 'net_profit': 199.56}, {'period': '2020', 'revenue': 720.3, 'unit': 'M', 'net_profit': 107.9}, {'period': '2019', 'revenue': 751.36, 'unit': 'M', 'net_profit': 199.74}, {'period': '2018', 'revenue': 661.21, 'unit': 'M', 'net_profit': 157.87}]","[{'period': ""Q4 '21"", 'revenue': 183.25, 'unit': 'M', 'net_profit': 48.55}, {'period': ""Q3 '21"", 'revenue': 190.38, 'unit': 'M', 'net_profit': 54.86}, {'period': ""Q2 '21"", 'revenue': 190.56, 'unit': 'M', 'net_profit': 51.12}, {'period': ""Q1 '21"", 'revenue': 186.92, 'unit': 'M', 'net_profit': 45.02}, {'period': ""Q4 '20"", 'revenue': 175.83, 'unit': 'M', 'net_profit': 41.6}, {'period': ""Q3 '20"", 'revenue': 183.31, 'unit': 'M', 'net_profit': 27.62}]",1.75,1.75,21778242000,17462356000.0,5266292000.0,19035514000.0,467007000,3274732000,317181000.0,2119072000.0,123762000,0.322330257609642,0.8495245509648001,0.8229166666666667,"[0.438, 0.277]","['2022-02-03', '2020-08-04']",__nan__,0.8740610927181358
7,FMBIP,First Midwest Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,"First Midwest Bancorp, Inc. operates as the bank holding company for First Midwest Bank that provides various banking products and services. The company accepts checking, NOW, money market, and savings accounts, as well as various types of short-term and long-term certificates of deposit. Its loan products include working capital needs; accounts receivable financing; inventory and equipment financing; sector-based lending, including healthcare, asset-based lending, structured finance, and syndications; agricultural loans; and mortgages, home equity lines and loans, personal loans, specialty loans, and consumer secured and unsecured loans, as well as funding for the construction, purchase, refinance, or improvement of commercial real estate properties. In addition, the company offers treasury management products and services comprising automated clearing house collection, lockbox, remote deposit capture, and financial electronic data interchange; wire transfer, account reconciliation, controlled disbursement, direct deposit, and positive pay services; information reporting services; corporate credit cards; and liquidity management, fraud prevention, and merchant services. Further, it provides fiduciary and executor, financial planning, investment advisory, employee benefit plan, and private banking services to corporate and public retirement plans, foundations and endowments, high net worth individuals, and multi-employer trust funds. Additionally, the company offers debit and automated teller machine (ATM), and credit cards; internet and mobile, and telephone banking services; and financial education services. The company operates 115 locations and 184 ATMs in metropolitan Chicago, southeast Wisconsin, northwest Indiana, central and western Illinois, eastern Iowa, and other markets in the Midwest. First Midwest Bancorp, Inc. was incorporated in 1982 and is headquartered in Chicago, Illinois.",Michael L. Scudder,Banks - Regional,26.45,USD,0,https://images.financialmodelingprep.com/symbol/FMBIP.png,7883,2020-06-10,17.18648473034438,-0.09000015,3950,309832558,199560000,"[{'period': '2021', 'revenue': 751.11, 'unit': 'M', 'net_profit': 199.56}, {'period': '2020', 'revenue': 720.3, 'unit': 'M', 'net_profit': 107.9}, {'period': '2019', 'revenue': 751.36, 'unit': 'M', 'net_profit': 199.74}, {'period': '2018', 'revenue': 661.21, 'unit': 'M', 'net_profit': 157.87}]","[{'period': ""Q4 '21"", 'revenue': 183.25, 'unit': 'M', 'net_profit': 48.55}, {'period': ""Q3 '21"", 'revenue': 190.38, 'unit': 'M', 'net_profit': 54.86}, {'period': ""Q2 '21"", 'revenue': 190.56, 'unit': 'M', 'net_profit': 51.12}, {'period': ""Q1 '21"", 'revenue': 186.92, 'unit': 'M', 'net_profit': 45.02}, {'period': ""Q4 '20"", 'revenue': 175.83, 'unit': 'M', 'net_profit': 41.6}, {'period': ""Q3 '20"", 'revenue': 183.31, 'unit': 'M', 'net_profit': 27.62}]",1.75,1.75,21778242000,17462356000.0,5266292000.0,19035514000.0,467007000,3274732000,317181000.0,2119072000.0,123762000,0.322330257609642,0.8495245509648001,0.8229166666666667,"[0.438, 0.438]","['2022-02-03', '2020-08-04']",__nan__,0.8740610927181358
8,FMIVU,Forum Merger IV Corporation Unit,"Forum Merger IV Corporation does not have significant operations. It intends to effect a merger, capital stock exchange, asset acquisition, stock purchase, reorganization, or similar business combination with one or more businesses. The company was incorporated in 2021 and is based in Delray Beach, Florida.",David Boris,Shell Companies,10.2601,USD,161235830,https://images.financialmodelingprep.com/symbol/FMIVU.png,622,2021-03-18,-1465.7285714285715,0.0001,3300,-9893000,7642000,"[{'period': '2022', 'revenue': 0.0, 'unit': 'M', 'net_profit': 7.64}, {'period': '2021', 'revenue': 0.0, 'unit': 'M', 'net_profit': -2.06}]","[{'period': ""Q1 '23"", 'revenue': 0.0, 'unit': 'K', 'net_profit': 64.18}, {'period': ""Q4 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.69}, {'period': ""Q3 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.77}, {'period': ""Q2 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 2.15}, {'period': ""Q1 '22"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 5.04}, {'period': ""Q4 '21"", 'revenue': 0.0, 'unit': 'M', 'net_profit': 1.44}]",0.22,0.22,340189913,141760.0,53947.0,14444461.0,0,0,2424407.0,53947.0,-2530154,-3.7931201550387597,4.700726392251816,4.8664323374340945,__nan__,__nan__,__nan__,0.042459992045678324
9,FMNB,Farmers National Banc Corp. Common Stock,"Farmers National Banc Corp., a financial holding company, operates in the banking, trust, retirement consulting, insurance, and financial management industries. It offers commercial and retail banking services, including checking, savings, and time deposit accounts; commercial, mortgage and installment, and home equity loans; home equity lines of credit, night depository, safe deposit box, money order, bank check, automated teller machine, Internet banking, travel card, E bond transaction, MasterCard and Visa credit cards, brokerage, and other services. The company also provides personal and corporate trust services in the areas of estate settlement, trust administration, and employee benefit plans; retirement services; property and casualty insurance products and services; and various insurance products through licensed representatives, as well as invests in municipal securities. It operates through 47 locations in northeastern region of Ohio and one location in southwestern Pennsylvania. The company was founded in 1887 and is based in Canfield, Ohio.",Kevin J. Helmick,Banks - Regional,12.88,USD,485151862,https://images.financialmodelingprep.com/symbol/FMNB.png,426813,1999-01-04,8.88,-0.13,495495,65046000,54586000,"[{'period': '2025', 'revenue': 271.83, 'unit': 'M', 'net_profit': 54.59}, {'period': '2024', 'revenue': 269.45, 'unit': 'M', 'net_profit': 45.95}, {'period': '2023', 'revenue': 255.2, 'unit': 'M', 'net_profit': 49.93}, {'period': '2022', 'revenue': 177.91, 'unit': 'M', 'net_profit': 60.6}]","[{'period': ""Q4 '25"", 'revenue': 69.67, 'unit': 'M', 'net_profit': 14.64}, {'period': ""Q3 '25"", 'revenue': 70.8, 'unit': 'M', 'net_profit': 12.46}, {'period': ""Q2 '25"", 'revenue': 69.82, 'unit': 'M', 'net_profit': 13.91}, {'period': ""Q1 '25"", 'revenue': 67.79, 'unit': 'M', 'net_profit': 13.58}, {'period': ""Q4 '24"", 'revenue': 69.32, 'unit': 'M', 'net_profit': 14.39}, {'period': ""Q3 '24"", 'revenue': 70.26, 'unit': 'M', 'net_profit': 8.54}]",1.46,1.45,5245870000,92357000.0,1363943000.0,4760145000.0,0,29256000,282380000.0,20486000.0,52181000,0.05204761596687585,0.18796927027791682,0.18699186991869918,"[0.17, 0.4276]","['2026-02-13', '1999-03-10']",__nan__,0.9074081134301841
